,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,3447,3443,2539,3044,2855,3796,3004,2765,2177,2766,Upgrade
1,Revenue Growth (YoY),35.75%,13.11%,-11.06%,-19.81%,-4.97%,37.30%,37.98%,-0.06%,-11.26%,-15.66%,Upgrade
2,Cost of Revenue,3074,3031,2290,2779,2549,3444,2709,2511,1871,2507,Upgrade
3,Gross Profit,372.52,411.66,248.6,264.4,305.12,351.37,295.19,254.04,305.72,259.03,Upgrade
4,"Selling, General & Admin",310.49,267.47,282.11,269.47,272.17,256.03,262.36,240.12,240.61,187.51,Upgrade
5,Other Operating Expenses,0.05,9.47,1.97,-,9.46,-0.9,-3.06,-5.21,-2.29,0.01,Upgrade
6,Operating Expenses,310.54,276.95,284.08,269.47,281.63,255.13,259.31,234.9,238.32,187.52,Upgrade
7,Operating Income,61.98,134.72,-35.48,-5.07,23.49,96.24,35.88,19.14,67.4,71.51,Upgrade
8,Interest Expense,-27.56,-23.51,-14.75,-10.9,-7.8,-8.29,-7.61,-5.15,-7.33,-5.86,Upgrade
9,Interest & Investment Income,11.71,12.93,8.2,2.94,0.08,0.09,0.05,0.31,1.8,2.06,Upgrade
10,Currency Exchange Gain (Loss),-1.67,-1.23,-0.29,1.88,-5.52,-3.56,1.98,5.38,-0.16,-0.45,Upgrade
11,Other Non Operating Income (Expenses),0.86,4.29,0.52,2.55,0.7,3.65,0.28,1.44,1.21,1.2,Upgrade
12,EBT Excluding Unusual Items,45.32,127.21,-41.8,-8.6,10.96,88.14,30.59,21.11,62.91,68.46,Upgrade
13,Gain (Loss) on Sale of Investments,-0.52,0.79,0.34,0.53,3.19,6.57,2.3,0.1,-0.29,0.7,Upgrade
14,Gain (Loss) on Sale of Assets,-,-0.05,-0.05,-0.05,0.05,-0.67,-1.35,2.37,0,-0.2,Upgrade
15,Asset Writedown,-,-12.38,-,-7.47,-,0.53,-,-0.15,-,-1.46,Upgrade
16,Other Unusual Items,2.06,1.11,0.89,20.09,18.06,1.05,2.15,65.11,15.14,-,Upgrade
17,Pretax Income,46.86,116.69,-40.61,4.5,32.26,95.61,33.69,88.53,77.77,67.51,Upgrade
18,Income Tax Expense,11.27,11.64,8,4.68,17.8,18.6,16.34,5.37,17.18,15.44,Upgrade
19,Earnings From Continuing Operations,35.59,105.05,-48.6,-0.18,14.46,77.02,17.35,83.16,60.59,52.07,Upgrade
20,Minority Interest in Earnings,-14.08,-19.57,-11.15,-15.43,-9.06,-8.17,-8.82,-11.34,-8.33,-5.85,Upgrade
21,Net Income,21.52,85.49,-59.75,-15.6,5.41,68.85,8.53,71.83,52.26,46.22,Upgrade
22,Net Income to Common,21.52,85.49,-59.75,-15.6,5.41,68.85,8.53,71.83,52.26,46.22,Upgrade
23,Net Income Growth,-,-,-,-,-36.60%,-4.15%,-83.68%,55.41%,-38.35%,-60.13%,Upgrade
24,Shares Outstanding (Basic),595,595,595,595,595,595,595,595,595,595,Upgrade
25,Shares Outstanding (Diluted),595,595,595,595,595,595,595,595,595,595,Upgrade
26,EPS (Basic),0.04,0.14,-0.10,-0.03,0.01,0.12,0.01,0.12,0.09,0.08,Upgrade
27,EPS (Diluted),0.04,0.14,-0.10,-0.03,0.01,0.12,0.01,0.12,0.09,0.08,Upgrade
28,EPS Growth,-,-,-,-,-36.61%,-4.15%,-83.68%,55.42%,-38.35%,-60.13%,Upgrade
29,Free Cash Flow,-153.52,95.1,5.23,239.93,-90.28,95.68,67.55,-171.06,-53.37,154.07,Upgrade
30,Free Cash Flow Per Share,-0.26,0.16,0.01,0.40,-0.15,0.16,0.11,-0.29,-0.09,0.26,Upgrade
31,Operating Margin,1.80%,3.91%,-1.40%,-0.17%,0.82%,2.54%,1.19%,0.69%,3.10%,2.59%,Upgrade
32,Profit Margin,0.62%,2.48%,-2.35%,-0.51%,0.19%,1.81%,0.28%,2.60%,2.40%,1.67%,Upgrade
33,Free Cash Flow Margin,-4.45%,2.76%,0.21%,7.88%,-3.16%,2.52%,2.25%,-6.19%,-2.45%,5.57%,Upgrade
34,EBITDA,103.59,176.73,7.53,38.26,66.03,137.31,75.48,57.49,105.55,102.05,Upgrade
35,D&A For EBITDA,41.62,42.01,43.02,43.33,42.54,41.07,39.6,38.36,38.15,30.54,Upgrade
36,EBIT,61.98,134.72,-35.48,-5.07,23.49,96.24,35.88,19.14,67.4,71.51,Upgrade
