,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,12.04,1.6,1.55,2.12,3.75,2.37,2.21,2.68,2.62,3.86,Upgrade
1,Trading Asset Securities,99.1,73.83,74.81,80.6,119.8,146.85,173.2,151.09,225.04,316.42,Upgrade
2,Cash & Short-Term Investments,111.14,75.42,76.35,82.72,123.55,149.22,175.4,153.77,227.65,320.28,Upgrade
3,Cash Growth,45.56%,-8.82%,-38.20%,-44.57%,-29.56%,-2.96%,-22.95%,-51.99%,-41.81%,-13.02%,Upgrade
4,Other Receivables,0.79,0.28,-,0.04,0.01,0.23,0.31,2.08,41.73,2.66,Upgrade
5,Receivables,0.79,0.28,-,0.04,0.01,0.23,0.31,2.08,41.73,2.66,Upgrade
6,Prepaid Expenses,0.32,0.48,0.33,0.45,0.32,0.53,0.34,0.52,0.27,0.51,Upgrade
7,Other Current Assets,0.33,0.32,13.03,18.78,64.32,92.74,169.35,153.5,1.21,1.06,Upgrade
8,Total Current Assets,112.58,76.51,89.71,101.99,188.2,242.72,345.4,309.87,270.87,324.51,Upgrade
9,"Property, Plant & Equipment",0.05,0.09,0.14,0.19,0.24,0.26,1.82,4.23,6.69,9.24,Upgrade
10,Other Intangible Assets,7.14,7.14,7.14,7.14,7.14,7.14,5.79,5.79,5.79,5.79,Upgrade
11,Total Assets,119.76,83.73,96.99,109.31,195.57,250.12,353,319.88,283.35,339.54,Upgrade
12,Accrued Expenses,1.15,0.7,-,0.71,-,0.48,-,0.47,18.63,0.44,Upgrade
13,Short-Term Debt,-,-,0.74,0.52,14.54,25.28,28.54,28.16,-,-,Upgrade
14,Current Portion of Long-Term Debt,10,10,10,10,10,10,10,9.97,9.96,-,Upgrade
15,Current Portion of Leases,-,-,-,-,-,-,1.07,2.87,3.57,3.48,Upgrade
16,Other Current Liabilities,-,1.15,-,0.91,-,0.15,-,0.16,-,25.78,Upgrade
17,Total Current Liabilities,11.15,11.85,10.74,12.13,24.54,35.91,39.61,41.64,32.16,29.7,Upgrade
18,Long-Term Debt,-,-,-,-,-,-,-,-,-,9.94,Upgrade
19,Long-Term Leases,-,-,-,-,-,-,-,-,1.07,2.87,Upgrade
20,Total Liabilities,11.15,11.85,10.74,12.13,24.54,35.91,39.61,41.64,33.23,42.51,Upgrade
21,Common Stock,10.51,7,7,7,7,7,7,7,7,7,Upgrade
22,Additional Paid-In Capital,889.75,837.88,837.88,837.88,837.88,837.88,837.88,837.88,837.88,837.88,Upgrade
23,Retained Earnings,-791.65,-773,-758.63,-747.7,-673.85,-630.67,-531.49,-566.64,-597.43,-550.51,Upgrade
24,Comprehensive Income & Other,-,-,-,-,-,-,-,-,2.67,2.66,Upgrade
25,Shareholders' Equity,108.61,71.88,86.25,97.18,171.03,214.21,313.39,278.24,250.12,297.03,Upgrade
26,Total Liabilities & Equity,119.76,83.73,96.99,109.31,195.57,250.12,353,319.88,283.35,339.54,Upgrade
27,Total Debt,10,10,10.74,10.52,24.54,35.28,39.61,41,14.59,16.29,Upgrade
28,Net Cash (Debt),101.14,65.42,65.61,72.2,99.01,113.95,135.8,112.77,213.06,303.99,Upgrade
29,Net Cash Growth,54.15%,-9.39%,-33.73%,-36.63%,-27.09%,1.04%,-36.26%,-62.90%,-42.92%,-14.77%,Upgrade
30,Net Cash Per Share,0.12,0.09,0.08,0.10,0.14,0.16,0.19,0.16,0.30,0.43,Upgrade
31,Filing Date Shares Outstanding,1051,700.33,700.33,700.33,700.33,700.33,700.33,700.33,700.33,700.33,Upgrade
32,Total Common Shares Outstanding,1051,700.33,700.33,700.33,700.33,700.33,700.33,700.33,700.33,700.33,Upgrade
33,Working Capital,101.43,64.66,78.97,89.85,163.66,206.82,305.79,268.23,238.71,294.81,Upgrade
34,Book Value Per Share,0.10,0.10,0.12,0.14,0.24,0.31,0.45,0.40,0.36,0.42,Upgrade
35,Tangible Book Value,101.48,64.75,79.11,90.04,163.9,207.08,307.61,272.46,244.33,291.25,Upgrade
36,Tangible Book Value Per Share,0.10,0.09,0.11,0.13,0.23,0.30,0.44,0.39,0.35,0.42,Upgrade
37,Machinery,-,3.86,-,3.86,-,4.79,-,4.76,-,4.71,Upgrade
38,Leasehold Improvements,-,1.33,-,3.38,-,3.38,-,3.38,-,3.38,Upgrade
