,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Jan '20 Jan 1, 2020",+20 Quarters
0,Market Capitalization,18918,18924,15947,18664,22244,23444,23857,23144,22224,22794,22716,20690,23991,21965,20537,16913,14155,14634,16760,17647,20009,Upgrade
1,Market Cap Growth,-19.28%,-19.28%,-33.16%,-19.36%,0.09%,2.85%,5.03%,11.86%,-7.36%,3.77%,10.61%,22.33%,69.48%,50.10%,22.54%,-4.16%,-29.26%,-27.57%,-20.65%,0.44%,50.14%,Upgrade
2,Enterprise Value,38348,37838,32870,32415,35994,37505,38073,32131,31211,31936,31293,27384,30685,28640,25921,20367,17609,17084,20454,20736,23098,Upgrade
3,Last Close Price,9.62,9.47,7.81,9.14,10.92,11.52,11.68,11.34,10.99,11.27,11.23,10.17,12.01,11.00,10.28,8.47,7.09,7.33,8.39,8.60,9.75,Upgrade
4,PE Ratio,20.17,18.43,15.64,16.97,19.89,18.83,18.73,18.83,18.39,20.39,19.99,18.02,21.67,20.76,21.98,21.71,20.94,18.69,21.40,18.94,18.82,Upgrade
5,Forward PE,15.90,13.60,13.60,13.60,13.60,13.60,13.60,13.60,13.60,13.60,13.60,13.60,13.60,13.60,13.60,13.60,13.60,13.60,13.60,13.60,13.60,Upgrade
6,PS Ratio,0.26,0.25,0.21,0.24,0.29,0.27,0.30,0.31,0.30,0.32,0.33,0.31,0.38,0.36,0.36,0.33,0.30,0.33,0.38,0.40,0.48,Upgrade
7,PB Ratio,1.32,1.11,0.94,1.10,1.32,1.63,1.67,1.68,1.66,1.78,1.84,1.72,2.05,1.99,1.92,1.61,1.39,1.43,1.67,1.79,2.05,Upgrade
8,P/TBV Ratio,1.44,1.44,1.22,1.43,1.73,1.87,1.93,1.95,1.94,2.08,2.17,2.04,2.41,2.30,2.22,1.85,1.60,1.66,1.93,2.07,2.38,Upgrade
9,P/FCF Ratio,-,-5.57,-,-,-7.42,-5.28,-,-,-,-9.16,-9.65,-,-,-7.12,-,-,-,-,12.45,48.87,-,Upgrade
10,P/OCF Ratio,-,-8.84,-,-,-28.65,-10.48,-12.63,-,-,65.56,785.44,-,-,-11.59,-,-,-,-,7.93,12.61,-,Upgrade
11,EV/Sales Ratio,0.52,0.51,0.43,0.42,0.48,0.44,0.48,0.43,0.42,0.45,0.46,0.41,0.48,0.47,0.46,0.40,0.37,0.39,0.47,0.47,0.56,Upgrade
12,EV/EBITDA Ratio,21.96,22.63,16.49,14.32,17.24,17.37,19.36,15.87,15.75,16.59,15.58,15.83,18.25,18.47,19.27,18.45,18.77,14.12,16.45,13.48,13.85,Upgrade
13,EV/EBIT Ratio,34.76,34.30,22.59,18.04,21.80,21.39,24.24,19.66,19.50,20.55,19.14,20.09,23.39,24.31,27.13,27.85,30.34,19.69,21.42,16.49,16.38,Upgrade
14,EV/FCF Ratio,-11.29,-11.14,-,-,-12.00,-8.44,-,-,-,-12.83,-13.29,-,-,-9.29,-,-,-,-,15.19,57.43,-,Upgrade
15,Debt / Equity Ratio,1.34,1.34,1.36,1.23,1.09,1.34,1.34,1.36,1.03,1.01,1.14,1.11,0.99,1.02,1.05,0.98,0.81,0.81,0.87,0.92,0.81,Upgrade
16,Debt / EBITDA Ratio,13.09,23.94,12.66,7.33,15.03,8.65,6.56,8.66,9.03,8.80,4.49,6.72,8.97,6.20,5.66,5.73,13.01,8.40,8.70,8.07,4.60,Upgrade
17,Debt / FCF Ratio,-,-6.73,-,-,-6.13,-4.36,-,-,-,-5.20,-6.00,-,-,-3.63,-,-,-,-,6.49,25.18,-,Upgrade
18,Asset Turnover,2.08,1.93,2.07,0.62,2.62,2.56,2.20,1.99,2.26,2.23,2.22,1.77,2.15,2.33,2.23,1.82,1.74,1.74,1.76,1.53,Upgrade,
19,Inventory Turnover,9.81,11.00,9.63,10.77,3.30,13.91,12.43,10.40,9.57,11.08,9.38,8.76,7.43,10.23,10.95,10.31,10.15,9.91,10.07,9.36,8.12,Upgrade
20,Quick Ratio,0.85,0.85,0.85,0.82,0.99,0.81,0.79,0.80,0.82,0.86,0.81,0.74,0.77,0.77,0.80,0.82,0.87,0.87,1.01,0.93,0.88,Upgrade
21,Current Ratio,1.44,1.44,1.41,1.39,1.58,1.42,1.39,1.43,1.44,1.52,1.38,1.37,1.37,1.33,1.34,1.40,1.52,1.52,1.42,1.37,1.36,Upgrade
22,Return on Equity (ROE),4.80%,6.77%,6.91%,4.11%,7.30%,11.38%,10.06%,8.59%,8.88%,11.45%,10.59%,6.74%,11.30%,13.48%,10.64%,5.61%,7.23%,8.11%,7.01%,10.65%,Upgrade,
23,Return on Assets (ROA),0.58%,1.45%,3.47%,0.90%,2.94%,4.00%,3.10%,1.86%,2.03%,4.79%,3.03%,1.60%,2.94%,3.32%,3.17%,0.62%,1.28%,1.60%,1.95%,3.65%,Upgrade,
24,Return on Capital (ROIC),0.68%,1.70%,4.00%,1.05%,3.43%,4.62%,3.69%,2.33%,2.65%,6.47%,4.16%,2.20%,4.06%,4.67%,4.51%,0.88%,2.42%,2.31%,2.77%,5.23%,Upgrade,
25,Return on Capital Employed (ROCE),4.21%,4.21%,5.51%,7.08%,6.44%,7.67%,7.22%,7.67%,7.97%,7.80%,8.79%,7.71%,7.84%,7.82%,6.34%,4.78%,3.83%,5.72%,6.64%,9.02%,10.87%,Upgrade
26,Earnings Yield,5.43%,5.43%,6.39%,5.89%,5.03%,5.31%,5.34%,5.31%,5.44%,4.90%,5.00%,5.55%,4.62%,4.82%,4.55%,4.61%,4.78%,5.35%,4.67%,5.28%,5.31%,Upgrade
27,FCF Yield,-17.96%,-17.96%,-26.34%,-15.02%,-13.48%,-18.96%,-18.32%,-14.97%,-7.66%,-10.92%,-10.37%,-21.63%,-17.13%,-14.04%,-19.48%,-9.63%,1.27%,-4.42%,8.03%,2.05%,0.16%,Upgrade
28,Dividend Yield,1.77%,-,-,-,1.56%,-,-,-,0.73%,-,-,-,0.62%,-,-,-,1.06%,-,-,-,0.77%,Upgrade
29,Payout Ratio,94.79%,187.15%,51.81%,58.28%,98.12%,95.01%,37.43%,35.68%,42.38%,18.99%,69.80%,25.20%,41.61%,20.64%,40.48%,24.71%,12.00%,-,64.57%,26.23%,-,Upgrade
30,Buyback Yield / Dilution,-6.75%,10.87%,-21.01%,1.84%,-15.41%,-0.47%,0.29%,-0.44%,11.49%,16.74%,-12.23%,1.05%,-2.32%,-21.03%,13.08%,-2.45%,-2.92%,-13.11%,-13.19%,-10.52%,-4.31%,Upgrade
