,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+6 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+6 Quarters
0,Market Capitalization,3882,3729,2811,2534,3268,5174,6092,4833,6262,8485,7738,6025,4954,3623,3062,3157,3008,3671,4888,-,-,Upgrade
1,Market Cap Growth,-27.92%,-27.92%,-53.87%,-47.56%,-47.81%,-39.02%,-21.27%,-19.79%,26.40%,134.21%,152.71%,90.81%,64.72%,-1.33%,-37.36%,-,-,-,-,-,-,Upgrade
2,Enterprise Value,3765,3612,2710,2380,2967,4873,5848,4513,5888,8110,7368,5577,4355,3023,2429,2484,2330,3009,4988,-,-,Upgrade
3,Last Close Price,20.07,19.28,14.53,13.10,16.67,26.40,31.08,24.66,31.75,43.01,39.23,30.27,24.89,18.20,15.38,15.86,14.95,18.25,24.30,-,-,Upgrade
4,PE Ratio,41.81,40.14,34.25,21.68,23.31,36.33,41.41,33.17,51.54,69.85,75.22,86.44,99.53,112.54,81.10,76.24,45.94,45.75,53.82,-,-,Upgrade
5,Forward PE,22.30,9.18,9.18,9.18,11.60,19.79,20.44,17.67,23.69,37.75,38.57,33.83,32.22,40.46,40.33,-,-,-,-,-,-,Upgrade
6,PS Ratio,3.45,3.31,2.63,2.16,2.67,4.28,4.99,4.14,5.95,8.63,9.21,8.68,8.16,6.86,5.78,5.60,4.64,5.18,6.74,-,-,Upgrade
7,PB Ratio,2.23,2.10,1.58,1.44,1.84,2.97,3.54,2.88,3.78,5.23,4.86,3.89,3.27,2.43,2.02,2.09,1.95,2.40,3.21,-,-,Upgrade
8,P/TBV Ratio,2.18,2.18,1.64,1.49,1.91,3.09,3.68,3.00,3.94,5.46,5.02,4.03,3.39,2.51,2.09,2.17,2.03,2.51,3.36,-,-,Upgrade
9,P/FCF Ratio,-,-,-22.04,-,-,-,-93.47,-,-,-,-,-,-,-,-,-,-,101.78,112.69,-,-,Upgrade
10,P/OCF Ratio,-,-,143.35,41.20,-,25.95,32.65,40.97,125.17,-,260.58,-,-,54.17,-,16.98,22.39,23.78,42.72,-,-,Upgrade
11,EV/Sales Ratio,3.34,3.20,2.54,2.03,2.42,4.03,4.79,3.86,5.59,8.25,8.77,8.04,7.18,5.73,4.59,4.40,3.60,4.25,6.88,-,-,Upgrade
12,EV/EBITDA Ratio,22.94,21.90,17.39,13.01,14.72,23.80,28.68,24.55,37.54,54.26,61.62,57.54,52.87,49.71,33.08,27.89,19.30,21.69,32.05,-,-,Upgrade
13,EV/EBIT Ratio,36.51,35.03,28.81,18.83,20.35,31.61,36.89,32.26,49.98,72.47,88.21,94.11,96.41,-,73.68,51.34,29.27,30.49,42.64,-,-,Upgrade
14,EV/FCF Ratio,-,-,-21.26,-,-,-,-89.73,-,-,-,-,-,-,-,-,-,-,83.42,114.98,-,-,Upgrade
15,Debt / Equity Ratio,0.13,0.13,0.13,0.10,0.09,0.09,0.11,0.12,0.11,0.11,0.11,0.10,0.06,0.05,0.03,0.03,0.03,0.04,0.06,0.23,0.20,Upgrade
16,Debt / EBITDA Ratio,1.40,1.24,1.77,1.09,0.83,0.98,0.80,0.82,0.90,1.08,1.10,1.20,0.56,1.13,0.66,0.61,0.55,0.85,0.76,0.95,1.01,Upgrade
17,Debt / FCF Ratio,-,-,-1.81,-,-,-,-2.95,-,-,-,-,-,-,-,-,-,-,1.83,2.27,-,3.66,Upgrade
18,Asset Turnover,-,0.36,0.44,0.46,0.43,0.53,0.54,0.46,0.50,0.51,0.41,0.41,0.30,0.29,0.28,0.26,0.30,0.43,0.68,0.60,Upgrade,
19,Inventory Turnover,-,-,1.66,2.02,2.17,2.10,2.35,2.35,2.00,2.14,2.08,1.71,1.85,1.62,1.61,1.74,1.84,2.43,2.35,2.68,2.30,Upgrade
20,Quick Ratio,-,-,1.12,1.20,1.28,1.26,1.37,1.34,1.37,1.54,1.54,1.51,1.98,2.24,2.81,3.28,3.84,3.78,3.34,1.14,1.09,Upgrade
21,Current Ratio,-,-,1.87,1.94,2.00,1.90,2.03,2.02,2.15,2.24,2.23,2.26,2.85,3.14,3.85,4.23,4.77,4.51,3.99,1.70,1.69,Upgrade
22,Return on Equity (ROE),6.56%,1.88%,6.17%,6.41%,4.21%,10.15%,12.15%,7.44%,5.71%,10.62%,6.90%,8.10%,1.14%,2.11%,1.55%,3.14%,2.32%,4.14%,15.72%,14.59%,Upgrade,
23,Return on Assets (ROA),-,1.70%,2.35%,3.09%,2.19%,4.93%,4.39%,4.19%,2.91%,3.47%,2.48%,4.27%,-0.23%,0.90%,0.90%,1.39%,1.22%,3.50%,7.62%,6.09%,Upgrade,
24,Return on Capital (ROIC),3.90%,2.20%,3.03%,4.05%,2.92%,6.56%,5.79%,5.42%,3.74%,4.47%,3.13%,5.28%,-0.28%,1.09%,1.07%,1.62%,1.43%,4.28%,10.08%,8.11%,Upgrade,
25,Return on Capital Employed (ROCE),-,-,5.09%,6.90%,7.95%,8.57%,8.70%,7.88%,6.83%,6.69%,5.10%,3.70%,2.87%,-,2.09%,3.11%,5.01%,6.24%,7.44%,15.43%,14.63%,Upgrade
26,Earnings Yield,2.39%,2.49%,2.92%,4.61%,4.29%,2.75%,2.41%,3.01%,1.94%,1.43%,1.33%,1.16%,1.00%,0.89%,1.23%,1.31%,2.18%,2.19%,1.86%,-,-,Upgrade
27,FCF Yield,-,-4.54%,-3.60%,-4.34%,-1.26%,-1.07%,-2.57%,-2.63%,-2.45%,-3.02%,-4.75%,-4.20%,-4.04%,-2.27%,0.73%,-0.05%,0.98%,0.89%,-,-,Upgrade,
