,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q2 2020,Q1 2020,Q3 2019,Q2 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019",+20 Quarters
0,Market Capitalization,239254,249435,300340,453055,430147,486143,682127,195984,134898,167987,282523,168560,502240,541800,77400,75680,72240,41280,43000,58480,80840,Upgrade
1,Market Cap Growth,-48.69%,-48.69%,-55.97%,131.17%,218.87%,189.39%,141.44%,16.27%,-73.14%,-68.99%,265.02%,122.73%,595.24%,1212.50%,80.00%,29.41%,-10.64%,-52.94%,-58.33%,-15.00%,-2.08%,Upgrade
2,Enterprise Value,417068,278663,323431,428490,494323,550319,755465,242549,153851,215519,330055,233585,532628,572188,107788,31648,162739,152818,163764,125061,147421,Upgrade
3,Last Close Price,9400.00,9800.00,11800.00,17800.00,16900.00,19100.00,26800.00,7700.00,5300.00,6600.00,11100.00,9800.00,29200.00,31500.00,4500.00,4400.00,4200.00,2400.00,2500.00,3400.00,4700.00,Upgrade
4,PE Ratio,48.45,53.92,75.02,156.71,428.05,515.36,156.78,75.86,66.09,81.11,-,-,20.48,22.12,22.40,-,195.80,86.49,55.91,-,49.39,Upgrade
5,PS Ratio,1.18,1.23,1.66,3.32,3.68,5.00,5.47,1.49,1.06,1.05,2.04,1.05,2.66,2.90,0.36,0.28,0.23,0.11,0.13,0.20,0.28,Upgrade
6,PB Ratio,0.92,0.89,1.08,1.63,1.55,1.76,1.90,0.57,0.41,0.54,-,0.73,2.18,2.39,0.34,0.33,0.31,0.18,0.18,0.25,-,Upgrade
7,P/TBV Ratio,0.96,0.96,1.16,1.77,1.68,1.92,2.68,0.77,0.53,0.66,-,0.97,2.89,3.18,0.45,0.43,0.40,0.42,0.44,0.57,-,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-,-338.72,-,-,-,-,3.81,-,-,-0.93,-,-,1.28,-2.38,-,-,Upgrade
9,P/OCF Ratio,-,-,-,-,-,-,-338.72,-,-,-,-,3.80,-,-,-0.93,-,-,1.28,-2.88,-,-,Upgrade
10,EV/Sales Ratio,2.06,1.38,1.78,3.14,4.23,5.66,6.06,1.84,1.20,1.35,2.39,1.45,2.82,3.07,0.50,0.12,0.53,0.41,0.48,0.43,0.52,Upgrade
11,EV/EBITDA Ratio,50.32,133.20,-,-,-,390.48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,217.80,145.36,282.66,-501.41,-,-,-,-61.65,-,-,-,-,-65.35,-,-,-,-,18.30,19.91,20.08,31.33,Upgrade
13,EV/FCF Ratio,-1.95,-,-,-,-,-,-375.14,-,-,-,-,5.27,-,-,-1.30,-,-,4.75,-9.05,-,-,Upgrade
