,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,129.31,195.95,146.37,224.62,295.79,370.27,263.15,385.52,451.59,386.82,Upgrade
1,Short-Term Investments,25.22,13.45,72.61,18.57,-,-,38.87,38.87,61.44,20.3,Upgrade
2,Trading Asset Securities,216.34,125,108.67,83.73,37.57,2,9.36,75.86,0.67,0.8,Upgrade
3,Cash & Short-Term Investments,370.87,334.4,327.64,326.91,333.36,372.27,311.38,500.24,513.7,407.92,Upgrade
4,Cash Growth,13.19%,2.29%,-1.71%,-12.18%,7.06%,-25.58%,-39.39%,22.63%,51.46%,-48.92%,Upgrade
5,Accounts Receivable,7.35,66.35,54.49,77.06,55.29,58.52,50.28,4.88,4.56,4.95,Upgrade
6,Other Receivables,-,13.34,-,5.89,-,24.3,-,25.4,-,10.03,Upgrade
7,Receivables,7.35,79.69,54.49,82.95,55.29,82.82,50.28,38.28,19.98,170.37,Upgrade
8,Inventory,13.77,16.25,29.1,35.4,64.99,80.93,142.41,8.41,-,-,Upgrade
9,Restricted Cash,-,-,0.93,1.02,1.7,1.67,1.68,0.77,0.83,0.95,Upgrade
10,Other Current Assets,35.4,24.1,23.4,10.47,32.13,20.32,54.16,7.71,92.87,84.33,Upgrade
11,Total Current Assets,427.4,454.44,435.56,456.75,487.47,558,559.91,555.41,627.37,663.57,Upgrade
12,"Property, Plant & Equipment",50.75,66.61,83.68,96.57,96.8,41.64,5.26,5.74,23.18,44.07,Upgrade
13,Long-Term Investments,109.17,91.05,139.54,136.88,98.14,89.95,110.4,92.96,97.14,95.47,Upgrade
14,Goodwill,-,17.3,-,17.3,-,17.3,-,17.3,-,-,Upgrade
15,Other Intangible Assets,40.6,15.69,18.28,1.22,18.77,1.72,19.29,1.49,4.52,5.12,Upgrade
16,Long-Term Deferred Tax Assets,-,-,-,-,4.38,4.38,4.38,4.38,4.38,4.38,Upgrade
17,Other Long-Term Assets,1.32,10.68,11.66,15.29,0.44,0.41,0.82,0.9,-,0.75,Upgrade
18,Total Assets,629.24,655.77,688.71,724.02,706,713.4,700.06,678.17,756.6,813.36,Upgrade
19,Accounts Payable,10.79,11.97,16.19,11.4,9.4,9.69,7.87,12.07,9.17,28.47,Upgrade
20,Accrued Expenses,-,7.42,-,15.03,-,18.04,-,13.31,-,15.18,Upgrade
21,Short-Term Debt,-,-,3.55,3.85,4,4,-,-,-,-,Upgrade
22,Current Portion of Leases,2.51,2.41,2.02,1.24,1.19,1.16,0.72,0.77,14.53,28.16,Upgrade
23,Current Income Taxes Payable,-,-,-,-,4.64,4.56,5.04,3.61,4.27,5.65,Upgrade
24,Current Unearned Revenue,5.89,3.02,2.06,2.15,6.12,28.88,15.06,4.53,8.67,9.28,Upgrade
25,Other Current Liabilities,32.82,39.4,48.9,44.65,18.96,4.66,23.69,23.92,78.26,40.05,Upgrade
26,Total Current Liabilities,52.01,64.21,72.71,78.31,44.32,70.99,52.37,58.2,114.9,126.78,Upgrade
27,Long-Term Leases,1.03,1.28,2.34,2.5,3.14,3.74,2.42,2.78,8.79,22.5,Upgrade
28,Long-Term Deferred Tax Liabilities,-,-,-,-,1.61,2.01,4.83,5.22,-,0.12,Upgrade
29,Total Liabilities,53.04,65.49,75.05,80.81,49.06,76.74,59.62,66.2,123.68,149.4,Upgrade
30,Common Stock,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.1,Upgrade
31,Additional Paid-In Capital,2147,2147,2147,2147,2147,2147,2147,2165,2165,2165,Upgrade
32,Retained Earnings,-1400,-1396,-1382,-1379,-1348,-1358,-1405,-1418,-1392,-1369,Upgrade
33,Comprehensive Income & Other,-170.65,-160.27,-151.22,-124.95,-141.96,-151.61,-101.6,-134.61,-112.25,-109.57,Upgrade
34,Total Common Equity,576.21,590.27,613.66,643.21,656.93,636.66,640.44,613.05,660.93,687.36,Upgrade
35,Minority Interest,-,-,-,-,-,-,-,-1.08,-28.01,-23.4,Upgrade
36,Shareholders' Equity,576.21,590.27,613.66,643.21,656.93,636.66,640.44,611.97,632.92,663.96,Upgrade
37,Total Liabilities & Equity,629.24,655.77,688.71,724.02,706,713.4,700.06,678.17,756.6,813.36,Upgrade
38,Total Debt,3.54,3.69,7.91,7.59,8.33,8.9,3.14,3.55,23.31,50.65,Upgrade
39,Net Cash (Debt),367.33,330.71,319.74,319.33,325.03,363.37,308.24,496.69,490.38,357.26,Upgrade
40,Net Cash Growth,14.89%,3.57%,-1.63%,-12.12%,5.45%,-26.84%,-37.14%,39.02%,65.48%,-55.26%,Upgrade
41,Net Cash Per Share,2.56,2.31,2.23,2.23,2.27,-,2.17,-,3.13,-,Upgrade
42,Filing Date Shares Outstanding,143.35,143.35,143.35,143.35,143.35,143.35,143.35,133.74,156,156,Upgrade
43,Total Common Shares Outstanding,143.35,143.35,143.35,143.35,143.35,143.35,143.35,133.74,156,156,Upgrade
44,Working Capital,375.39,390.23,362.85,378.44,443.15,487.02,507.54,497.2,512.48,536.79,Upgrade
45,Book Value Per Share,4.02,4.12,4.28,4.49,4.58,4.44,4.47,4.58,4.24,4.41,Upgrade
46,Tangible Book Value,535.6,557.29,595.39,624.68,638.16,617.64,621.15,594.26,656.41,682.24,Upgrade
47,Tangible Book Value Per Share,3.74,3.89,4.15,4.36,4.45,4.31,4.33,4.44,4.21,4.37,Upgrade
48,Land,-,19.06,-,19.06,-,-,-,-,-,-,Upgrade
49,Machinery,-,100.52,-,99.43,-,41.72,-,7.79,-,11.3,Upgrade
50,Leasehold Improvements,-,2.92,-,2.92,-,2.88,-,5.55,-,21.26,Upgrade
