,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,112,112,112,128,108,146,183,245,324,488,546,Upgrade
1,Market Cap Growth,-12.36%,-12.36%,4.00%,-12.75%,-41.41%,-40.33%,-43.29%,-49.82%,-40.74%,-36.12%,-16.12%,Upgrade
2,Enterprise Value,-283,-253,-234,-233,-273,-300,-187,-346,-245,90,276,Upgrade
3,Last Close Price,0.78,0.78,0.78,0.89,0.75,1.02,1.28,1.67,2.03,3.13,3.50,Upgrade
4,PE Ratio,-,-,-,-,-,11.75,-,15.35,-,-,-,Upgrade
5,Forward PE,-,280.42,280.42,280.42,280.42,280.42,280.42,280.42,280.42,280.42,280.42,Upgrade
6,PS Ratio,1.40,1.40,1.69,1.15,0.83,3.62,-,2.19,-,17.57,-,Upgrade
7,PB Ratio,0.18,0.18,0.17,0.19,0.15,0.19,0.23,0.32,0.45,0.70,0.74,Upgrade
8,P/TBV Ratio,0.19,0.19,0.18,0.20,0.15,0.20,0.24,0.33,0.46,0.68,0.72,Upgrade
9,P/FCF Ratio,-,-10.29,-,4.60,-3.22,-,-,-,-,4.06,-,Upgrade
10,P/OCF Ratio,-,-10.80,-,4.60,-3.23,-,-,-,-,3.99,-,Upgrade
11,PEG Ratio,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,Upgrade
12,EV/Sales Ratio,-,-,-,-,-,-,-,-,-,3.23,-,Upgrade
13,EV/FCF Ratio,26.02,-,-,-,-,-,-,-,-,0.75,-,Upgrade
14,Debt / Equity Ratio,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.04,0.08,Upgrade
15,Debt / FCF Ratio,-,-0.35,-,0.31,-0.26,-,-,-,-,0.21,-,Upgrade
16,Earnings Yield,-17.38%,-17.38%,-17.36%,-28.81%,-21.14%,8.51%,-,6.52%,-,-5.34%,-,Upgrade
17,FCF Yield,-9.72%,-9.72%,-20.42%,21.73%,-31.04%,-43.36%,-,-88.34%,-,24.65%,-,Upgrade
18,Buyback Yield / Dilution,-,-,-,-,-0.74%,-,9.23%,-,-15.60%,-,Upgrade,
19,Total Shareholder Return,-,-,-,-,-0.74%,-,9.23%,-,-15.60%,-,Upgrade,
