,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Market Capitalization,687,802,1007,709,903,873,1515,3557,2060,952,1497,Upgrade
1,Market Cap Growth,13.13%,13.13%,11.57%,-18.81%,-40.42%,-75.46%,-26.44%,273.48%,37.55%,-67.87%,-44.14%,Upgrade
2,Enterprise Value,1724,1768,1896,1611,1747,1609,2251,4199,2701,1412,2041,Upgrade
3,Last Close Price,9.60,10.76,12.97,9.03,11.51,11.51,19.97,46.88,27.15,12.55,19.49,Upgrade
4,PE Ratio,7.21,8.03,10.64,-34.06,-,15.58,28.03,54.40,31.10,20.85,23.36,Upgrade
5,Forward PE,-,7.66,7.66,7.66,7.66,7.66,14.04,33.64,19.57,9.33,18.77,Upgrade
6,PS Ratio,0.40,0.45,0.57,0.43,0.54,0.52,0.95,2.61,1.75,0.92,1.56,Upgrade
7,PB Ratio,0.52,0.52,0.65,0.47,0.60,0.55,0.96,2.16,1.44,0.66,1.06,Upgrade
8,P/TBV Ratio,0.86,0.86,1.11,0.78,0.95,0.88,1.46,2.88,1.99,0.90,1.37,Upgrade
9,P/FCF Ratio,7.52,8.77,10.72,10.72,-82.40,-,80.35,-,148.23,-,-82.34,Upgrade
10,P/OCF Ratio,2.78,2.78,3.45,2.30,3.51,3.51,6.37,13.49,8.69,6.95,12.03,Upgrade
11,PEG Ratio,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,Upgrade
12,EV/Sales Ratio,0.97,1.00,1.08,0.98,1.04,0.96,1.41,3.09,2.30,1.36,2.12,Upgrade
13,EV/EBITDA Ratio,6.14,7.30,8.26,9.87,9.71,6.90,10.88,20.53,14.15,10.20,18.68,Upgrade
14,EV/EBIT Ratio,10.62,10.88,12.74,19.19,18.60,10.90,17.35,31.10,21.55,17.19,35.10,Upgrade
15,EV/FCF Ratio,18.86,19.33,20.17,24.36,-159.53,-,119.37,-,194.43,-,-112.26,Upgrade
16,Debt / Equity Ratio,0.85,0.85,0.82,0.70,0.72,0.77,0.64,0.61,0.54,0.52,0.42,Upgrade
17,Debt / FCF Ratio,14.23,14.23,13.60,15.82,-98.61,-,53.06,-,55.87,-,-32.67,Upgrade
18,Return on Capital Employed (ROCE),6.12%,6.12%,6.01%,3.95%,4.20%,6.14%,5.74%,6.05%,6.83%,4.57%,3.46%,Upgrade
19,Earnings Yield,14.53%,12.45%,9.40%,-2.94%,-3.03%,6.42%,3.57%,1.84%,3.22%,4.80%,4.28%,Upgrade
20,FCF Yield,13.31%,11.40%,9.33%,9.33%,-1.21%,-0.49%,1.24%,0.50%,0.67%,-0.76%,-1.21%,Upgrade
21,Dividend Yield,4.57%,4.49%,3.40%,1.20%,-,-,-,-,-,-,-,Upgrade
22,Buyback Yield / Dilution,-,-,-,2.54%,-2.68%,-2.31%,0.52%,-1.19%,1.19%,0.96%,Upgrade,
23,Total Shareholder Return,4.57%,4.49%,3.40%,1.20%,2.54%,-2.68%,-2.31%,0.52%,-1.19%,1.19%,0.96%,Upgrade
