,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Operating Revenue,765.64,756.47,728.69,683.74,683.08,641.43,561.34,496.73,438.89,433.28,Upgrade
1,Other Revenue,63.32,61.87,49.23,62.86,55.23,48.26,46.39,27.14,26.26,48.5,Upgrade
2,Revenue,828.96,818.34,777.93,746.6,738.3,689.69,607.74,523.86,465.15,481.78,Upgrade
3,Revenue Growth (YoY),6.56%,9.61%,5.37%,8.25%,21.48%,31.66%,30.65%,8.73%,22.76%,23.79%,Upgrade
4,Cost of Revenue,608.36,617.3,579.66,595.9,544.12,519.11,457.04,396.85,336.86,369.3,Upgrade
5,Gross Profit,220.6,201.04,198.26,150.7,194.18,170.58,150.69,127.01,128.29,112.48,Upgrade
6,"Selling, General & Admin",109.96,111.81,106.48,115.42,97.43,100.93,78.06,73.62,58.34,73.95,Upgrade
7,Research & Development,17.59,17.51,14.96,17.97,15.06,16.16,11.81,18.28,2.64,3.71,Upgrade
8,Other Operating Expenses,0.68,9.28,-3.04,8.55,-3.89,8.74,-3.12,-0.41,-3.44,0.57,Upgrade
9,Operating Expenses,127.77,142.73,121.45,149.85,111.94,126.8,88.77,76.64,73.08,92.82,Upgrade
10,Operating Income,92.83,58.31,76.82,0.85,82.24,43.78,61.92,50.36,55.21,19.66,Upgrade
11,Interest Expense,-23.32,-20.75,-19.18,-22.35,-22.8,-17.92,-18.35,-12.73,-14.09,-15.5,Upgrade
12,Interest & Investment Income,4.37,2.56,2.7,3.91,1.7,1.58,7.05,2.22,2.45,3.34,Upgrade
13,Currency Exchange Gain (Loss),-0.1,-0.01,0.01,0.03,0.04,-0.02,-0.02,-0.38,0.13,0.12,Upgrade
14,Other Non Operating Income (Expenses),-9.78,-5.31,0.13,-18.17,2.24,-3.96,1.78,2.67,-3.37,8.55,Upgrade
15,EBT Excluding Unusual Items,64,34.8,60.48,-35.71,63.42,23.47,52.38,42.15,40.33,16.17,Upgrade
16,Impairment of Goodwill,-,-,-,-10.35,-,-6.18,-,-8.01,-,-,Upgrade
17,Gain (Loss) on Sale of Investments,-0.1,-5.66,-0.2,-15.73,-0.25,8.06,1.35,0.55,-0.92,1.92,Upgrade
18,Gain (Loss) on Sale of Assets,-0.07,0.07,-,0.02,0.39,-0.08,-,0.6,-,0.02,Upgrade
19,Asset Writedown,-0.24,-0.18,-0.08,-1.34,-0.23,-0.01,-,-,-,12.43,Upgrade
20,Legal Settlements,-,-,-,-,-,-,-,-,-,-27.67,Upgrade
21,Other Unusual Items,-2.07,9.94,-,15.39,-,16.68,0.01,-0.37,-,-,Upgrade
22,Pretax Income,61.51,38.97,60.21,-47.73,63.33,41.95,53.74,34.91,39.4,2.86,Upgrade
23,Income Tax Expense,16.52,0.77,11.48,7.46,19.11,37.32,17.51,20.16,10.5,10.18,Upgrade
24,Earnings From Continuing Operations,45,38.2,48.73,-55.19,44.22,4.62,36.24,14.75,28.9,-7.31,Upgrade
25,Minority Interest in Earnings,5.73,4,-4.98,-7.82,-5.43,4.41,-1.23,4.61,7.51,12.54,Upgrade
26,Net Income,50.72,42.2,43.75,-63.01,38.79,9.03,35,19.36,36.41,5.23,Upgrade
27,Net Income to Common,50.72,42.2,43.75,-63.01,38.79,9.03,35,19.36,36.41,5.23,Upgrade
28,Net Income Growth,15.94%,-,12.79%,-,10.81%,-53.34%,-3.86%,270.51%,-30.07%,-86.47%,Upgrade
29,Shares Outstanding (Basic),75,75,75,75,75,72,72,72,73,73,Upgrade
30,Shares Outstanding (Diluted),75,75,75,75,75,77,73,75,73,74,Upgrade
31,Shares Change (YoY),-,-,-,-2.54%,2.68%,2.31%,-0.52%,1.19%,-1.19%,-0.96%,Upgrade
32,EPS (Basic),0.68,0.57,0.59,-0.84,0.52,0.13,0.48,0.27,0.50,0.07,Upgrade
33,EPS (Diluted),0.68,0.56,0.59,-0.84,0.52,0.12,0.48,0.25,0.50,0.07,Upgrade
34,EPS Growth,15.94%,-,12.79%,-,8.32%,-52.80%,-4.00%,260.91%,-28.57%,-86.53%,Upgrade
35,Free Cash Flow,5.53,79.55,5.75,55.46,-65.15,61.5,-46.14,60.98,-49.28,42.69,Upgrade
36,Free Cash Flow Per Share,0.07,1.07,0.08,0.74,-0.87,0.80,-0.64,0.81,-0.67,0.58,Upgrade
37,Dividend Per Share,0.150,0.300,0.100,-,-,-,-,-,-,-,Upgrade
38,Dividend Growth,50.00%,-,-,-,-,-,-,-,-,-,Upgrade
39,Operating Margin,11.20%,7.13%,9.87%,0.11%,11.14%,6.35%,10.19%,9.61%,11.87%,4.08%,Upgrade
40,Profit Margin,6.12%,5.16%,5.62%,-8.44%,5.25%,1.31%,5.76%,3.70%,7.83%,1.08%,Upgrade
41,Free Cash Flow Margin,0.67%,9.72%,0.74%,7.43%,-8.82%,8.92%,-7.59%,11.64%,-10.59%,8.86%,Upgrade
42,EBITDA,131.84,93.51,114.69,36.32,122.79,76.13,92.38,77.65,83.06,43.08,Upgrade
43,D&A For EBITDA,39.01,35.21,37.88,35.47,40.55,32.35,30.46,27.29,27.85,23.42,Upgrade
44,EBIT,92.83,58.31,76.82,0.85,82.24,43.78,61.92,50.36,55.21,19.66,Upgrade
45,Revenue as Reported,828.96,818.34,777.93,746.6,738.3,689.69,607.74,989.01,-,-,Upgrade
46,Advertising Expenses,2.39,-,2.02,-,1.18,-,1.51,-,1.48,-,Upgrade
