,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,1800432,1775426,1840442,1870449,1800432,1515364,1672902,1330319,1115268,1067756,1255301,1640394,2870689,2650637,2445587,2268045,1660399,1715412,1380331,880211,580139,Upgrade
1,Market Cap Growth,17.16%,17.16%,10.01%,40.60%,61.43%,41.92%,33.27%,-18.90%,-61.15%,-59.72%,-48.67%,-27.67%,72.89%,54.52%,77.17%,157.67%,186.21%,122.73%,67.27%,-4.86%,-43.41%,Upgrade
2,Enterprise Value,961277,1009749,864513,903067,790969,600399,621249,278667,34277,-22888,158091,681450,1980449,1767447,1508241,1392323,1176814,1330916,839117,439742,202920,Upgrade
3,Last Close Price,36000.00,35500.00,36800.00,35728.00,34390.59,28945.41,31954.59,25410.82,19912.14,19063.86,22412.32,29287.81,48346.74,44640.72,41187.38,36754.45,26907.34,27798.85,22368.75,12973.57,8550.76,Upgrade
4,PE Ratio,9.79,9.66,10.91,12.00,15.06,11.26,14.24,7.79,6.11,5.78,7.90,17.02,10.48,-,7.78,7.13,11.27,9.65,8.21,5.39,4.15,Upgrade
5,Forward PE,-,9.88,9.88,9.88,9.79,5.44,6.36,5.52,5.42,3.42,4.22,4.97,8.41,7.25,8.16,9.87,7.83,9.76,7.58,3.98,2.75,Upgrade
6,PS Ratio,4.25,4.19,3.88,4.15,5.07,3.84,4.74,2.87,1.77,1.70,2.13,3.54,3.65,3.39,2.71,2.46,3.03,2.67,1.89,1.25,0.92,Upgrade
7,PB Ratio,1.09,1.07,1.14,1.19,1.11,0.95,1.09,-,0.70,0.70,0.84,1.15,1.90,1.81,1.70,1.60,1.26,1.34,1.13,0.74,0.46,Upgrade
8,P/TBV Ratio,1.07,1.07,1.14,1.19,1.11,0.95,1.09,-,0.70,0.70,0.84,1.16,1.90,1.81,1.70,1.60,1.26,1.34,1.13,0.74,0.46,Upgrade
9,P/FCF Ratio,-,-12.65,-,-,-,-13.02,-,-,-,-,5.02,8.10,22.33,-,4.43,5.01,3.39,10.68,-,18.04,-5.34,Upgrade
10,P/OCF Ratio,10.32,10.32,9.81,13.12,-,15.42,-,-,-,3.88,4.93,8.01,22.07,-,4.38,4.92,3.14,7.76,-,4.28,10.52,Upgrade
11,EV/Sales Ratio,2.27,2.38,1.82,2.00,2.23,1.52,1.76,0.60,0.05,-,0.27,1.47,2.52,2.26,1.67,1.51,2.15,2.07,1.15,0.62,0.32,Upgrade
12,EV/EBITDA Ratio,5.59,5.62,3.79,3.95,4.51,3.13,3.94,1.26,0.14,-,0.62,3.66,4.84,4.38,3.39,3.07,4.95,4.96,3.58,1.99,1.01,Upgrade
13,EV/EBIT Ratio,6.19,6.50,4.56,5.09,6.69,4.37,5.93,1.67,0.18,-,0.79,5.05,5.54,5.03,3.83,3.47,6.34,6.12,4.53,2.49,1.32,Upgrade
14,EV/FCF Ratio,-6.85,-7.20,-,-,-,-5.16,-,-,-,-,0.63,3.37,15.40,-,2.73,3.07,2.40,8.29,-,9.01,-1.87,Upgrade
15,Debt / Equity Ratio,0.11,0.11,0.12,0.13,0.11,0.11,0.12,-,0.10,0.09,0.10,0.11,0.12,0.13,0.14,0.14,0.16,0.16,0.17,0.16,0.15,Upgrade
16,Debt / EBITDA Ratio,1.05,1.98,1.55,0.61,1.05,0.64,1.42,-,0.65,0.96,0.40,0.72,0.71,1.15,1.80,0.17,0.92,0.64,1.42,0.76,0.55,Upgrade
17,Debt / FCF Ratio,-,-1.29,-,-,-,-1.55,-,-,-,-,0.61,0.81,1.36,-,0.35,0.43,0.42,1.30,-,4.02,-1.75,Upgrade
18,Asset Turnover,0.12,0.12,0.21,0.10,0.19,-,-,0.15,0.14,0.24,0.32,0.16,0.09,0.07,0.76,0.16,0.29,0.12,0.29,0.35,Upgrade,
19,Inventory Turnover,0.28,0.27,0.25,0.40,0.21,0.42,-,-,0.37,0.38,0.54,1.11,0.34,0.23,0.17,1.58,0.31,0.54,0.25,0.81,0.80,Upgrade
20,Quick Ratio,1.42,1.42,1.37,1.37,1.70,1.62,1.41,-,1.54,1.58,1.45,1.33,1.47,1.56,1.44,1.57,1.09,1.10,1.00,1.09,1.18,Upgrade
21,Current Ratio,2.73,2.73,2.69,2.32,2.54,2.50,2.43,-,2.52,2.38,2.34,2.12,2.48,2.47,2.40,2.26,1.90,2.28,2.35,2.05,2.40,Upgrade
22,Return on Equity (ROE),10.96%,10.57%,16.35%,7.81%,15.69%,-,-,11.91%,8.42%,22.56%,11.14%,13.08%,6.96%,5.57%,63.90%,10.05%,20.56%,7.76%,15.59%,20.66%,Upgrade,
23,Return on Assets (ROA),1.83%,2.40%,6.23%,2.16%,4.68%,-,-,3.78%,2.01%,6.64%,3.74%,4.22%,2.43%,1.25%,22.80%,3.84%,6.94%,2.25%,5.07%,7.97%,Upgrade,
