,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,115644,69553,247282,89255,244024,87704,-,85779,85030,205744,114501,87913,91858,119682,119667,179596,260519,137755,104046,125485,Upgrade
1,Short-Term Investments,904387,890196,932700,1052377,946398,1009638,-,1118104,1138230,1037277,1146698,1046632,985682,959565,1011982,900840,433059,449012,634007,505872,Upgrade
2,Cash & Short-Term Investments,1020031,959748,1179983,1141631,1190422,1097342,-,1203883,1223260,1243021,1261199,1134545,1077539,1079246,1131649,1080436,693577,586767,738054,631357,Upgrade
3,Cash Growth,-14.31%,-12.54%,-,-5.17%,-2.68%,-11.72%,-,6.11%,13.52%,15.17%,11.45%,5.01%,55.36%,83.93%,53.33%,71.13%,42.49%,36.91%,43.11%,-3.34%,Upgrade
4,Accounts Receivable,15808,17399,17521,17566,14240,16855,-,19961,15934,20161,16563,20615,21452,30610,19865,17064,41206,33448,60140,51796,Upgrade
5,Other Receivables,87998,87832,87515,284050,191072,91204,-,89048,209570,100367,95397,91992,176078,93558,273057,88855,90699,31990,92239,87923,Upgrade
6,Receivables,103806,105231,105037,301615,205311,108059,-,109009,225504,120528,111959,112606,197530,124168,292922,105919,131905,65438,152379,139719,Upgrade
7,Inventory,827776,800304,667205,682204,647089,659345,-,627173,622370,613165,620523,643464,626889,603382,603674,682903,699653,633380,541377,560530,Upgrade
8,Prepaid Expenses,610.51,942.65,887.33,793.49,617.23,670.17,-,1330,754.92,1580,2300,1162,1095,1883,618.47,657.35,729.14,2095,978.47,1453,Upgrade
9,Other Current Assets,216225,223953,229184,31622,112276,217918,-,210028,117863,223459,200748,202234,110737,197428,18012,202253,190216,252990,233543,235556,Upgrade
10,Total Current Assets,2168448,2090179,2182295,2157867,2155716,2083334,-,2151424,2189752,2201754,2196729,2094012,2013791,2006108,2046875,2072167,1716081,1540670,1666330,1568615,Upgrade
11,"Property, Plant & Equipment",100931,98795,95123,111107,151031,146437,-,180677,131725,101276,104362,105217,106881,108606,110618,112493,114593,100838,102193,123315,Upgrade
12,Long-Term Investments,192290,193648,225158,225158,225158,225158,-,207839,203562,204104,202146,204452,201998,205255,203493,208736,205840,205372,203782,207843,Upgrade
13,Other Intangible Assets,2614,2683,2755,1624,1637,1648,-,1540,1540,1545,1550,1555,1560,1569,1577,1585,1594,1621,1647,1674,Upgrade
14,Other Long-Term Assets,601289,619324,631247,561332,521584,533324,-,465774,477135,487862,499072,510639,521127,530658,543372,550513,561523,570283,582954,548591,Upgrade
15,Total Assets,3065572,3004628,3136578,3057087,3055127,2989901,-,3007254,3003715,2996542,3003859,2915875,2845357,2852196,2905935,2945494,2599631,2418783,2556907,2450039,Upgrade
16,Accounts Payable,30397,26308,37413,26686,29259,38015,-,41314,58549,48420,45031,42628,42387,37919,45462,43373,72546,39755,43691,18175,Upgrade
17,Accrued Expenses,75835,632469,113458,99791,111244,710819,-,102988,67715,142585,145427,116778,116351,150516,152151,117930,131830,123442,128559,113550,Upgrade
18,Current Portion of Long-Term Debt,54938,54938,56225,56225,52747,43591,-,40795,43625,43715,45285,46385,46472,45507,43924,42970,42543,39002,34366,29666,Upgrade
19,Current Income Taxes Payable,8316,15021,2109,3700,3123,4593,-,1776,147.66,13087,4352,2902,4945,8270,6788,3608,1330,9493,7607,1563,Upgrade
20,Current Unearned Revenue,47.32,-,-,-,14352,-,-,-,30303,-,-,-,45167,-,29056,-,78337,-,-,-,Upgrade
21,Other Current Liabilities,624166,47307,731551,664278,652690,59955,-,668175,718959,692755,796241,637116,560742,592989,630134,880220,426714,443655,599620,491849,Upgrade
22,Total Current Liabilities,793698,776043,940757,850681,863414,856974,-,855048,919298,940562,1036336,845808,816063,835201,907514,1088102,753301,655347,813843,654804,Upgrade
23,Long-Term Debt,125937,139133,147829,118024,128211,138786,-,110760,97968,107987,118036,128554,140086,149899,149731,161101,166809,162632,161840,160594,Upgrade
24,Long-Term Unearned Revenue,1534,1453,1291,1218,1425,1342,-,1505,1795,1759,1756,1925,1912,1721,1746,1900,1861,1544,1507,1515,Upgrade
25,Long-Term Deferred Tax Liabilities,391528,394251,396974,389380,392021,385455,-,390635,386770,385630,374907,372473,368989,370958,372608,323634,317940,306086,304224,302046,Upgrade
26,Other Long-Term Liabilities,93521,79229,74958,71700,75425,74068,-,63853,63174,57848,52509,54346,54204,55571,55387,54416,76048,73833,79572,76748,Upgrade
27,Total Liabilities,1406220,1390110,1561809,1431003,1460495,1456626,-,1421800,1469006,1493786,1583543,1403107,1381254,1413351,1486986,1629154,1315960,1199442,1360987,1195707,Upgrade
28,Common Stock,500120,500120,500120,500120,500120,500120,-,500120,500120,500120,500120,500120,500120,500120,500120,500120,500120,500120,500120,500120,Upgrade
29,Additional Paid-In Capital,71770,71770,71770,71770,71770,71770,-,71770,71770,71770,71770,71770,71770,71770,71770,71770,71770,71770,71770,71770,Upgrade
30,Retained Earnings,1087461,1042627,1002879,1054194,1022741,961385,-,1012888,962142,930191,847757,940215,891556,866304,846411,743805,711140,646814,623397,681813,Upgrade
31,Total Common Equity,1659352,1614518,1574769,1626085,1594631,1533276,-,1584779,1534033,1502081,1419647,1512105,1463446,1438194,1418301,1315696,1283030,1218704,1195288,1253703,Upgrade
32,Minority Interest,-,-,-,-,-,-,-,676.09,676.08,674.97,668.64,662.55,656.93,650.86,647.44,644.21,640.88,637.18,632.87,628.36,Upgrade
33,Shareholders' Equity,1659352,1614518,1574769,1626085,1594631,1533276,-,1585455,1534709,1502756,1420316,1512768,1464103,1438845,1418949,1316340,1283671,1219341,1195920,1254332,Upgrade
34,Total Liabilities & Equity,3065572,3004628,3136578,3057087,3055127,2989901,-,3007254,3003715,2996542,3003859,2915875,2845357,2852196,2905935,2945494,2599631,2418783,2556907,2450039,Upgrade
35,Total Debt,180875,194071,204054,174250,180958,182377,-,151554,141593,151702,163320,174939,186558,195406,193655,204071,209352,201634,196206,190260,Upgrade
36,Net Cash (Debt),839156,765677,975929,967382,1009464,914965,-,1052329,1081667,1091319,1097879,959606,890982,883840,937994,876365,484225,385133,541847,441097,Upgrade
37,Net Cash Growth,-16.87%,-16.32%,-,-8.07%,-6.68%,-16.16%,-,9.66%,21.40%,23.47%,17.05%,9.50%,84.00%,129.49%,73.11%,98.68%,28.15%,4.16%,17.27%,-26.19%,Upgrade
38,Net Cash Per Share,16779.08,15309.87,19513.89,19342.99,20184.43,18294.91,-,21041.52,21628.15,21821.15,21952.31,19187.52,17815.35,17672.56,18755.37,17523.10,9682.18,7700.81,10834.34,-,Upgrade
39,Filing Date Shares Outstanding,50.01,50.01,50.01,50.01,50.01,50.01,-,50.01,50.01,50.01,50.01,50.01,50.01,50.01,50.01,50.01,50.01,50.01,50.01,-,Upgrade
40,Total Common Shares Outstanding,50.01,50.01,50.01,50.01,50.01,50.01,-,50.01,50.01,50.01,50.01,50.01,50.01,50.01,50.01,50.01,50.01,50.01,50.01,-,Upgrade
41,Working Capital,1374750,1314135,1241538,1307186,1292302,1226360,-,1296376,1270454,1261193,1160393,1248203,1197727,1170907,1139360,984065,962779,885324,852487,913811,Upgrade
42,Book Value Per Share,33179.07,32282.60,31487.82,32513.88,31884.97,30658.15,-,31687.96,30673.29,30034.40,28386.13,30234.85,29261.90,28756.97,28359.21,26307.59,25654.44,24368.23,23900.01,-,Upgrade
43,Tangible Book Value,1656738,1611835,1572015,1624461,1592994,1531628,-,1583239,1532493,1500536,1418097,1510550,1461886,1436626,1416724,1314110,1281437,1217084,1193640,1252029,Upgrade
44,Tangible Book Value Per Share,33126.81,32228.95,31432.75,32481.42,31852.23,30625.20,-,31657.17,30642.50,30003.51,28355.14,30203.75,29230.70,28725.61,28327.68,26275.89,25622.58,24335.83,23867.07,-,Upgrade
45,Buildings,90663,90663,90779,90663,-,90663,-,90663,90663,90663,90663,90741,90663,89693,89693,89560,89560,89560,89560,81264,Upgrade
46,Machinery,54272,54127,45025,45025,-,44092,-,43868,42132,41195,42299,42221,42221,40474,40474,40427,40427,24641,24489,24489,Upgrade
47,Construction In Progress,46283,42059,45300,59362,97213,91780,-,122506,73243,41879,40069,39079,38791,41019,41019,41019,41019,41093,40627,67624,Upgrade
