,Fiscal Quarter,Current,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,H1 2019,H2 2018,+2 Quarters
,Period Ending,"Jan '24 Jan 9, 2024","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019","Jun '19 Jun 30, 2019","Dec '18 Dec 31, 2018",+2 Quarters
0,Market Capitalization,212,771,744,203,667,3066,3382,1028,1966,2436,1473,Upgrade
1,Market Cap Growth,280.00%,280.00%,11.49%,-93.38%,-80.27%,198.25%,72.02%,-57.80%,33.43%,118.23%,11.24%,Upgrade
2,Enterprise Value,-131,424,317,62,528,2004,3157,790,2058,2590,1705,Upgrade
3,Last Close Price,0.05,0.17,0.17,0.04,0.15,0.68,0.75,0.57,1.09,1.62,0.99,Upgrade
4,PE Ratio,-,-,-,-1.40,-,-,337.60,-,23.98,50.89,193.60,Upgrade
5,Forward PE,-,9.80,9.80,9.80,15.91,21.16,10.82,13.68,13.68,47.79,30.00,Upgrade
6,PS Ratio,0.51,1.87,1.99,0.73,2.51,12.51,15.99,2.76,3.69,4.75,3.18,Upgrade
7,PB Ratio,0.07,0.22,0.21,0.06,0.19,0.82,0.91,0.53,0.97,1.44,0.91,Upgrade
8,P/TBV Ratio,0.24,0.24,0.23,0.06,0.21,0.90,1.00,0.64,1.20,1.86,1.18,Upgrade
9,P/FCF Ratio,13.37,13.37,15.35,9.51,-,-104.50,-,-,13.21,12.94,8.92,Upgrade
10,P/OCF Ratio,8.23,8.23,8.67,5.29,33.27,-172.66,-,-,9.12,11.01,7.54,Upgrade
11,PEG Ratio,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,Upgrade
12,EV/Sales Ratio,1.03,1.03,0.85,0.22,1.99,8.18,14.93,2.12,3.86,5.05,3.67,Upgrade
13,EV/EBITDA Ratio,3.68,3.68,3.82,2.40,26.31,227.23,-103.14,-,9.64,13.88,11.65,Upgrade
14,EV/EBIT Ratio,9.63,9.63,25.66,-,-,-,-,-,17.65,30.56,55.27,Upgrade
15,EV/FCF Ratio,-2.27,7.35,6.54,2.89,-,-68.30,-,-,13.83,13.75,10.32,Upgrade
16,Debt / Equity Ratio,0.04,0.04,0.05,0.05,0.05,0.04,0.04,0.12,0.11,0.13,0.16,Upgrade
17,Debt / FCF Ratio,2.19,2.19,3.53,8.38,-,-5.65,-,-,1.55,1.16,1.56,Upgrade
18,Return on Capital Employed (ROCE),1.23%,1.23%,0.34%,-,-,-,-,-,5.59%,4.35%,1.60%,Upgrade
19,Earnings Yield,-42.18%,-11.59%,1.59%,-71.29%,-34.46%,1.85%,0.30%,-0.76%,4.17%,1.97%,0.52%,Upgrade
20,FCF Yield,27.22%,7.48%,6.52%,10.51%,0.33%,-0.96%,-1.83%,3.39%,7.57%,7.73%,11.21%,Upgrade
21,Buyback Yield / Dilution,-,-,-,-36.72%,-150.00%,-90.33%,-20.06%,-16.43%,-0.94%,-0.10%,Upgrade,
22,Total Shareholder Return,-,-,-,-36.72%,-150.00%,-90.33%,-20.06%,-16.43%,-0.94%,-0.10%,Upgrade,
