,Fiscal Quarter,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,H1 2019,H2 2018,+2 Quarters
,Period Ending,"Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019","Jun '19 Jun 30, 2019","Dec '18 Dec 31, 2018",+2 Quarters
0,Operating Revenue,181.97,194.41,177.89,136.07,129.45,115.27,95.97,275.53,257.29,255.36,Upgrade
1,Other Revenue,0.36,36.19,-35.41,0.24,0.18,0.14,0.11,0.25,0.26,0.4,Upgrade
2,Revenue,182.33,230.6,142.49,136.31,129.63,115.41,96.08,275.77,257.56,255.75,Upgrade
3,Revenue Growth (YoY),27.97%,69.17%,9.91%,18.11%,34.93%,-58.15%,-62.70%,7.83%,23.69%,-4.08%,Upgrade
4,Cost of Revenue,76.89,89.07,73.99,69.89,72.5,69.77,76.37,98.44,85.93,105.38,Upgrade
5,Gross Profit,105.44,141.53,68.5,66.43,57.13,45.64,19.7,177.34,171.62,150.38,Upgrade
6,"Selling, General & Admin",4.44,14.7,4.69,5.7,5.8,4.04,3.75,9.96,7.71,9.53,Upgrade
7,Other Operating Expenses,51.23,54.33,46.39,48.42,41.87,40.21,45.59,56.89,58.55,51.66,Upgrade
8,Operating Expenses,95.49,107.42,90.26,93.5,88.79,83.56,92.35,119.94,112.44,124.8,Upgrade
9,Operating Income,9.95,34.11,-21.76,-27.08,-31.66,-37.93,-72.64,57.39,59.18,25.58,Upgrade
10,Interest Expense,-5.6,-6.86,-6.37,-4.09,-5.89,-11.12,-14.85,-15.22,-16.48,-17.62,Upgrade
11,Interest & Investment Income,62.08,63.65,68.02,60.08,37.65,4.04,5.82,5.53,2.89,2.82,Upgrade
12,Currency Exchange Gain (Loss),-35.15,-97.17,157.14,1.89,-2.59,-1.25,-8.1,9.29,9.76,4.05,Upgrade
13,Other Non Operating Income (Expenses),-52.66,-102.88,-74.18,-148.13,0.89,86.87,0.46,0.57,0.15,0.74,Upgrade
14,EBT Excluding Unusual Items,-21.38,-109.14,122.85,-117.33,-1.6,40.62,-89.31,57.56,55.49,15.56,Upgrade
15,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-0.66,Upgrade
16,Gain (Loss) on Sale of Assets,0.32,-0.06,-0.31,-0.46,0.36,0.86,0.26,-6.01,-0.04,-0.01,Upgrade
17,Asset Writedown,-,-,-,-136.92,-,-0.06,-,-0.02,-,-0.03,Upgrade
18,Other Unusual Items,0.06,-,-,-,-,-,-,-,-,-0.44,Upgrade
19,Pretax Income,-21,-109.21,122.54,-254.71,-1.24,41.42,-89.04,51.52,55.45,14.42,Upgrade
20,Income Tax Expense,0.1,-16.28,-1.27,11.04,6.82,0.05,0.11,0.03,0.08,0.06,Upgrade
21,Earnings From Continuing Operations,-21.1,-92.93,123.81,-265.75,-8.06,41.37,-89.16,51.49,55.36,14.36,Upgrade
22,Net Income to Company,-21.1,-92.93,123.81,-265.75,-8.06,41.37,-89.16,51.49,55.36,14.36,Upgrade
23,Minority Interest in Earnings,5.04,19.59,-38.62,35.89,7.93,15.63,42.18,-12.3,-12.55,-9.31,Upgrade
24,Net Income,-16.06,-73.34,85.19,-229.86,-0.13,56.99,-46.98,39.18,42.81,5.06,Upgrade
25,Net Income to Common,-16.06,-73.34,85.19,-229.86,-0.13,56.99,-46.98,39.18,42.81,5.06,Upgrade
26,Net Income Growth,-,-,-,-,-,45.45%,-,674.85%,1576.35%,-73.68%,Upgrade
27,Shares Outstanding (Basic),4509,4509,4509,4509,4509,3297,1804,1726,1495,1488,Upgrade
28,Shares Outstanding (Diluted),4509,4509,4509,4509,4509,3298,1804,1733,1502,1488,Upgrade
29,Shares Change (YoY),-,-,-,36.72%,150.00%,90.33%,20.06%,16.43%,0.94%,0.10%,Upgrade
30,EPS (Basic),-0.00,-0.02,0.02,-0.05,-0.00,0.02,-0.03,0.02,0.03,0.00,Upgrade
31,EPS (Diluted),-0.00,-0.02,0.02,-0.05,-0.00,0.02,-0.03,0.02,0.03,0.00,Upgrade
32,EPS Growth,-,-,-,-,-,-24.54%,-,565.56%,1576.47%,-73.71%,Upgrade
33,Free Cash Flow,32.99,24.7,23.78,-2.45,4.69,-34.03,-27.96,62.84,85.94,102.38,Upgrade
34,Free Cash Flow Per Share,0.01,0.01,0.01,-0.00,0.00,-0.01,-0.02,0.04,0.06,0.07,Upgrade
35,Operating Margin,5.46%,14.79%,-15.27%,-19.86%,-24.43%,-32.86%,-75.61%,20.81%,22.98%,10.00%,Upgrade
36,Profit Margin,-8.81%,-31.80%,59.79%,-168.63%,-0.10%,49.38%,-48.89%,14.21%,16.62%,1.98%,Upgrade
37,Free Cash Flow Margin,18.10%,10.71%,16.69%,-1.80%,3.62%,-29.49%,-29.10%,22.79%,33.37%,40.03%,Upgrade
38,EBITDA,46.31,68.91,14.15,11.47,8.61,0.21,-30.81,109.31,104.19,82.4,Upgrade
39,D&A For EBITDA,36.36,34.8,35.91,38.55,40.28,38.13,41.83,51.91,45.01,56.82,Upgrade
40,EBIT,9.95,34.11,-21.76,-27.08,-31.66,-37.93,-72.64,57.39,59.18,25.58,Upgrade
