,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,362.1,334.71,290.66,276.61,300.89,285.64,239.74,210.01,200.5,201.31
1,Revenue Growth (YoY),24.58%,21.01%,-3.40%,-3.16%,25.50%,36.01%,19.57%,4.32%,3.87%,-3.21%
2,Cost of Revenue,291.35,267.58,222.15,211.82,228.47,219.23,177.88,142.61,144.19,149.93
3,Gross Profit,70.75,67.14,68.51,64.79,72.41,66.41,61.87,67.4,56.31,51.38
4,"Selling, General & Admin",56.9,58.61,71.71,64.67,61.66,57.82,62.59,43.95,36.88,26.77
5,Operating Expenses,56.9,59.3,71.71,64.87,61.66,57.88,62.59,44.09,36.88,26.77
6,Operating Income,13.85,7.83,-3.2,-0.08,10.75,8.54,-0.72,23.31,19.44,24.61
7,Interest Expense,-2.33,-2.43,-2.21,-2.2,-1.15,-1.02,-0.95,-0.73,-0.62,-0.71
8,Interest & Investment Income,-,0.89,-,1.01,-,0.84,-,0.78,-,0.82
9,Currency Exchange Gain (Loss),-0.69,-0.22,0.23,-0.81,0.36,0.21,0.42,0.03,-0.26,0.15
10,Other Non Operating Income (Expenses),0.92,-0.59,0.59,-0.42,0.46,-0.38,0.55,-0.29,0.4,-0.05
11,EBT Excluding Unusual Items,11.75,5.47,-4.59,-2.51,10.42,8.18,-0.7,23.1,18.95,24.81
12,Merger & Restructuring Charges,-,-,-,-,-,-0.56,-,-0.28,-,-
13,Gain (Loss) on Sale of Investments,-10.89,32.6,-0.29,-4.18,-25.34,-85.43,100.06,1.39,-,-
14,Gain (Loss) on Sale of Assets,-,-0.02,-,-,-,0.01,2.57,-,0.02,-0.19
15,Asset Writedown,0.55,-1.97,-0.23,-2.9,-,-,-,-,-,-
16,Other Unusual Items,-,-,-,-,-,-,-,-,-,-7.92
17,Pretax Income,1.41,36.08,-5.11,-9.59,-14.92,-77.8,101.93,24.21,18.97,16.7
18,Income Tax Expense,2.6,0.38,1.7,0.81,3.81,-0.74,3.81,4.93,4,3.8
19,Earnings From Continuing Operations,-1.19,35.7,-6.81,-10.4,-18.73,-77.06,98.12,19.28,14.98,12.9
20,Minority Interest in Earnings,0.01,0.57,0.25,1.2,0.46,0.94,0.79,0.48,-,-
21,Net Income,-1.18,36.27,-6.56,-9.21,-18.27,-76.12,98.91,19.76,14.98,12.9
22,Net Income to Common,-1.18,36.27,-6.56,-9.21,-18.27,-76.12,98.91,19.76,14.98,12.9
23,Net Income Growth,-,-,-,-,-,-,560.39%,53.22%,43.37%,-30.39%
24,Shares Outstanding (Basic),1004,1011,1012,1012,1012,1007,1005,1005,1002,1001
25,Shares Outstanding (Diluted),1004,1015,1012,1012,1012,1007,1005,1005,1002,1001
26,Shares Change (YoY),-0.78%,0.36%,0.04%,0.47%,0.67%,0.23%,0.30%,0.33%,0.05%,-0.21%
27,EPS (Basic),-0.00,0.04,-0.01,-0.01,-0.02,-0.08,0.10,0.02,0.01,0.01
28,EPS (Diluted),-0.00,0.04,-0.01,-0.01,-0.02,-0.08,0.10,0.02,0.01,0.01
29,EPS Growth,-,-,-,-,-,-,558.28%,52.73%,43.30%,-30.40%
30,Free Cash Flow,35.81,3.9,3.33,29.22,-16.14,18.78,-34.62,-7.26,33.26,42.13
31,Free Cash Flow Per Share,0.04,0.00,0.00,0.03,-0.02,0.02,-0.03,-0.01,0.03,0.04
32,Operating Margin,3.82%,2.34%,-1.10%,-0.03%,3.57%,2.99%,-0.30%,11.10%,9.69%,12.22%
33,Profit Margin,-0.33%,10.84%,-2.26%,-3.33%,-6.07%,-26.65%,41.26%,9.41%,7.47%,6.41%
34,Free Cash Flow Margin,9.89%,1.17%,1.14%,10.56%,-5.36%,6.57%,-14.44%,-3.46%,16.59%,20.93%
35,EBITDA,18.8,13.38,2.27,5.14,15.76,12.5,2.93,25.81,21.63,26.52
36,D&A For EBITDA,4.95,5.55,5.47,5.22,5.01,3.96,3.65,2.5,2.19,1.91
37,EBIT,13.85,7.83,-3.2,-0.08,10.75,8.54,-0.72,23.31,19.44,24.61
