,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,47.46,55.87,33.64,67.19,30.5,49.13,48.82,73.38,89.28,73.56
1,Trading Asset Securities,38.08,45.51,1.52,1.5,2.05,4.41,0.26,13.02,-,-
2,Cash & Short-Term Investments,85.53,101.38,35.16,68.69,32.54,53.53,49.08,86.4,89.28,73.56
3,Cash Growth,143.28%,47.58%,8.04%,28.32%,-33.70%,-38.04%,-45.03%,17.46%,167.37%,-0.23%
4,Accounts Receivable,159.74,225.22,193.26,146.94,148.3,105.51,103.67,72.72,97.15,91.85
5,Other Receivables,1.08,3.04,1.07,0.79,1.94,1.86,0.24,0.45,0.02,0.04
6,Receivables,162.68,231.26,198.85,152.08,154.91,112.03,108.7,77.97,97.17,91.88
7,Inventory,14.06,31.99,8.22,18.37,21.21,13.83,12.02,4.83,7.64,8.4
8,Prepaid Expenses,1.48,3.98,3.06,4.44,6.67,5.65,83.67,1.73,1.37,1.82
9,Other Current Assets,220.57,216.57,163.45,130.51,106.96,94,-,69.26,68.71,65.85
10,Total Current Assets,484.32,585.17,408.73,374.08,322.29,279.05,253.46,240.2,264.18,241.51
11,"Property, Plant & Equipment",94.46,103.78,110.42,112.1,80.04,86.15,89.74,56.17,52.82,50.19
12,Long-Term Investments,-,-,12.76,13.07,14.87,37.85,123.5,23.26,-,-
13,Goodwill,3.22,3.22,3.22,3.22,3.22,3.22,3.22,3.22,-,-
14,Other Intangible Assets,27.49,31.43,36.04,35.72,39.09,40.26,19.05,6.23,-,-
15,Long-Term Deferred Tax Assets,5.49,5.58,5.22,4.78,4.36,4.23,0.19,0.71,-,-
16,Other Long-Term Assets,171.83,178.32,138.73,105.75,96.16,89.59,65.99,55.08,47.3,44.3
17,Total Assets,786.81,907.48,715.11,648.73,560.02,540.34,555.15,384.87,364.3,336
18,Accounts Payable,86.97,147.11,101.53,82.99,72.56,53.08,32.59,29.33,42.46,41.86
19,Accrued Expenses,14.72,17.81,16.76,15.56,12.78,15.77,17.8,10.17,10.93,8.32
20,Current Portion of Long-Term Debt,18.11,53.81,25.25,54.24,39.79,37.02,24.75,2.49,2.83,3.53
21,Current Portion of Leases,9.93,10.09,11.34,11.33,6.45,6.86,5.41,8.01,6.57,5.17
22,Current Income Taxes Payable,0.17,-,6.87,7.78,5.99,1.85,7.88,4.94,7.54,3.61
23,Current Unearned Revenue,265.75,267.02,217.41,176.22,146.27,134.21,121.71,106.76,100.53,91.79
24,Other Current Liabilities,1.77,2.54,2.02,1.19,1.94,1.87,0.43,0.43,0.18,0.33
25,Total Current Liabilities,397.42,498.37,381.17,349.31,285.78,250.66,210.57,162.13,171.05,154.6
26,Long-Term Debt,17.11,16.68,16.9,17.97,17.31,18.76,31.27,19.71,20.11,19.56
27,Long-Term Leases,21.14,26.07,27.76,33.57,5.84,8.84,10.71,10.24,6.39,6.76
28,Long-Term Unearned Revenue,186.34,196.89,152.16,104.72,98.4,90.84,66.51,47.6,46.64,42.17
29,Long-Term Deferred Tax Liabilities,4.07,5.19,5.73,5.91,6.45,6.64,1.03,1.03,-,-
30,Total Liabilities,626.07,743.19,583.72,511.49,413.77,375.73,320.08,240.7,244.18,223.09
31,Common Stock,10.04,10.04,10.12,10.12,10.12,10.12,10.05,10.05,10.05,10.01
32,Additional Paid-In Capital,68.38,68.38,71.33,71,71,70.94,65.8,65.8,65.8,63.81
33,Retained Earnings,74.91,75.63,38.76,44.89,53.79,71.66,146.92,58,38.24,33.12
34,Comprehensive Income & Other,7.41,7.72,8.09,7.9,7.21,7.3,7.57,6.02,6.03,5.97
35,Total Common Equity,160.74,161.78,128.3,133.91,142.12,160.02,230.34,139.86,120.11,112.91
36,Minority Interest,-,2.52,3.09,3.34,4.13,4.59,4.73,4.32,-,-
37,Shareholders' Equity,160.74,164.3,131.39,137.24,146.25,164.61,235.06,144.18,120.11,112.91
38,Total Liabilities & Equity,786.81,907.48,715.11,648.73,560.02,540.34,555.15,384.87,364.3,336
39,Total Debt,66.29,106.63,81.25,117.12,69.38,71.48,72.13,40.44,35.9,35.02
40,Net Cash (Debt),19.24,-5.26,-46.09,-48.42,-36.84,-17.94,-23.05,45.96,53.39,38.54
41,Net Cash Growth,-,-,-,-,-,-,-,19.26%,-,-18.33%
42,Net Cash Per Share,0.02,-0.01,-0.05,-0.05,-0.04,-0.02,-0.02,0.05,0.05,0.04
43,Filing Date Shares Outstanding,1004,1004,1012,1012,1012,1012,1005,1005,1005,1001
44,Total Common Shares Outstanding,1004,1004,1012,1012,1012,1012,1005,1005,1005,1001
45,Working Capital,86.9,86.8,27.56,24.77,36.51,28.39,42.89,78.07,93.13,86.91
46,Book Value Per Share,0.16,0.16,0.13,0.13,0.14,0.16,0.23,0.14,0.12,0.11
47,Tangible Book Value,130.04,127.13,89.04,94.97,99.81,116.55,208.07,130.41,120.11,112.91
48,Tangible Book Value Per Share,0.13,0.13,0.09,0.09,0.10,0.12,0.21,0.13,0.12,0.11
49,Machinery,-,15.45,-,15.88,-,15.41,-,12.9,-,10.86
50,Leasehold Improvements,-,26.17,-,19.49,-,12.98,-,13.17,-,10.78
