,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,203,216,402,810,739,769,688,633,502,482,351
1,Market Cap Growth,-73.34%,-73.34%,-45.61%,5.32%,7.36%,21.45%,36.91%,31.25%,43.36%,17.48%,-23.91%
2,Enterprise Value,184,224,451,862,780,791,716,591,449,444,356
3,Last Close Price,0.20,0.21,0.40,0.80,0.73,0.76,0.68,0.63,0.49,0.47,0.34
4,PE Ratio,5.82,-,13.52,-,-,-,-,5.33,14.46,17.30,15.01
5,PS Ratio,0.29,0.31,0.64,1.43,1.28,1.31,1.31,1.41,1.22,1.20,0.89
6,PB Ratio,1.26,1.34,2.44,6.16,5.38,5.26,4.18,2.69,3.49,4.02,3.10
7,P/TBV Ratio,1.66,1.66,3.16,9.09,7.78,7.70,5.90,3.04,3.85,4.02,3.10
8,P/FCF Ratio,5.11,5.44,55.57,24.88,56.47,-,-43.44,-,-,6.40,8.97
9,P/OCF Ratio,5.37,5.37,29.10,17.03,31.98,-,34.48,-429.52,-,5.84,8.26
10,EV/Sales Ratio,0.26,0.32,0.72,1.52,1.35,1.35,1.36,1.32,1.09,1.10,0.90
11,EV/EBITDA Ratio,4.25,6.95,28.80,116.21,37.30,28.01,46.41,20.58,9.47,9.22,8.25
12,EV/EBIT Ratio,8.47,10.32,97.34,-,-,41.03,91.55,-,10.51,10.08,9.05
13,EV/FCF Ratio,4.62,5.63,62.38,26.47,59.60,-,-45.19,-,-,5.89,9.11
14,Debt / Equity Ratio,0.41,0.41,0.65,0.62,0.85,0.47,0.43,0.31,0.28,0.30,0.31
15,Debt / FCF Ratio,1.67,1.67,14.75,2.50,8.95,-,-4.51,-,-,0.48,0.90
16,Return on Capital Employed (ROCE),5.57%,5.57%,1.13%,-,-,7.03%,2.70%,-,19.19%,22.79%,21.70%
17,Earnings Yield,17.30%,16.25%,7.40%,-1.95%,-3.72%,-12.28%,3.31%,18.74%,6.91%,5.78%,6.66%
18,FCF Yield,19.58%,18.39%,1.80%,4.02%,1.77%,0.34%,-2.30%,-6.61%,5.18%,15.63%,11.15%
19,Buyback Yield / Dilution,0.21%,0.78%,-0.36%,-0.04%,-0.47%,-0.67%,-0.23%,-0.30%,-0.33%,-0.05%,0.21%
20,Total Shareholder Return,0.21%,0.78%,-0.36%,-0.04%,-0.47%,-0.67%,-0.23%,-0.30%,-0.33%,-0.05%,0.21%
