,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,134.19,178.63,182.63,165.49,149.65,100.65,113.02,153.56,125.47,205.09
1,Revenue Growth (YoY),-26.52%,7.94%,22.04%,64.43%,32.41%,-34.46%,-9.92%,-25.13%,-14.57%,62.70%
2,Cost of Revenue,122.82,164.39,165.62,152.83,127.91,84.1,97.03,138.88,133.31,192.04
3,Gross Profit,11.38,14.24,17.01,12.66,21.74,16.55,15.99,14.68,-7.85,13.04
4,"Selling, General & Admin",11.47,13.1,10.77,13.05,11.82,13.78,12.13,13.05,12.35,13.44
5,Other Operating Expenses,-3.56,-0.73,-1.65,-6.98,4.39,-2.54,-2.34,11.53,-5.3,3.97
6,Operating Expenses,7.91,12.38,9.12,6.07,16.2,11.24,9.79,24.58,7.05,17.41
7,Operating Income,3.47,1.86,7.89,6.59,5.53,5.31,6.2,-9.9,-14.9,-4.36
8,Interest Expense,-3.52,-2.81,-2.72,-2.39,-1.77,-1.18,-0.95,-0.48,-0.31,-0.25
9,Interest & Investment Income,0.04,0.04,0.01,0.01,0,0.01,0.01,0.01,0.05,0.09
10,Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-,-,0.04
11,EBT Excluding Unusual Items,-0.01,-0.9,5.18,4.21,3.77,4.14,5.26,-10.36,-15.16,-4.49
12,Gain (Loss) on Sale of Investments,0.13,-,-,0.07,-,0.07,-,-,0.06,-0.07
13,Gain (Loss) on Sale of Assets,0.23,-,0.01,0,-0.01,1.6,0.13,6.93,-0.38,4.78
14,Other Unusual Items,-,-,-,0.27,2.53,-,-,4.06,-,-
15,Pretax Income,0.35,-0.9,5.19,4.55,6.29,5.8,5.39,1.01,-15.48,0.23
16,Net Income,0.35,-0.9,5.19,4.55,6.29,5.8,5.39,1.01,-15.48,0.23
17,Net Income to Common,0.35,-0.9,5.19,4.55,6.29,5.8,5.39,1.01,-15.48,0.23
18,Net Income Growth,-93.33%,-,-17.46%,-21.60%,16.64%,475.02%,-,338.70%,-,-
19,Shares Outstanding (Basic),685,685,685,685,685,685,685,685,685,685
20,Shares Outstanding (Diluted),685,685,685,685,685,685,685,685,685,685
21,EPS (Basic),0.00,-0.00,0.01,0.01,0.01,0.01,0.01,0.00,-0.02,0.00
22,EPS (Diluted),0.00,-0.00,0.01,0.01,0.01,0.01,0.01,0.00,-0.02,0.00
23,EPS Growth,-93.34%,-,-17.47%,-21.60%,16.64%,475.22%,-,339.70%,-,-
24,Free Cash Flow,41.44,-21.55,7.32,-4.69,-4.91,-39.42,-13.62,-4.3,-13.77,-45.91
25,Free Cash Flow Per Share,0.06,-0.03,0.01,-0.01,-0.01,-0.06,-0.02,-0.01,-0.02,-0.07
26,Operating Margin,2.59%,1.04%,4.32%,3.98%,3.70%,5.27%,5.48%,-6.45%,-11.87%,-2.13%
27,Profit Margin,0.26%,-0.51%,2.84%,2.75%,4.20%,5.76%,4.77%,0.66%,-12.34%,0.11%
28,Free Cash Flow Margin,30.88%,-12.06%,4.01%,-2.83%,-3.28%,-39.17%,-12.05%,-2.80%,-10.97%,-22.39%
29,EBITDA,13.89,12.73,19.13,19.03,14.29,13.18,13.75,-3.79,-8.49,1.7
30,D&A For EBITDA,10.42,10.86,11.24,12.43,8.75,7.87,7.55,6.12,6.41,6.06
31,EBIT,3.47,1.86,7.89,6.59,5.53,5.31,6.2,-9.9,-14.9,-4.36
