,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,5456,6601,6466,11855,10642,14280,11720,19668,1634,959,1243,Upgrade
1,Market Cap Growth,-44.32%,-44.32%,-39.24%,-16.98%,-9.20%,-27.40%,617.22%,1950.58%,31.43%,-40.00%,10.14%,Upgrade
2,Enterprise Value,791,1838,1632,9227,7515,13217,11138,19090,1077,863,642,Upgrade
3,Last Close Price,0.41,0.49,0.46,0.85,0.76,1.03,0.84,1.41,0.13,0.08,0.10,Upgrade
4,PE Ratio,8.21,9.92,5.38,8.65,8.82,13.43,11.74,20.71,3.66,5.43,8.53,Upgrade
5,PS Ratio,0.09,0.11,0.12,0.26,0.27,0.44,0.34,0.75,0.10,0.06,0.11,Upgrade
6,PB Ratio,0.89,0.91,0.89,1.78,1.80,2.76,2.71,5.85,0.89,0.65,0.95,Upgrade
7,P/TBV Ratio,1.08,1.08,1.05,2.25,2.34,3.52,3.36,6.39,0.98,0.73,1.02,Upgrade
8,P/FCF Ratio,1.31,1.58,-,2.17,1.61,1.90,2.48,9.84,0.26,0.08,0.17,Upgrade
9,P/OCF Ratio,1.58,1.58,-,2.17,1.60,1.86,2.41,9.83,0.26,0.08,0.17,Upgrade
10,EV/Sales Ratio,0.01,0.03,0.03,0.20,0.19,0.41,0.32,0.72,0.07,0.05,0.06,Upgrade
11,EV/EBITDA Ratio,0.64,1.61,1.19,7.88,4.57,8.73,8.87,18.29,2.10,2.44,2.17,Upgrade
12,EV/EBIT Ratio,0.66,1.63,1.21,8.03,4.63,8.83,8.93,18.38,2.12,2.46,2.18,Upgrade
13,EV/FCF Ratio,0.19,0.44,-,1.69,1.14,1.76,2.36,9.55,0.17,0.08,0.09,Upgrade
14,Debt / Equity Ratio,0.05,0.05,0.00,0.01,0.03,0.05,0.01,0.38,0.01,0.56,0.50,Upgrade
15,Debt / FCF Ratio,0.09,0.09,-,0.01,0.03,0.03,0.01,0.64,0.00,0.07,0.09,Upgrade
16,Return on Capital Employed (ROCE),15.45%,15.45%,18.50%,17.17%,27.29%,28.82%,28.74%,30.88%,27.44%,23.65%,22.09%,Upgrade
17,Earnings Yield,12.19%,10.08%,18.57%,11.56%,11.34%,7.44%,8.52%,4.83%,27.29%,18.42%,11.72%,Upgrade
18,FCF Yield,76.59%,63.31%,47.28%,46.04%,62.17%,52.73%,40.33%,10.17%,377.98%,1180.64%,600.85%,Upgrade
19,Buyback Yield / Dilution,-,-,-,0.06%,-8.49%,-13.84%,-4.87%,0.23%,-39.85%,-50.35%,Upgrade,
20,Total Shareholder Return,4.94%,-,-,-,0.06%,-8.49%,-13.84%,-4.87%,0.23%,-39.85%,-50.35%,Upgrade
