,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,137062,148000,144000,154000,146000,144000,160000,92000,112000,158000,152000,316000,316000,160000,138819,161662,117732,93132,96646,144090,149362,Upgrade
1,Market Cap Growth,2.78%,2.78%,-10.00%,67.39%,30.36%,-8.86%,5.26%,-70.89%,-64.56%,-1.25%,9.50%,95.47%,168.41%,71.80%,43.64%,12.20%,-21.18%,-49.38%,-52.62%,-8.80%,22.43%,Upgrade
2,Enterprise Value,122483,123997,117440,125547,114525,111212,111044,28498,49669,100356,78766,267764,267764,110215,76500,103383,51252,26651,37591,105892,140547,Upgrade
3,Last Close Price,7800.00,7400.00,7200.00,7193.42,6819.74,6726.32,7473.68,4297.37,4788.22,6754.82,6498.31,13509.63,13509.63,6649.25,6566.14,7646.64,5568.75,4405.13,4571.36,5568.75,5772.48,Upgrade
4,PE Ratio,385.85,-55.07,-,-,-,-,-,-,89.09,17.65,-,-,37.28,-,-,64.61,-,10.04,-,2.92,2.59,Upgrade
5,PS Ratio,10.38,18.14,131.99,166.59,134.62,12.60,14.10,8.20,9.93,28.41,30.71,67.55,73.07,34.40,26.06,24.63,3.03,1.76,1.22,0.43,0.34,Upgrade
6,PB Ratio,0.49,0.53,0.51,0.53,0.50,0.48,0.54,-,0.36,0.52,0.50,-,1.11,0.58,0.50,0.57,0.44,-,0.31,0.47,0.50,Upgrade
7,P/TBV Ratio,0.53,0.53,0.51,0.54,0.50,0.49,0.54,-,0.36,0.52,0.50,-,1.11,0.58,0.50,0.57,0.44,-,0.36,0.62,0.66,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-,-,-,2.35,1.53,1.55,5.02,9.44,-,-,-,-,2.03,-76.88,-13.42,-,Upgrade
9,P/OCF Ratio,-,-,-,-,-,-,-,-,2.15,1.48,1.54,4.93,9.01,-,-,-,-,1.89,35.84,-20.73,-,Upgrade
10,EV/Sales Ratio,9.27,15.19,107.65,135.81,-,9.73,9.79,2.54,4.40,18.05,15.91,57.24,61.92,23.69,14.36,15.75,1.32,0.50,0.47,0.32,0.32,Upgrade
11,EV/EBITDA Ratio,-,-,-28.67,-,-,-,-,-,30.51,-,-,-,-,-,-,-,-,-,-,1.63,1.88,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-24.77,-,-,-,-,-,-,-,-,-,-,1.73,1.97,Upgrade
13,EV/FCF Ratio,-,-,-,-,-,-,-,-,1.04,0.97,0.80,4.26,8.00,-,-,-,-,0.58,-29.90,-9.86,-,Upgrade
14,Debt / Equity Ratio,0.08,0.08,0.08,0.08,0.08,0.07,0.07,-,0.02,0.02,0.02,-,-,-,-,-,-,-,-,-,-,Upgrade
