,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,183,185,199,275,178,250,308,329,150,159,173,Upgrade
1,Market Cap Growth,-32.94%,-32.94%,11.52%,9.91%,-42.11%,-23.93%,105.04%,107.48%,-13.12%,-41.20%,-53.62%,Upgrade
2,Enterprise Value,86,87,106,130,48,115,191,210,71,74,173,Upgrade
3,Last Close Price,0.17,0.17,0.18,0.26,0.17,0.23,0.28,0.30,0.14,0.15,0.16,Upgrade
4,PE Ratio,200.71,-,17.00,-13.45,-,-,9.63,5.71,4.74,-,41.65,Upgrade
5,Forward PE,-,12.03,12.03,12.03,12.03,12.03,12.03,12.03,12.03,12.03,12.03,Upgrade
6,PS Ratio,0.32,0.35,0.37,0.60,0.37,0.45,0.60,0.59,0.28,0.33,0.35,Upgrade
7,PB Ratio,0.27,0.25,0.26,0.37,0.24,0.31,0.36,0.40,0.19,0.23,0.24,Upgrade
8,P/TBV Ratio,0.27,0.27,0.28,0.40,0.25,0.33,0.38,0.43,0.20,0.24,0.25,Upgrade
9,P/FCF Ratio,-,-22.66,-,-,-28.92,-,8.73,-,3.86,-,1.93,Upgrade
10,P/OCF Ratio,-,-505.50,-,-,-101.04,-,5.38,4.92,2.75,-,1.54,Upgrade
11,EV/Sales Ratio,0.16,0.16,0.19,0.28,0.10,0.20,0.37,0.38,0.13,0.15,0.35,Upgrade
12,EV/EBITDA Ratio,3.56,3.38,2.10,5.37,-,1.87,2.50,2.08,1.18,-,2.72,Upgrade
13,EV/EBIT Ratio,169.79,-,3.52,115.51,-,-,4.11,2.98,2.14,-,4.53,Upgrade
14,EV/FCF Ratio,-10.59,-10.74,-,-,-7.73,-,5.42,-,1.82,-,1.94,Upgrade
15,Debt / Equity Ratio,0.14,0.14,0.13,0.13,0.13,0.13,0.11,0.11,0.13,0.13,0.16,Upgrade
16,Debt / FCF Ratio,-,-12.48,-,-,-15.64,-,2.77,-,2.66,-,1.30,Upgrade
17,Return on Capital Employed (ROCE),0.70%,-,3.84%,0.15%,-,-,5.21%,8.32%,3.97%,-,5.04%,Upgrade
18,Earnings Yield,0.49%,0.48%,5.88%,-7.43%,-18.24%,8.15%,10.39%,17.50%,21.09%,6.15%,2.40%,Upgrade
19,FCF Yield,-4.44%,-4.41%,-17.61%,1.99%,-3.46%,1.11%,11.46%,16.55%,25.93%,67.69%,51.71%,Upgrade
20,Buyback Yield / Dilution,1.17%,1.75%,1.16%,-0.20%,0.15%,5.54%,6.96%,-1.64%,-0.01%,0.01%,-3.27%,Upgrade
21,Total Shareholder Return,1.17%,1.75%,1.16%,-0.20%,0.15%,5.54%,6.96%,-1.64%,-0.01%,0.01%,-3.27%,Upgrade
