,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,155.48,379.06,164.04,297.36,180.9,380.98,130.64,428.28,113.63,368.55,Upgrade
1,Revenue Growth (YoY),-5.22%,27.48%,-9.32%,-21.95%,38.47%,-11.05%,14.97%,16.21%,-4.33%,6.21%,Upgrade
2,Cost of Revenue,117.38,291.3,134.96,220.19,159.76,281.79,101.24,318.12,105.65,285.37,Upgrade
3,Gross Profit,38.1,87.77,29.08,77.16,21.14,99.19,29.4,110.16,7.98,83.18,Upgrade
4,"Selling, General & Admin",44.4,48.69,44.7,45.85,39.82,49.12,45.61,35.49,43.97,48.76,Upgrade
5,Research & Development,6.9,17.03,7.28,14.71,6.92,17.34,4.25,8.97,9.93,9.08,Upgrade
6,Operating Expenses,41.73,78.89,7.94,97.19,28.16,59.68,22.44,46.62,38.4,23.3,Upgrade
7,Operating Income,-3.64,8.88,21.15,-20.02,-7.02,39.5,6.97,63.54,-30.43,59.88,Upgrade
8,Interest Expense,-1.81,-2.24,-1.75,-2.33,-2.11,-2.28,-2.35,-2.02,-2.74,-2.88,Upgrade
9,Interest & Investment Income,2.07,-,2.51,2.32,6.32,3.71,4.83,2.76,5.58,2.95,Upgrade
10,Earnings From Equity Investments,-2.56,-2.17,-2.15,-5.8,-2.43,-0.32,-2.01,3.03,-1.9,0.33,Upgrade
11,Currency Exchange Gain (Loss),-0.05,-0.09,-0.06,0.03,-0.32,0.19,-0.08,-0.06,-0.05,-0.14,Upgrade
12,Other Non Operating Income (Expenses),-0.56,-2.37,2.09,-4.59,-2.06,1.11,0.45,2.36,-1.96,0.3,Upgrade
13,EBT Excluding Unusual Items,-6.54,2.02,21.78,-30.39,-7.62,41.91,7.81,69.62,-31.5,60.44,Upgrade
14,Gain (Loss) on Sale of Investments,-,2.29,-,2.05,-,-,-,-,-,-,Upgrade
15,Gain (Loss) on Sale of Assets,-0.06,5.07,0.06,-0.11,-,0.11,-,-0.08,-,-0.03,Upgrade
16,Asset Writedown,-,-0.41,-,-,-,0.11,-0.11,-,-,-2.42,Upgrade
17,Other Unusual Items,-,-,-,-,-,-,-,0.45,-,-,Upgrade
18,Pretax Income,-6.61,8.97,21.84,-28.45,-7.62,42.13,7.7,69.99,-31.5,57.99,Upgrade
19,Income Tax Expense,1.42,2.04,0.39,2.48,0.61,6.38,-0.82,2.76,2.72,5.06,Upgrade
20,Earnings From Continuing Operations,-8.03,6.93,21.46,-30.93,-8.23,35.75,8.52,67.22,-34.22,52.93,Upgrade
21,Minority Interest in Earnings,-0.48,2.48,-19.18,8.2,-1.52,-5.58,-6.73,-11.42,10.05,-19.01,Upgrade
22,Net Income,-8.51,9.4,2.28,-22.73,-9.75,30.16,1.79,55.8,-24.17,33.92,Upgrade
23,Net Income to Common,-8.51,9.4,2.28,-22.73,-9.75,30.16,1.79,55.8,-24.17,33.92,Upgrade
24,Net Income Growth,-,-,-,-,-,-45.95%,-,64.51%,-,-,Upgrade
25,Shares Outstanding (Basic),1003,1007,1015,1019,1019,1020,1018,1058,1062,1062,Upgrade
26,Shares Outstanding (Diluted),1003,1007,1021,1019,1019,1020,1079,1096,1062,1096,Upgrade
27,Shares Change (YoY),-1.75%,-1.16%,0.20%,-0.15%,-5.54%,-6.96%,1.64%,0.01%,-0.01%,3.27%,Upgrade
28,EPS (Basic),-0.01,0.01,0.00,-0.02,-0.01,0.03,0.00,0.05,-0.02,0.03,Upgrade
29,EPS (Diluted),-0.01,0.01,0.00,-0.02,-0.01,0.03,0.00,0.05,-0.02,0.03,Upgrade
30,EPS Growth,-,-,-,-,-,-42.03%,-,65.00%,-,-,Upgrade
31,Free Cash Flow,3.86,-12,-22.97,28.46,-34.62,37.39,-2.16,56.62,-17.74,125.1,Upgrade
32,Free Cash Flow Per Share,0.00,-0.01,-0.02,0.03,-0.03,0.04,-0.00,0.05,-0.02,0.11,Upgrade
33,Operating Margin,-2.34%,2.34%,12.89%,-6.73%,-3.88%,10.37%,5.33%,14.84%,-26.78%,16.25%,Upgrade
34,Profit Margin,-5.47%,2.48%,1.39%,-7.64%,-5.39%,7.92%,1.37%,13.03%,-21.27%,9.20%,Upgrade
35,Free Cash Flow Margin,2.48%,-3.17%,-14.00%,9.57%,-19.13%,9.82%,-1.65%,13.22%,-15.61%,33.94%,Upgrade
36,EBITDA,6.77,19.14,31.21,-7.02,6.69,54.73,21.78,78.98,-18.75,69.26,Upgrade
37,D&A For EBITDA,10.41,10.26,10.07,13,13.71,15.22,14.82,15.44,11.68,9.37,Upgrade
38,EBIT,-3.64,8.88,21.15,-20.02,-7.02,39.5,6.97,63.54,-30.43,59.88,Upgrade
