,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,1218,1779,2674,2875,3215,3666,4188,3567,3117,3488,Upgrade
1,Cash & Short-Term Investments,1218,1779,2674,2875,3215,3666,4188,3567,3117,3488,Upgrade
2,Cash Growth,-54.44%,-38.12%,-16.82%,-21.56%,-23.22%,2.77%,34.34%,2.26%,-28.36%,-33.73%,Upgrade
3,Accounts Receivable,102.17,359.11,89.8,62.07,165.36,118.86,171.39,130.25,334.12,258.95,Upgrade
4,Other Receivables,5886,2044,5189,2472,5354,2464,5371,2252,6430,1228,Upgrade
5,Receivables,6091,2506,5278,2637,5520,3114,5542,2873,6764,1984,Upgrade
6,Inventory,38018,40398,39643,40151,42862,43535,45814,46531,45075,45581,Upgrade
7,Prepaid Expenses,-,3555,-,2434,-,2433,-,2368,-,2681,Upgrade
8,Restricted Cash,34.34,57.29,57.29,93.7,171.57,233.39,7.2,3.6,3.8,103.25,Upgrade
9,Other Current Assets,751.33,962.91,922.62,1040,968.94,761.9,738.68,1077,578.46,1797,Upgrade
10,Total Current Assets,46113,49259,48576,49231,52738,53744,56290,56418,55538,55634,Upgrade
11,"Property, Plant & Equipment",2732,2897,3078,3168,2938,2996,2867,2910,3111,3311,Upgrade
12,Long-Term Investments,4397,4388,3903,3928,3984,4020,4065,4036,3956,3961,Upgrade
13,Goodwill,7.17,7.17,7.17,7.17,7.17,7.17,7.17,7.17,7.17,7.17,Upgrade
14,Other Intangible Assets,163.41,282.55,283.73,271.95,671.04,666.2,542.97,585.55,786.6,884.36,Upgrade
15,Long-Term Deferred Tax Assets,160.06,282.64,321.42,334.56,399.78,414.18,528.1,596.79,599.27,578.94,Upgrade
16,Other Long-Term Assets,13373,13552,13881,14246,12486,11898,11895,11552,11356,11349,Upgrade
17,Total Assets,66946,70668,70050,71187,73224,73746,76195,76106,75355,75725,Upgrade
18,Accounts Payable,14723,16491,14649,14631,13911,13213,13439,12250,11771,11643,Upgrade
19,Accrued Expenses,865.89,3634,239.35,1807,483.83,1791,684.71,1380,254.39,809.56,Upgrade
20,Short-Term Debt,7436,8246,7813,8801,8356,9502,9684,11139,11146,11091,Upgrade
21,Current Portion of Long-Term Debt,284.33,456.58,171.14,171.14,240.57,327.24,96.14,1001,1412,2405,Upgrade
22,Current Portion of Leases,2.38,3.18,2.89,4.9,4.45,8.08,25.98,47.18,54.37,56.79,Upgrade
23,Current Income Taxes Payable,4045,4080,3888,3688,3491,3576,3232,2994,2622,2403,Upgrade
24,Current Unearned Revenue,6821,8857,9795,11727,13204,15175,17254,19992,19439,22294,Upgrade
25,Other Current Liabilities,8725,4252,7612,4466,7483,4198,7620,4477,6684,3853,Upgrade
26,Total Current Liabilities,42903,46020,44171,45297,47174,47791,52036,53280,53383,54555,Upgrade
27,Long-Term Debt,1860,2059,2116,2469,2698,2778,1727,1530,761.61,560.41,Upgrade
28,Long-Term Leases,3.43,4.57,5.63,6.38,9.26,11.29,13.25,18.8,35.74,62.29,Upgrade
29,Long-Term Unearned Revenue,1036,1038,1083,1090,982.17,1130,1225,1371,1105,1458,Upgrade
30,Long-Term Deferred Tax Liabilities,2483,2532,2703,2709,2634,2576,2427,2393,2527,2405,Upgrade
31,Total Liabilities,48285,51652,50079,51571,53497,54287,57429,58593,57812,59041,Upgrade
32,Common Stock,536.28,536.28,536.28,536.28,536.28,536.28,536.28,536.28,536.28,536.28,Upgrade
33,Additional Paid-In Capital,-,631.27,-,631.27,-,631.27,-,631.27,-,631.27,Upgrade
34,Retained Earnings,-,15936,-,16403,-,16355,-,14473,-,13342,Upgrade
35,Comprehensive Income & Other,16997,415.25,17794,412,17702,415.71,16724,415.27,15134,415.25,Upgrade
36,Total Common Equity,17533,17519,18331,17983,18238,17939,17261,16056,15671,14924,Upgrade
37,Minority Interest,1128,1496,1641,1633,1489,1520,1506,1458,1872,1760,Upgrade
38,Shareholders' Equity,18661,19015,19971,19616,19727,19459,18766,17513,17542,16684,Upgrade
39,Total Liabilities & Equity,66946,70668,70050,71187,73224,73746,76195,76106,75355,75725,Upgrade
40,Total Debt,9586,10769,10109,11453,11308,12627,11546,13737,13409,14176,Upgrade
41,Net Cash (Debt),-8368,-8990,-7435,-8577,-8093,-8961,-7358,-10170,-10292,-10688,Upgrade
42,Net Cash Per Share,-1.37,-1.48,-1.22,-1.41,-1.33,-1.47,-1.21,-1.67,-1.69,-1.75,Upgrade
43,Filing Date Shares Outstanding,6093,6093,6093,6093,6093,6093,6093,6093,6093,6093,Upgrade
