,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,658,1523,1146,1523,2437,2072,2681,3290,11517,11517,11517,Upgrade
1,Market Cap Growth,0%,0%,-53.00%,-26.47%,-9.09%,-37.04%,-76.72%,-71.43%,0%,0%,0%,Upgrade
2,Enterprise Value,10861,13076,10952,13182,13661,14937,13342,17099,24862,25441,25740,Upgrade
3,Last Close Price,0.11,0.25,0.19,0.25,0.40,0.34,0.44,0.54,1.89,1.89,1.89,Upgrade
4,PE Ratio,-,-1.76,-,18.80,-,1.78,1.16,1.79,9.02,8.16,10.81,Upgrade
5,Forward PE,-,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,Upgrade
6,PS Ratio,0.08,0.18,0.11,0.14,0.20,0.14,0.13,0.18,0.75,0.65,0.81,Upgrade
7,PB Ratio,0.03,0.08,0.05,0.07,0.11,0.09,0.11,0.15,0.55,0.60,0.62,Upgrade
8,P/TBV Ratio,0.08,0.08,0.06,0.08,0.12,0.10,0.13,0.16,0.63,0.71,0.73,Upgrade
9,P/FCF Ratio,-,-2.51,-,5.83,-8.30,-,-,2.45,-,-125.33,-,Upgrade
10,P/OCF Ratio,-,-2.64,-,2.47,30.82,-,-,2.24,-,22.07,-,Upgrade
11,PEG Ratio,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,Upgrade
12,EV/Sales Ratio,1.29,1.55,1.04,1.21,1.14,1.01,0.66,0.96,1.63,1.43,1.82,Upgrade
13,EV/EBITDA Ratio,13.79,28.56,-,10.14,12.58,6.85,3.33,4.94,8.93,6.48,8.95,Upgrade
14,EV/EBIT Ratio,18.57,40.85,-,11.19,-,7.49,3.46,5.04,9.29,6.62,9.26,Upgrade
15,EV/FCF Ratio,-17.88,-21.52,-,50.43,-46.49,-,-,12.74,-,-276.87,-,Upgrade
16,Debt / Equity Ratio,0.51,0.51,0.57,0.51,0.58,0.57,0.65,0.62,0.78,0.76,0.85,Upgrade
17,Debt / FCF Ratio,-,-16.96,-,41.78,-44.07,-,-,10.35,-,-160.10,-,Upgrade
18,Return on Capital Employed (ROCE),1.37%,1.24%,-,4.21%,-,6.54%,12.10%,11.67%,9.87%,15.93%,11.74%,Upgrade
19,Earnings Yield,-131.32%,-56.73%,-44.92%,5.32%,2.22%,56.23%,86.19%,55.82%,11.09%,12.26%,9.25%,Upgrade
20,FCF Yield,-92.31%,-39.88%,-46.86%,17.16%,-12.05%,-64.09%,33.76%,40.79%,3.96%,-0.80%,5.43%,Upgrade
