,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,3815,4014,5511,4611,5958,6728,9688,5167,7692,8542,Upgrade
1,Revenue Growth (YoY),-30.77%,-12.95%,-7.49%,-31.47%,-38.50%,30.23%,25.95%,-39.51%,86.75%,66.71%,Upgrade
2,Cost of Revenue,2596,3690,3756,3696,4530,4949,6456,3644,5334,5661,Upgrade
3,Gross Profit,1219,324.19,1756,914.81,1427,1780,3232,1522,2358,2881,Upgrade
4,"Selling, General & Admin",535.17,437.94,623.79,838.26,574.74,806.67,834.01,708.44,614.62,919.52,Upgrade
5,Other Operating Expenses,-48.08,136,14.68,73.26,-6.04,-16.77,102.18,132.37,13.88,189.58,Upgrade
6,Operating Expenses,525.94,719.35,638.47,941.65,568.7,934.72,936.19,998.45,628.5,1109,Upgrade
7,Operating Income,693.07,-395.17,1117,-26.84,858.64,844.94,2296,523.98,1729,1771,Upgrade
8,Interest Expense,-0.55,-0.7,-0.82,-1.17,-1.42,-1.84,-2.48,-2.83,-3.08,-5.45,Upgrade
9,Interest & Investment Income,5.29,9.4,12.39,11.34,14.49,15.62,15.15,15.63,19.66,45.33,Upgrade
10,Earnings From Equity Investments,9.19,206.54,-4.96,-56.6,-35.6,-9.58,-13.56,-25.93,-4.93,-52.19,Upgrade
11,Currency Exchange Gain (Loss),16.75,78.35,-116.64,-183.25,-189.03,112.1,48.06,270.84,-87.15,-51.39,Upgrade
12,Other Non Operating Income (Expenses),-,-116,-,-41.6,-,26.6,-,44.72,-,-,Upgrade
13,EBT Excluding Unusual Items,723.75,-217.59,1007,-298.12,647.09,987.85,2343,826.4,1654,1708,Upgrade
14,Gain (Loss) on Sale of Investments,-,-,-,143.68,-,-,-,46.21,-46.21,22.17,Upgrade
15,Gain (Loss) on Sale of Assets,-25.52,14.75,-38.12,0.42,-,177.34,-,17.07,-,10.64,Upgrade
16,Asset Writedown,-299.92,-464.52,-153.1,401.36,87.92,164.86,82.52,71.62,7.04,38.47,Upgrade
17,Other Unusual Items,-,1.2,-,-4.6,-,0.4,-,-129.8,-,-,Upgrade
18,Pretax Income,398.31,-666.16,815.83,242.74,735.01,1330,2426,831.5,1615,1779,Upgrade
19,Income Tax Expense,363.33,285.35,507.47,501.46,457.66,591.34,1168,401.17,767.26,1093,Upgrade
20,Earnings From Continuing Operations,34.98,-951.51,308.36,-258.72,277.35,739.11,1258,430.34,847.46,686.05,Upgrade
21,Minority Interest in Earnings,-28.31,140.56,35.46,-10.13,39.46,-61.43,-52.8,-108.21,-94.58,-152.2,Upgrade
22,Net Income,6.67,-810.95,343.82,-268.85,316.81,677.68,1205,322.13,752.88,533.86,Upgrade
23,Net Income to Common,6.67,-810.95,343.82,-268.85,316.81,677.68,1205,322.13,752.88,533.86,Upgrade
24,Net Income Growth,-98.06%,-,8.53%,-,-73.71%,110.38%,60.05%,-39.66%,80.00%,240.92%,Upgrade
25,Shares Outstanding (Basic),6093,6093,6093,6093,6093,6093,6093,6093,6093,6093,Upgrade
26,Shares Outstanding (Diluted),6093,6093,6093,6093,6093,6093,6093,6093,6093,6093,Upgrade
27,EPS (Basic),0.00,-0.13,0.06,-0.04,0.05,0.11,0.20,0.05,0.12,0.09,Upgrade
28,EPS (Diluted),0.00,-0.13,0.06,-0.04,0.05,0.11,0.20,0.05,0.12,0.09,Upgrade
29,EPS Growth,-98.21%,-,7.71%,-,-73.71%,113.46%,60.05%,-40.23%,80.00%,248.00%,Upgrade
30,Free Cash Flow,109.11,-674.49,187.22,54.72,-314.62,-818.87,1556,-440.37,824.4,-908.15,Upgrade
31,Free Cash Flow Per Share,0.02,-0.11,0.03,0.01,-0.05,-0.13,0.26,-0.07,0.14,-0.15,Upgrade
32,Operating Margin,18.17%,-9.85%,20.27%,-0.58%,14.41%,12.56%,23.70%,10.14%,22.48%,20.74%,Upgrade
33,Profit Margin,0.17%,-20.20%,6.24%,-5.83%,5.32%,10.07%,12.44%,6.23%,9.79%,6.25%,Upgrade
34,Free Cash Flow Margin,2.86%,-16.80%,3.40%,1.19%,-5.28%,-12.17%,16.06%,-8.52%,10.72%,-10.63%,Upgrade
35,EBITDA,768.58,-342.46,1179,24.1,936.73,925.82,2338,540.88,1805,1776,Upgrade
36,D&A For EBITDA,75.51,52.71,61.68,50.94,78.09,80.88,41.57,16.9,75.23,4.19,Upgrade
37,EBIT,693.07,-395.17,1117,-26.84,858.64,844.94,2296,523.98,1729,1771,Upgrade
