,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,94651,30021,36776,42811.0,39222,26739,58947,33608,17169,33040.0,28589,21990,32589,32597.0,47637,39136,46319,15048,40902,72425,Upgrade
1,Investment Securities,748167,722225,786767,686898.0,733838,651209,711702,624785,680884,597952.0,628554,532977,577913,507304.0,557936,462107,483014,440543,473155,398805,Upgrade
2,Trading Asset Securities,248961,241018,213732,200511.0,201952,197188,161353,161062,168649,150892.0,150562,155709,134110,123497.0,100434,112775,107016,96601,91398,76719,Upgrade
3,Total Investments,997127,963244,1000499,887409.0,935790,848397,873055,785847,849533,748845.0,779115,688686,712023,630801.0,658370,574882,590030,537144,564553,475524,Upgrade
4,Gross Loans,932425,911861,847325,834606.0,812274,796027,769941,727493,704471,685367.0,655695,615615,560905,556964.0,502699,497834,458866,461400,425140,422957,Upgrade
5,Allowance for Loan Losses,-37333,-37082,-,-34305.0,-33954,-33587,-32342,-30629,-30439,-30552.0,-30071,-28631,-,-27939.0,-,-24300,-,-21452,-,-17504,Upgrade
6,Net Loans,895092,874779,847325,800301.0,778320,762440,737599,696864,674032,654816.0,625624,586984,560905,529024.0,502699,473534,458866,439948,425140,405454,Upgrade
7,"Property, Plant & Equipment",3463,5522,3448,5397.0,3590,5240,3343,5086,2969,4353.0,2487,4394,2366,4355.0,4159,2137,1943,1924,1639,1650,Upgrade
8,Other Intangible Assets,1466,1458,1460,1473.0,1141,1143,1146,1160,1127,1138.0,1148,1162,1119,1127.0,1129,1140,1130,1126,1130,1143,Upgrade
