,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,2.41,4.01,3.26,11.48,22.75,8.54,5.02,4.59,3.92,10.25,Upgrade
1,Short-Term Investments,-,4.97,-,6.25,-,0.5,-,0.46,-,0.62,Upgrade
2,Cash & Short-Term Investments,2.41,8.98,3.26,17.73,22.75,9.04,5.02,5.05,3.92,10.86,Upgrade
3,Cash Growth,-25.99%,-49.33%,-85.69%,96.16%,353.38%,78.92%,27.89%,-53.51%,-82.19%,-63.99%,Upgrade
4,Accounts Receivable,23.92,30.04,27.72,30.75,21.35,38.16,31.6,56.32,44.92,35.84,Upgrade
5,Other Receivables,-,10.44,-,6.97,-,12.6,-,13.9,-,4.35,Upgrade
6,Receivables,69.71,86.73,76.69,96.94,74.3,110.62,101.85,150.17,135.38,127.43,Upgrade
7,Inventory,19.03,18.6,14.12,11.67,11.72,13.43,8.99,5.08,7.09,6.56,Upgrade
8,Prepaid Expenses,33.73,14.68,42.61,15.8,26.81,4.61,24.13,4.17,12.08,0.05,Upgrade
9,Total Current Assets,124.88,128.98,136.67,142.14,135.58,137.7,139.98,164.46,158.47,144.9,Upgrade
10,"Property, Plant & Equipment",19.12,18.27,23.15,21.78,26.98,26.07,27.62,27.86,29.49,27.98,Upgrade
11,Long-Term Investments,-,-,-,-,4,-,-,-,-,-,Upgrade
12,Goodwill,25.63,25.63,191.19,37.88,36.59,40.97,22.6,22.6,23.57,22.6,Upgrade
13,Other Intangible Assets,1.09,2.91,-,2.26,-,2.69,-,1.24,-,1.35,Upgrade
14,Other Long-Term Assets,16.44,16.52,16.35,17.13,16.6,18.53,21.89,1.66,-,-,Upgrade
15,Total Assets,187.16,192.32,367.35,221.19,219.74,225.96,212.1,217.82,211.53,196.83,Upgrade
16,Accounts Payable,29.15,31.55,25.6,24.12,20.44,21.14,15.91,17.08,15.19,14.1,Upgrade
17,Accrued Expenses,3.04,27.47,-,22.61,-,24.03,-,22.36,-,19.18,Upgrade
18,Short-Term Debt,5.48,5.51,5.42,5.68,2.18,17.62,4.61,3.55,3.42,-,Upgrade
19,Current Portion of Leases,0.06,0.15,1.25,0.35,1.53,0.85,1.07,1.08,1.53,1.27,Upgrade
20,Current Income Taxes Payable,0.09,0.49,1.14,1.65,0.73,3.91,-,2.33,7.23,6.38,Upgrade
21,Current Unearned Revenue,6.21,5.11,8.83,5.47,2.28,1.4,3.78,0.65,0.77,2.42,Upgrade
22,Other Current Liabilities,71.26,41.84,91.62,67.35,90.26,67.95,104.25,70.05,81.48,50.89,Upgrade
23,Total Current Liabilities,115.28,112.11,133.85,127.24,117.41,136.9,129.62,117.11,109.61,94.23,Upgrade
24,Long-Term Debt,-,-,-,-,39.5,-,-,-,-,-,Upgrade
25,Long-Term Leases,-,-,-,-,0.3,-,0.28,0.73,1.38,1.86,Upgrade
26,Long-Term Deferred Tax Liabilities,0.13,0.13,-,-,-,-,-,-,-,-,Upgrade
27,Other Long-Term Liabilities,20.33,20.33,153,-,-,3.93,-,-,-,-,Upgrade
28,Total Liabilities,135.74,132.56,286.85,127.24,157.21,140.83,129.9,117.83,111,96.1,Upgrade
29,Common Stock,49.16,47.9,47.9,471.8,431.8,414,414,414,414,414,Upgrade
30,Additional Paid-In Capital,73.86,65.33,1018,585.46,585.22,583.08,583.08,583.08,583.08,583.08,Upgrade
31,Retained Earnings,-63.15,-45.77,-973.59,-958.53,-944.1,-916.59,-910.05,-904.86,-901.32,-897.32,Upgrade
32,Comprehensive Income & Other,-15.94,-15.43,-17.3,-12.39,-15.44,-0.91,-4.83,2.82,-0.2,-2.79,Upgrade
33,Total Common Equity,43.94,52.04,75.29,86.33,57.47,79.58,82.19,95.04,95.56,96.97,Upgrade
34,Minority Interest,7.48,7.72,5.21,7.62,5.05,5.55,-,4.95,4.97,3.76,Upgrade
35,Shareholders' Equity,51.42,59.75,80.5,93.95,62.52,85.13,82.19,99.99,100.53,100.73,Upgrade
36,Total Liabilities & Equity,187.16,192.32,367.35,221.19,219.74,225.96,212.1,217.82,211.53,196.83,Upgrade
37,Total Debt,5.54,5.66,6.67,6.04,43.51,18.47,5.96,5.36,6.33,3.13,Upgrade
38,Net Cash (Debt),-3.13,3.33,-3.42,11.69,-20.77,-9.43,-0.94,-0.31,-2.41,7.73,Upgrade
39,Net Cash Growth,-,-71.54%,-,-,-,-,-,-,-,-74.37%,Upgrade
40,Net Cash Per Share,-0.01,0.01,-0.01,0.03,-0.05,-0.02,-0.00,-0.00,-0.01,0.02,Upgrade
41,Filing Date Shares Outstanding,491.64,478.99,478.99,471.79,431.79,413.99,413.99,413.99,413.99,413.99,Upgrade
42,Total Common Shares Outstanding,491.64,478.99,478.99,471.79,431.79,413.99,413.99,413.99,413.99,413.99,Upgrade
43,Working Capital,9.6,16.88,2.82,14.9,18.17,0.81,10.36,47.36,48.86,50.67,Upgrade
44,Book Value Per Share,0.09,0.11,0.16,0.18,0.13,0.19,0.20,0.23,0.23,0.23,Upgrade
45,Tangible Book Value,17.22,23.5,-115.9,46.19,20.89,35.92,59.59,71.2,72,73.02,Upgrade
46,Tangible Book Value Per Share,0.04,0.05,-0.24,0.10,0.05,0.09,0.14,0.17,0.17,0.18,Upgrade
47,Buildings,-,14,-,14.52,-,15.7,-,15.05,-,13.91,Upgrade
48,Machinery,-,11.22,-,11.67,-,12.89,-,11.77,-,9.82,Upgrade
49,Leasehold Improvements,-,6.21,-,6.15,-,6.38,-,5.97,-,5.17,Upgrade
