,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,96,354,455,585,536,549,211,290,244,178,335,Upgrade
1,Market Cap Growth,-39.49%,-39.49%,-15.18%,6.61%,154.09%,89.35%,-13.56%,62.79%,-27.16%,-63.56%,6.38%,Upgrade
2,Enterprise Value,107,358,464,581,562,564,212,301,252,174,317,Upgrade
3,Last Close Price,0.20,0.72,0.95,1.24,1.12,1.25,0.51,0.70,0.59,0.43,0.81,Upgrade
4,PS Ratio,1.88,7.33,7.87,8.09,7.02,5.64,1.97,3.00,2.78,3.08,7.43,Upgrade
5,PB Ratio,2.19,6.88,7.62,7.27,5.71,8.78,2.48,3.53,2.44,1.77,3.33,Upgrade
6,P/TBV Ratio,20.56,20.56,19.36,-,11.61,26.27,5.88,4.86,3.43,2.47,4.59,Upgrade
7,P/FCF Ratio,-,-,-64.76,-,-,-,6.78,15.57,-,-,-,Upgrade
8,P/OCF Ratio,-,-,-71.07,-,-,-,6.61,14.17,-,-,-,Upgrade
9,EV/Sales Ratio,2.12,7.42,8.01,8.03,7.36,5.79,1.98,3.12,2.86,3.02,7.01,Upgrade
10,EV/FCF Ratio,-29.11,-,-65.98,-,-,-,6.81,16.16,-,-,-,Upgrade
11,Debt / Equity Ratio,0.11,0.11,0.09,0.08,0.06,0.70,0.22,0.07,0.05,0.06,0.03,Upgrade
12,Debt / FCF Ratio,-,-,-0.80,-,-,-,0.59,0.32,-,-,-,Upgrade
13,Earnings Yield,-44.12%,-12.01%,-8.83%,-5.04%,-7.84%,-6.31%,-5.78%,-3.09%,-3.17%,-21.39%,-10.94%,Upgrade
14,FCF Yield,-3.81%,-1.04%,-1.54%,-5.22%,-3.91%,0.41%,14.75%,6.42%,-4.44%,-14.12%,-6.77%,Upgrade
15,Buyback Yield / Dilution,-6.17%,-2.61%,-10.04%,-12.94%,-6.04%,-0.94%,0.00%,-0.00%,0.85%,-0.86%,-1.70%,Upgrade
16,Total Shareholder Return,-6.17%,-2.61%,-10.04%,-12.94%,-6.04%,-0.94%,0.00%,-0.00%,0.85%,-0.86%,-1.70%,Upgrade
