,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,138.49,208.41,180.44,178.05,165.98,306.46,290.67,335.85,334.58,966.01,402.44,699.59,395.53,494.58,681.21,320.05,420.96,495.9,452.38,269.55,Upgrade
1,Trading Asset Securities,-,-,-,-,-,-,-,-,204.48,202.6,201.84,200.54,-,-,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,138.49,208.41,180.44,178.05,165.98,306.46,290.67,335.85,539.05,1169,604.28,900.12,395.53,494.58,681.21,320.05,420.96,495.9,452.38,269.55,Upgrade
3,Cash Growth,-16.56%,-31.99%,-37.92%,-46.99%,-69.21%,-73.78%,-51.90%,-62.69%,36.29%,136.29%,-11.29%,181.24%,-6.04%,-0.27%,50.58%,18.73%,64.10%,179.28%,74.14%,-5.37%,Upgrade
4,Accounts Receivable,159.65,207.18,73.55,101.76,43.54,33.18,20.51,31.06,55.56,119.86,141.94,155.24,151.74,210.61,341.86,300.3,282.48,360.72,471.57,430.57,Upgrade
5,Other Receivables,8.52,8.39,7.25,6.26,7.87,-,4.72,3.98,5.54,4.69,10.45,19.43,17.84,4.33,25.96,5.77,35.8,26.38,130.75,21.31,Upgrade
6,Receivables,168.17,215.57,80.8,108.02,51.41,33.18,25.23,35.03,61.09,124.56,152.4,174.67,169.58,214.95,367.83,306.07,318.28,387.11,602.32,451.88,Upgrade
7,Inventory,3848,3833,3896,3853,3963,3914,3890,3848,3934,3914,3816,3773,3706,3614,3373,3261,3084,2826,2655,2664,Upgrade
8,Prepaid Expenses,-,0,-,-,-,-,-,0.86,-,0.57,-,2.72,-,-,-,-,-,-,-,0.14,Upgrade
9,Other Current Assets,21.3,21.33,30.69,28.21,37.39,91.43,35.69,35.19,31.1,34.1,102.76,60.01,115.45,122.08,90.87,125.3,207.66,485.94,348.68,221.56,Upgrade
10,Total Current Assets,4176,4278,4188,4168,4218,4345,4241,4255,4565,5242,4675,4910,4387,4445,4513,4013,4031,4195,4058,3607,Upgrade
11,"Property, Plant & Equipment",935.45,961.11,982.01,1001,1024,1043,1060,1083,1097,1088,1108,1119,1125,1135,1139,1133,1144,1201,1156,1217,Upgrade
12,Long-Term Investments,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,Upgrade
13,Goodwill,131.78,131.78,131.78,131.78,146.93,146.93,146.93,146.93,146.93,146.93,146.93,146.93,146.93,146.93,146.93,146.93,146.93,146.93,146.93,146.93,Upgrade
14,Other Intangible Assets,1531,1542,1553,1564,1575,1585,1596,1607,1619,1630,1641,1657,1668,1679,1690,1701,1630,1503,1513,1523,Upgrade
15,Long-Term Deferred Tax Assets,61.13,61.69,61.03,61.53,66.14,66.07,66.18,69.74,66.46,66.88,67.39,67.86,61.69,52.3,46,47.92,7.23,6.72,8.37,8.54,Upgrade
16,Long-Term Deferred Charges,5.28,8.08,11.29,14.77,18.42,21.12,25.81,31.36,37.37,44.4,46.15,52.99,57.34,65.18,73.59,82.32,95.19,78.65,62.76,69.15,Upgrade
17,Other Long-Term Assets,45.21,45.65,46.17,47.33,47.49,47.87,52.9,49.32,54.14,60.49,50.27,44.23,12.67,12.93,13.19,13.49,56.58,13.98,57.1,14.51,Upgrade
18,Total Assets,6894,7036,6982,6997,7104,7263,7198,7251,7593,8286,7738,8001,7461,7540,7624,7140,7114,7149,7006,6589,Upgrade
19,Accounts Payable,119.81,86.74,38.92,38.05,36.17,27.06,37.52,36.57,45.16,66.9,85.79,128.12,167.17,232.99,198.6,214.2,384.39,333.04,355.35,453.52,Upgrade
20,Accrued Expenses,5.88,12.44,4.83,18.21,11.53,17.99,8.58,20.92,18.36,32.06,18.79,39.43,35.6,63.04,32.12,69.36,26.69,76.91,29.93,59.76,Upgrade
21,Short-Term Debt,1405,1526,1378,1327,1341,1428,1888,1730,2104,2756,2133,2251,1377,1437,1607,1843,1226,1126,1081,851.07,Upgrade
22,Current Portion of Long-Term Debt,200.75,136.71,180.83,46.09,137.44,97.27,18.53,50.82,56.6,53.34,57.64,35.27,-,-,-,-,-,-,-,-,Upgrade
23,Current Portion of Leases,-,1.01,-,2.94,-,0.28,-,5.19,-,4.26,-,4.3,-,-,-,-,-,-,-,-,Upgrade
24,Current Income Taxes Payable,15.8,1.55,13.53,3.93,13.73,1.44,11.63,1.44,21.37,1.44,15.03,6.71,23.77,11.5,32.68,2.36,39.98,12.4,50.89,13.09,Upgrade
25,Current Unearned Revenue,2.51,8.72,10.34,3.55,1.12,5.4,3.23,4.76,1.03,2.9,1.03,4.45,20.38,13.9,14.34,12.71,6.33,15.85,-,-,Upgrade
26,Other Current Liabilities,-,68.98,-,168.64,2.48,37.12,-,11.25,0.95,3.43,2.57,19.33,197.35,215.04,249.02,268.74,680.06,637.89,784.54,498.15,Upgrade
27,Total Current Liabilities,1750,1842,1627,1609,1543,1614,1967,1861,2248,2920,2314,2488,1821,1973,2134,2411,2363,2202,2302,1876,Upgrade
28,Long-Term Debt,780.26,789.79,894.86,893.52,903.6,948.25,505,542.37,520,520,520,570,692.3,592.05,542.05,542.05,541.97,542.07,192.07,99.67,Upgrade
29,Long-Term Leases,5.16,5.16,6.89,6.03,8.32,8.47,6.72,8.78,7.81,8.4,9.73,10.93,-,-,-,-,-,-,-,-,Upgrade
30,Long-Term Unearned Revenue,40.61,41.35,42.08,42.82,43.55,44.28,45.01,45.75,46.22,46.96,47.71,48.45,49.36,50.05,50.74,50.41,50.96,51.63,52.84,52.95,Upgrade
31,Long-Term Deferred Tax Liabilities,4.3,4.79,4.3,4.79,2.54,2.59,2.63,6.1,3.43,3.19,3.11,2.96,2.86,2.91,2.96,3.01,3.06,3.1,3.15,3.2,Upgrade
32,Other Long-Term Liabilities,-,-,-,-,-,-,21.44,-,27.19,-,-,-,-,-,-,134.05,167.86,241.55,321.26,394.43,Upgrade
33,Total Liabilities,2580,2683,2575,2556,2501,2618,2548,2464,2852,3499,2894,3121,2566,2618,2730,3140,3127,3040,2871,2426,Upgrade
34,Common Stock,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1034,1034,1034,1034,1034,Upgrade
35,Additional Paid-In Capital,1057,1057,1057,1057,1057,1057,1058,1109,1058,1058,1058,1058,1058,1058,1058,514.7,514.7,514.7,514.7,514.7,Upgrade
36,Retained Earnings,1818,1857,1910,1944,2109,2152,2205,2241,2295,2341,2397,2434,2443,2469,2446,2403,2390,2512,2537,2565,Upgrade
37,Treasury Stock,-2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
38,Comprehensive Income & Other,1.34,1.09,1,0.95,0.32,0.28,-,0.17,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
39,Total Common Equity,4219,4259,4312,4346,4510,4553,4607,4694,4698,4744,4799,4836,4846,4872,4848,3952,3939,4060,4086,4114,Upgrade
40,Minority Interest,95.12,94.43,94.29,95.07,92.43,92.23,42.04,92.41,42.98,43.63,44.24,44.86,49.21,49.58,47.17,47.77,47.49,48.09,48.82,49.15,Upgrade
41,Shareholders' Equity,4314,4353,4407,4441,4603,4645,4649,4787,4741,4787,4843,4881,4895,4921,4895,4000,3987,4109,4135,4163,Upgrade
42,Total Liabilities & Equity,6894,7036,6982,6997,7104,7263,7198,7251,7593,8286,7738,8001,7461,7540,7624,7140,7114,7149,7006,6589,Upgrade
43,Total Debt,2391,2458,2461,2276,2390,2482,2418,2337,2689,3342,2720,2871,2069,2029,2149,2385,1768,1668,1273,950.74,Upgrade
44,Net Cash (Debt),-2252,-2250,-2281,-2098,-2224,-2176,-2127,-2002,-2150,-2174,-2116,-1971,-1674,-1534,-1468,-2065,-1347,-1172,-820.77,-681.19,Upgrade
45,Net Cash Per Share,-1.77,-1.26,-2.03,-1.46,-1.57,-1.53,-1.87,-1.46,-1.46,-1.55,-1.72,-1.53,-1.23,-1.24,-1.04,-1.95,-1.41,-0.97,-0.89,-0.63,Upgrade
46,Filing Date Shares Outstanding,1343,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1034,1034,1034,1034,1034,Upgrade
47,Total Common Shares Outstanding,1343,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1034,1034,1034,1034,1034,Upgrade
48,Working Capital,2427,2436,2561,2559,2674,2731,2274,2394,2317,2322,2361,2422,2565,2472,2379,1602,1668,1993,1757,1731,Upgrade
49,Book Value Per Share,3.14,3.17,3.21,3.23,3.35,3.39,3.43,3.49,3.49,3.53,3.57,3.60,3.60,3.62,3.61,3.82,3.81,3.93,3.95,3.98,Upgrade
50,Tangible Book Value,2556,2585,2627,2650,2788,2821,2864,2940,2932,2967,3011,3032,3031,3046,3011,2104,2162,2410,2426,2444,Upgrade
51,Tangible Book Value Per Share,1.90,1.92,1.95,1.97,2.07,2.10,2.13,2.19,2.18,2.21,2.24,2.26,2.25,2.27,2.24,2.03,2.09,2.33,2.35,2.36,Upgrade
52,Buildings,-,752.53,-,750.79,-,747.71,-,747.18,-,747.43,-,753.78,-,732.4,-,708.14,-,701.28,-,701.28,Upgrade
53,Machinery,-,842.39,-,842.04,-,839.11,-,844.46,-,813.5,-,802.58,-,647.88,-,773.39,-,116.52,-,774.59,Upgrade
54,Construction In Progress,-,4.54,-,4.46,-,12.01,-,8.42,-,8.82,-,5.33,-,63.17,-,56.28,-,52.39,-,46.84,Upgrade
