,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Cash & Equivalents,10.73,16.4,26.82,14.85,23.17,33.57,36.03,40.22,62.08,70.13,Upgrade
1,Cash & Short-Term Investments,10.73,16.4,26.82,14.85,23.17,33.57,36.03,40.22,62.08,70.13,Upgrade
2,Cash Growth,-60.00%,10.42%,15.76%,-55.76%,-35.69%,-16.55%,-41.96%,-42.65%,-1.41%,122.20%,Upgrade
3,Accounts Receivable,1.43,4.95,2.48,2.79,2.5,3.03,8.91,3.62,1.82,4.13,Upgrade
4,Other Receivables,0.06,-,5.44,-,3.36,-,0.6,-,-,-,Upgrade
5,Receivables,3.76,7.11,9.99,4.95,7.86,3.03,9.51,3.62,1.82,4.13,Upgrade
6,Inventory,0.22,1.82,0.87,1.22,1.06,1.57,4.93,1.34,0.77,0.91,Upgrade
7,Prepaid Expenses,15.34,13.33,0.77,5.11,0.71,6.93,0.82,10.89,1.15,3.58,Upgrade
8,Other Current Assets,-,-,9.83,-,3.25,-,10.81,-,3.03,-,Upgrade
9,Total Current Assets,30.05,38.66,48.27,26.13,36.05,45.1,62.1,56.07,68.84,78.75,Upgrade
10,"Property, Plant & Equipment",16.91,18.99,21.2,22.79,20.75,25.45,31.27,32.89,34.37,29.35,Upgrade
11,Other Intangible Assets,-,-,-,-,0.03,0.08,0.13,0.18,0.23,0.28,Upgrade
12,Other Long-Term Assets,1.72,1.73,1.78,1.76,0.89,0.97,0.94,1.07,0.96,0.91,Upgrade
13,Total Assets,48.68,59.39,71.25,50.69,57.71,71.6,94.44,90.21,104.4,109.29,Upgrade
14,Accounts Payable,0.14,-,0.38,0.11,0.71,3.53,13.99,0.31,2.42,0.45,Upgrade
15,Accrued Expenses,3.92,2.29,3.68,2.33,19.97,6,15.12,4.75,8.03,2.69,Upgrade
16,Current Portion of Leases,0.67,1.22,1.88,1.94,1.59,3.58,1.7,0.67,0.3,0.88,Upgrade
17,Current Income Taxes Payable,-,0.45,0.37,0.37,-,-,0,0,0.01,0.01,Upgrade
18,Current Unearned Revenue,-,-,-,-,1.59,4.5,0.04,0.06,-,-,Upgrade
19,Other Current Liabilities,-,2.74,-,3.71,-,10.87,-,6.29,-,4.13,Upgrade
20,Total Current Liabilities,4.72,6.7,6.3,8.46,23.86,28.48,30.85,12.08,10.76,8.16,Upgrade
21,Long-Term Leases,2.23,2.57,2.89,3.79,-,-,0.3,0.24,-,-,Upgrade
22,Total Liabilities,6.95,9.26,9.2,12.25,23.86,28.48,31.15,12.31,10.76,8.16,Upgrade
23,Common Stock,135.63,135.63,135.63,113.63,113.63,113.63,113.63,113.63,113.63,113.63,Upgrade
24,Additional Paid-In Capital,-,477.64,477.67,471.91,471.91,471.91,471.91,471.91,471.91,471.91,Upgrade
25,Retained Earnings,-,-562.73,-552.99,-548.41,-548.85,-539.38,-523.48,-511.65,-498.62,-490.48,Upgrade
26,Comprehensive Income & Other,-89.63,3.46,4.52,4.26,4.88,4.41,5.96,6.98,7.82,5.94,Upgrade
27,Total Common Equity,46,54,64.83,41.39,41.57,50.57,68.02,80.87,94.73,101,Upgrade
28,Minority Interest,-4.27,-3.88,-2.77,-2.95,-7.71,-7.45,-4.73,-2.98,-1.09,0.14,Upgrade
29,Shareholders' Equity,41.73,50.12,62.06,38.44,33.86,43.12,63.29,77.89,93.65,101.13,Upgrade
30,Total Liabilities & Equity,48.68,59.39,71.25,50.69,57.71,71.6,94.44,90.21,104.4,109.29,Upgrade
31,Total Debt,2.89,3.79,4.77,5.73,1.59,3.58,2,0.91,0.3,0.88,Upgrade
32,Net Cash (Debt),7.83,12.61,22.05,9.12,21.58,29.99,34.03,39.32,61.78,69.25,Upgrade
33,Net Cash Growth,-64.47%,38.22%,2.18%,-69.57%,-36.59%,-23.74%,-44.92%,-43.22%,0.67%,119.40%,Upgrade
34,Net Cash Per Share,0.01,0.01,0.02,0.01,0.02,-,0.03,0.03,0.05,0.06,Upgrade
35,Filing Date Shares Outstanding,1356,1356,1356,1136,1136,1136,1136,1136,1136,1136,Upgrade
36,Total Common Shares Outstanding,1356,1356,1356,1136,1136,1136,1136,1136,1136,1136,Upgrade
37,Working Capital,25.33,31.96,41.97,17.67,12.19,16.62,31.25,43.99,58.09,70.59,Upgrade
38,Book Value Per Share,0.03,0.04,0.05,0.04,0.04,0.04,0.06,0.07,0.08,0.09,Upgrade
39,Tangible Book Value,46,54,64.83,41.39,41.54,50.49,67.89,80.7,94.51,100.72,Upgrade
40,Tangible Book Value Per Share,0.03,0.04,0.05,0.04,0.04,0.04,0.06,0.07,0.08,0.09,Upgrade
41,Land,-,10.99,-,11.21,-,10.76,-,17.78,-,16.72,Upgrade
42,Buildings,-,4.47,-,4.56,-,4.39,-,4.94,-,4.66,Upgrade
43,Machinery,-,18.68,-,19.14,-,28.73,-,28.97,-,25.57,Upgrade
44,Leasehold Improvements,-,0.01,-,0.01,-,1.97,-,1.86,-,0.01,Upgrade
