,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,186,277,186,217,352,499,683,1263,519,279,321,Upgrade
1,Market Cap Growth,27.42%,27.42%,-47.26%,-56.49%,-48.46%,-60.47%,31.69%,353.39%,61.34%,-48.44%,-38.24%,Upgrade
2,Enterprise Value,271,248,173,219,174,487,740,1342,581,368,404,Upgrade
3,Last Close Price,0.53,0.79,0.53,0.62,1.33,1.89,2.59,4.78,1.95,1.04,1.19,Upgrade
4,PE Ratio,167.03,-,3.34,2.65,5.40,-13.56,-,17.85,7.19,-9.87,-,Upgrade
5,PS Ratio,0.37,0.54,0.13,0.09,0.17,0.34,0.34,0.70,0.45,0.49,0.89,Upgrade
6,PB Ratio,0.36,0.54,0.34,0.42,0.88,1.40,1.94,3.12,1.33,0.89,1.07,Upgrade
7,P/TBV Ratio,0.80,0.80,0.62,0.42,0.88,1.40,1.94,3.12,1.33,0.89,1.07,Upgrade
8,P/FCF Ratio,-,-,38.77,-,-,2.11,7.21,313.51,-,-15.61,-,Upgrade
9,P/OCF Ratio,2.97,-,3.16,-,1.47,1.84,6.67,28.61,20.67,-42.10,-,Upgrade
10,EV/Sales Ratio,0.53,0.49,0.12,0.09,0.08,0.33,0.37,0.74,0.51,0.65,1.12,Upgrade
11,EV/EBITDA Ratio,11.62,-,1.85,1.68,1.52,-108.85,-,24.86,10.27,337.97,-,Upgrade
12,EV/EBIT Ratio,-,-,2.49,2.19,1.97,-24.74,-,37.87,15.37,-21.66,-,Upgrade
13,EV/FCF Ratio,-10.98,-,36.11,-,-,2.06,7.82,333.27,-,-20.64,-,Upgrade
14,Debt / Equity Ratio,0.32,0.32,0.24,0.13,0.36,0.53,0.63,0.56,0.58,0.60,0.63,Upgrade
15,Debt / FCF Ratio,-,-,27.57,-,-,0.79,2.35,56.15,-,-10.49,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,10.38%,18.95%,21.23%,-5.23%,-,7.18%,6.71%,-3.60%,-,Upgrade
17,Earnings Yield,0.60%,0.40%,29.98%,37.73%,18.51%,-7.37%,-5.40%,5.60%,13.90%,-10.13%,-24.81%,Upgrade
18,FCF Yield,-13.29%,-8.92%,2.58%,-83.89%,19.44%,47.35%,13.86%,0.32%,-3.27%,-6.41%,-11.43%,Upgrade
19,Buyback Yield / Dilution,-32.07%,-30.98%,-33.17%,-1.85%,-0.25%,0.87%,1.63%,1.24%,-3.97%,-9.09%,-3.92%,Upgrade
20,Total Shareholder Return,-32.07%,-30.98%,-33.17%,-1.85%,-0.25%,0.87%,1.63%,1.24%,-3.97%,-9.09%,-3.92%,Upgrade
