,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,73.86,146.13,72.77,124.67,311.78,191.29,140.43,124.4,114.1,89.8,Upgrade
1,Cash & Short-Term Investments,73.86,146.13,72.77,124.67,311.78,191.29,140.43,124.4,114.1,89.8,Upgrade
2,Cash Growth,1.49%,17.22%,-76.66%,-34.83%,122.01%,53.77%,23.07%,38.53%,126.49%,41.56%,Upgrade
3,Accounts Receivable,16.86,30.31,46.52,40.36,31.15,26.12,27.18,36.73,26.41,25.72,Upgrade
4,Other Receivables,0.63,1.46,8.02,2.16,4.1,3.88,3.67,1.26,4.39,3.32,Upgrade
5,Receivables,17.5,31.78,54.53,42.52,35.25,30,30.85,37.99,30.79,29.04,Upgrade
6,Inventory,16.25,9.7,52.6,49.46,34.23,92.64,80.16,71.59,43.75,65.25,Upgrade
7,Prepaid Expenses,7.27,7.27,7.28,7.28,7.28,7.28,7.28,7.28,7.28,7.28,Upgrade
8,Other Current Assets,267.96,40.9,44.5,90.95,95.4,121.37,223.03,148.28,126.15,38.61,Upgrade
9,Total Current Assets,382.83,235.78,231.68,314.87,483.94,442.58,481.76,389.54,322.07,229.97,Upgrade
10,"Property, Plant & Equipment",299.01,386.2,316.29,312.07,229.34,212.68,218.48,227.04,239.51,264.21,Upgrade
11,Long-Term Investments,14.69,11.18,11.56,13.4,6.41,4.26,3.98,4.47,4.38,4.23,Upgrade
12,Other Intangible Assets,155.86,222.17,-,-,-,-,-,-,-,-,Upgrade
13,Other Long-Term Assets,45.29,13.97,107.06,105.71,46.46,46.45,41.46,41.46,11,11,Upgrade
14,Total Assets,897.68,869.3,666.59,746.05,766.14,705.97,745.68,662.51,576.95,509.41,Upgrade
15,Accounts Payable,23.26,48.89,23.66,34.41,146.43,27.43,46.61,19.19,30.52,10.53,Upgrade
16,Accrued Expenses,3.27,6.03,4.26,7.91,5.57,9.09,10.9,7.74,7.63,7.29,Upgrade
17,Short-Term Debt,151.9,118,60,115.4,102,60,60,60,40,40,Upgrade
18,Current Portion of Long-Term Debt,-,-,-,8,57.83,116.32,70.02,-,-,-,Upgrade
19,Current Portion of Leases,1.08,0.48,1,0.93,0.29,0.82,1.1,1.18,1.2,2.38,Upgrade
20,Current Income Taxes Payable,4.51,19.24,11.28,12.77,1.73,-,4.18,-,-,-,Upgrade
21,Current Unearned Revenue,42.89,4.09,44.89,166.84,70.23,125.85,97.2,47.43,42.53,2.47,Upgrade
22,Other Current Liabilities,105.32,64.62,32.58,31.68,60.42,57.92,45.31,52.75,24.28,35.68,Upgrade
23,Total Current Liabilities,332.23,261.34,177.66,377.96,444.49,397.43,335.31,188.28,146.17,98.34,Upgrade
24,Long-Term Debt,-,-,-,-,-,4.33,56.66,129.52,127.94,122.51,Upgrade
25,Long-Term Leases,0.3,1.39,-,1.84,-,-,0.27,0.72,1.41,5.08,Upgrade
26,Long-Term Unearned Revenue,-,0.08,1.39,0.15,0.19,0.23,0.19,0.31,0.27,0.31,Upgrade
27,Long-Term Deferred Tax Liabilities,-,-,0.14,-,5.41,5.41,5.41,5.41,4.85,5.41,Upgrade
28,Other Long-Term Liabilities,86.11,114.61,12.52,12.11,11.73,11.36,11,10.65,10.31,9.98,Upgrade
29,Total Liabilities,418.64,377.42,191.7,392.06,461.83,418.76,408.84,334.89,290.95,241.64,Upgrade
30,Common Stock,11.8,11.8,11.8,8.57,8.57,8.57,8.58,8.64,8.74,8.74,Upgrade
31,Additional Paid-In Capital,774.22,774.22,774.22,687.85,687.85,687.85,688.95,695.49,697.25,697.33,Upgrade
32,Retained Earnings,-266.82,-179.35,-262.38,-229.87,-338.21,-287.51,-306.88,-256.2,-394.1,-344.51,Upgrade
33,Treasury Stock,-,-,-,-,-,-,-,-,-0.05,-,Upgrade
34,Comprehensive Income & Other,-40.16,-114.79,-48.76,-112.56,-53.9,-121.7,-53.82,-120.32,-25.85,-93.79,Upgrade
35,Total Common Equity,479.04,491.88,474.89,353.98,304.31,287.21,336.83,327.62,286,267.77,Upgrade
36,Shareholders' Equity,479.04,491.88,474.89,353.98,304.31,287.21,336.83,327.62,286,267.77,Upgrade
37,Total Liabilities & Equity,897.68,869.3,666.59,746.05,766.14,705.97,745.68,662.51,576.95,509.41,Upgrade
38,Total Debt,153.28,119.87,61,126.18,160.12,181.46,188.04,191.42,170.55,169.98,Upgrade
39,Net Cash (Debt),-79.42,26.27,11.77,-1.51,151.65,9.82,-47.61,-67.02,-56.45,-80.18,Upgrade
40,Net Cash Growth,-,-,-92.24%,-,-,-,-,-,-,-,Upgrade
41,Net Cash Per Share,-0.23,0.07,0.04,-0.01,0.58,0.04,-0.18,-0.25,-0.21,-0.31,Upgrade
42,Filing Date Shares Outstanding,350.29,350.29,350.29,262.7,262.22,262.7,264.53,264.7,267.85,267.89,Upgrade
43,Total Common Shares Outstanding,350.29,350.29,350.29,262.7,262.22,262.7,264.53,264.7,267.85,267.89,Upgrade
44,Working Capital,50.6,-25.56,54.02,-63.08,39.44,45.15,146.45,201.25,175.9,131.63,Upgrade
45,Book Value Per Share,1.37,1.40,1.36,1.35,1.16,1.09,1.27,1.24,1.07,1.00,Upgrade
46,Tangible Book Value,323.18,269.71,474.89,353.98,304.31,287.21,336.83,327.62,286,267.77,Upgrade
47,Tangible Book Value Per Share,0.92,0.77,1.36,1.35,1.16,1.09,1.27,1.24,1.07,1.00,Upgrade
48,Buildings,112.5,211.18,207.13,206.02,107.53,110.33,110.27,110.27,131.2,131.76,Upgrade
49,Machinery,56.74,241.4,236.85,228.29,186.09,178,178.85,178.37,175.8,201.81,Upgrade
50,Construction In Progress,86.63,47.02,32.89,26.33,81.22,68.79,68.33,68.33,68.33,70.99,Upgrade
