,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,974,1486,2669,3990,9627,4644,6588,8765,19109,8227,10900,Upgrade
1,Market Cap Growth,-62.75%,-62.75%,-72.27%,-14.08%,46.14%,-47.02%,-65.53%,6.53%,75.31%,-32.28%,-17.26%,Upgrade
2,Enterprise Value,1791,2515,3660,5073,10448,5621,7308,9844,20323,9495,11420,Upgrade
3,Last Close Price,0.90,1.37,2.42,3.59,8.60,4.13,5.81,7.72,16.72,7.20,9.56,Upgrade
4,PE Ratio,-,-,-,-51.92,-,-,-,-,8758.94,-,33.82,Upgrade
5,Forward PE,-,6.71,9.59,10.94,65.08,25.19,13.54,13.95,41.09,20.36,18.92,Upgrade
6,PS Ratio,0.16,0.25,0.41,0.68,1.79,0.75,0.87,1.10,2.94,1.43,1.61,Upgrade
7,PB Ratio,1.01,1.43,1.91,2.47,5.60,2.39,2.67,3.21,6.88,3.59,4.08,Upgrade
8,P/TBV Ratio,1.55,1.55,2.03,2.58,5.85,2.46,2.73,3.26,6.94,3.61,4.11,Upgrade
9,P/FCF Ratio,1.39,2.11,3.45,7.15,17.72,8.74,8.80,6.95,18.59,45.12,-,Upgrade
10,P/OCF Ratio,1.44,1.44,2.13,3.54,9.66,4.86,5.12,4.80,12.67,9.45,9.54,Upgrade
11,PEG Ratio,3.18,3.18,3.18,3.18,9.30,0.49,0.49,0.47,1.33,0.55,1.04,Upgrade
12,EV/Sales Ratio,0.30,0.43,0.56,0.86,1.95,0.91,0.97,1.24,3.13,1.65,1.69,Upgrade
13,EV/EBITDA Ratio,2.12,8.62,7.91,12.36,75.37,-,11.60,9.84,34.10,-,11.30,Upgrade
14,EV/EBIT Ratio,-,-,-,1293.83,-,-,126.98,20.94,184.48,-,17.62,Upgrade
15,EV/FCF Ratio,2.55,3.58,4.72,9.09,19.23,10.58,9.77,7.80,19.77,52.07,-,Upgrade
16,Debt / Equity Ratio,1.43,1.43,1.20,1.04,0.98,0.87,0.83,0.78,0.85,1.01,0.83,Upgrade
17,Debt / FCF Ratio,2.12,2.12,2.16,3.02,3.09,3.17,2.75,1.68,2.29,12.71,-,Upgrade
18,Return on Capital Employed (ROCE),-,-,-,0.15%,-,-,1.47%,11.15%,2.44%,-,14.81%,Upgrade
19,Earnings Yield,-52.35%,-34.32%,-8.23%,-1.93%,-4.15%,-13.19%,-5.46%,2.84%,0.01%,-1.75%,2.96%,Upgrade
20,FCF Yield,72.17%,47.32%,29.02%,13.99%,5.64%,11.44%,11.36%,14.39%,5.38%,2.22%,3.03%,Upgrade
21,Dividend Yield,3.42%,-,2.55%,1.69%,0.74%,1.59%,1.18%,0.87%,0.40%,1.13%,1.26%,Upgrade
22,Buyback Yield / Dilution,0.07%,0.03%,0.14%,2.74%,3.02%,0.42%,0.97%,-0.51%,-0.87%,0.57%,-0.48%,Upgrade
23,Total Shareholder Return,3.49%,0.03%,2.68%,4.42%,3.75%,2.01%,2.15%,0.36%,-0.47%,1.70%,0.79%,Upgrade
