,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,310.03,129.37,175.71,300.71,240.41,920.53,463.67,1097,253.96,785.19,Upgrade
1,Trading Asset Securities,382.95,526.74,530.43,290.19,538.55,-,734.13,-,766.32,71.3,Upgrade
2,Cash & Short-Term Investments,692.98,656.11,706.14,590.9,778.96,920.53,1198,1097,1020,856.49,Upgrade
3,Cash Growth,-1.86%,11.04%,-9.35%,-35.81%,-34.97%,-16.11%,17.40%,28.12%,-25.31%,-36.12%,Upgrade
4,Accounts Receivable,15.68,37.7,6.99,17.05,29.58,7.21,7.75,35.5,21.3,36.17,Upgrade
5,Other Receivables,339.08,326.67,299.69,219.17,294.69,54.76,53.1,56.52,22.75,20.67,Upgrade
6,Receivables,354.76,364.37,306.68,236.21,324.27,61.96,60.85,92.02,77.55,116.84,Upgrade
7,Inventory,254.1,345.54,549.33,614.49,479.99,598.96,529.28,690.92,577.13,711.77,Upgrade
8,Prepaid Expenses,24.98,28.83,27.8,24.98,25.3,32.18,40.95,30.62,23.83,43.7,Upgrade
9,Restricted Cash,160.84,143.69,97.44,61.52,62.47,66.27,2.11,37.61,-,-,Upgrade
10,Other Current Assets,1.92,1.06,6.79,3.75,16.83,316.48,278.7,269.07,333.05,277.84,Upgrade
11,Total Current Assets,1490,1540,1694,1532,1688,1996,2110,2218,2032,2007,Upgrade
12,"Property, Plant & Equipment",1667,2148,2324,2379,2385,2691,2830,3268,3104,3389,Upgrade
13,Long-Term Investments,237.69,227.42,99.97,149.16,49,49,10,-,-,-,Upgrade
14,Other Intangible Assets,7.49,6.6,1.76,2.01,2.27,2.4,1.22,1.98,2.49,3.48,Upgrade
15,Long-Term Deferred Tax Assets,3.92,8.86,71.82,73.22,73.23,43.02,119.25,86.2,158.77,79.19,Upgrade
16,Other Long-Term Assets,160.62,185.4,190.13,175.37,173.17,169.58,204.33,206.06,155.85,147.18,Upgrade
17,Total Assets,3566,4116,4382,4310,4370,4951,5274,5780,5453,5626,Upgrade
18,Accounts Payable,249.8,269.11,226.11,242.73,208.52,250.69,271.88,341.23,280.79,350.08,Upgrade
19,Accrued Expenses,485.77,485.6,627.15,389.93,611.46,500.42,551.56,578.06,672.27,522.66,Upgrade
20,Short-Term Debt,378.66,248.58,207.87,58.68,30,75.8,50.67,20,187.93,-,Upgrade
21,Current Portion of Leases,220.38,379.04,439.82,493.23,453.15,509.49,538.59,564.76,495.97,464.49,Upgrade
22,Current Income Taxes Payable,9.8,14.07,16.34,35.74,36.59,10.11,27.09,45.63,24.56,96.07,Upgrade
23,Current Unearned Revenue,402.66,416.49,390.01,401.21,337.42,317.92,327.87,303.67,227.56,147.61,Upgrade
24,Other Current Liabilities,-,71.92,-,153.02,-,103.45,-,125.47,-,132.86,Upgrade
25,Total Current Liabilities,1747,1885,1907,1775,1677,1768,1768,1979,1889,1714,Upgrade
26,Long-Term Leases,785.78,894.02,911.96,933.99,954.08,1090,1173,1400,1429,1514,Upgrade
27,Long-Term Unearned Revenue,5.46,5.92,6.83,23.76,24.4,25.03,25.66,26.16,27.15,10.1,Upgrade
28,Long-Term Deferred Tax Liabilities,-,-,-,-,2.89,3.96,-,-,-,-,Upgrade
29,Other Long-Term Liabilities,60.16,61.6,60.98,56.42,54.68,53.33,35.01,34.54,16.34,1.22,Upgrade
30,Total Liabilities,2598,2846,2887,2789,2713,2940,3001,3440,3362,3239,Upgrade
31,Common Stock,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,Upgrade
32,Additional Paid-In Capital,280.16,307.89,337.89,364.32,394.26,418.61,446.9,472.27,493.98,539.82,Upgrade
33,Retained Earnings,770.45,1043,1245,1243,1316,1596,1839,1889,1632,1887,Upgrade
34,Treasury Stock,-155.69,-158.48,-158.48,-161.99,-107.23,-63.72,-63.72,-68.12,-68.12,-78.49,Upgrade
35,Comprehensive Income & Other,5.06,8.48,7,12.61,10.44,18.73,15.84,25.56,18.76,26.78,Upgrade
36,Total Common Equity,900.14,1201,1432,1458,1614,1970,2238,2319,2077,2375,Upgrade
37,Minority Interest,67.75,68.6,63.29,63.58,43.1,41.71,34.62,21.29,14.23,11.4,Upgrade
38,Shareholders' Equity,967.9,1270,1495,1521,1657,2011,2273,2340,2091,2387,Upgrade
39,Total Liabilities & Equity,3566,4116,4382,4310,4370,4951,5274,5780,5453,5626,Upgrade
40,Total Debt,1385,1522,1560,1486,1437,1675,1762,1985,2113,1978,Upgrade
41,Net Cash (Debt),-691.84,-865.53,-853.52,-895,-658.27,-754.56,-564.47,-887.72,-1093,-1122,Upgrade
42,Net Cash Per Share,-0.66,-0.83,-0.82,-0.86,-0.62,-0.70,-0.53,-0.82,-1.02,-1.04,Upgrade
43,Filing Date Shares Outstanding,1083,1085,1085,1084,1084,1082,1081,1075,1079,1076,Upgrade
44,Total Common Shares Outstanding,1083,1085,1085,1084,1084,1082,1081,1075,1079,1076,Upgrade
45,Working Capital,-257.5,-345.22,-213.13,-242.71,10.68,228.5,342.02,238.76,142.78,292.88,Upgrade
46,Book Value Per Share,0.83,1.11,1.32,1.34,1.49,1.82,2.07,2.16,1.93,2.21,Upgrade
47,Tangible Book Value,892.65,1195,1430,1456,1612,1967,2237,2317,2075,2372,Upgrade
48,Tangible Book Value Per Share,0.82,1.10,1.32,1.34,1.49,1.82,2.07,2.16,1.92,2.20,Upgrade
49,Buildings,-,106.76,-,106.76,-,105.41,-,103.98,-,103.98,Upgrade
50,Machinery,-,331.06,-,305,-,303.87,-,276.63,-,252.95,Upgrade
51,Construction In Progress,-,106.13,-,133.61,-,98.48,-,77.21,-,53.68,Upgrade
52,Leasehold Improvements,-,2497,-,2301,-,2162,-,2232,-,1998,Upgrade
