,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Revenue,251.42,308.84,269.38,235.02,266.29,320.44,374.12,343.44,1099,291.14,Upgrade
1,Revenue Growth (YoY),-6.67%,31.41%,1.16%,-26.66%,-28.82%,-6.69%,-65.97%,17.96%,187.24%,-28.50%,Upgrade
2,Cost of Revenue,193.18,245.33,211.97,172.79,220.72,277.82,328.92,298.93,983.29,249.11,Upgrade
3,Gross Profit,58.24,63.51,57.42,62.23,45.57,42.62,45.2,44.5,116.1,42.03,Upgrade
4,"Selling, General & Admin",66.2,50.7,56.24,86.66,92.34,63.23,60.25,71.3,54.59,57,Upgrade
5,Operating Expenses,66.2,50.7,56.24,86.66,92.34,63.23,60.25,71.3,54.59,57,Upgrade
6,Operating Income,-7.95,12.81,1.18,-24.43,-46.77,-20.61,-15.05,-26.8,61.51,-14.97,Upgrade
7,Interest Expense,-105.93,-107.75,-105.55,-91.52,-48.75,-38.83,-36.02,-36.97,-41.98,-56.87,Upgrade
8,Interest & Investment Income,8.54,8.81,9.13,9.39,3.09,2.02,1.85,2.03,3.27,8.24,Upgrade
9,Earnings From Equity Investments,-7.71,-10.6,-8.01,-5.99,-4.68,37.61,59.25,-9.86,-3.65,-18.62,Upgrade
10,Currency Exchange Gain (Loss),-,-,-,-,-,5.62,-,29.39,12.62,-,Upgrade
11,Other Non Operating Income (Expenses),1.48,0.85,1.25,1.96,1.66,1.37,0.44,-2.6,7.16,0.59,Upgrade
12,EBT Excluding Unusual Items,-111.57,-95.89,-102.01,-110.6,-95.44,-12.83,10.47,-44.81,38.94,-81.62,Upgrade
13,Gain (Loss) on Sale of Investments,2.91,-3.46,1.98,-8.2,-24.59,2.11,-52.01,17.31,-21.65,20.25,Upgrade
14,Gain (Loss) on Sale of Assets,25.73,15.95,-,2.23,-,-0,0.38,0.01,0.26,0.63,Upgrade
15,Asset Writedown,103.2,105.94,117.36,157.71,140.98,29.9,104.85,6.88,83.07,123.58,Upgrade
16,Other Unusual Items,-,2.37,-,0.37,3.02,1.2,-,9.46,0.1,-,Upgrade
17,Pretax Income,20.26,24.91,17.34,41.52,23.97,20.38,63.7,-11.15,100.71,62.84,Upgrade
18,Income Tax Expense,-1.07,4.15,-2.94,13.99,2.67,-6.59,-0.62,-49.11,22.49,5.28,Upgrade
19,Earnings From Continuing Operations,21.34,20.76,20.28,27.54,21.31,26.96,64.32,37.96,78.23,57.56,Upgrade
20,Minority Interest in Earnings,-,0.1,-0.03,0.03,-,0.04,0.04,0.04,0.03,0.03,Upgrade
21,Net Income,21.34,20.86,20.24,27.56,21.31,27,64.35,38,78.26,57.6,Upgrade
22,Net Income to Common,21.34,20.86,20.24,27.56,21.31,27,64.35,38,78.26,57.6,Upgrade
23,Net Income Growth,5.40%,-24.33%,-4.99%,2.08%,-66.89%,-28.94%,-17.77%,-34.02%,23.77%,-61.71%,Upgrade
24,Shares Outstanding (Basic),916,916,919,920,945,962,968,974,992,1007,Upgrade
25,Shares Outstanding (Diluted),916,916,919,920,945,962,968,974,992,1007,Upgrade
26,Shares Change (YoY),-0.31%,-0.46%,-2.81%,-4.36%,-2.39%,-1.22%,-2.34%,-3.29%,-2.14%,-1.24%,Upgrade
27,EPS (Basic),0.02,0.02,0.02,0.03,0.02,0.03,0.07,0.04,0.08,0.06,Upgrade
28,EPS (Diluted),0.02,0.02,0.02,0.03,0.02,0.03,0.07,0.04,0.08,0.06,Upgrade
29,EPS Growth,5.89%,-22.79%,-2.39%,5.09%,-66.08%,-27.56%,-15.77%,-32.26%,26.44%,-61.23%,Upgrade
30,Free Cash Flow,-180.28,-13.11,-216.21,-202.51,113.97,-155.61,-263,774.35,-147.4,-422,Upgrade
31,Free Cash Flow Per Share,-0.20,-0.01,-0.24,-0.22,0.12,-0.16,-0.27,0.79,-0.15,-0.42,Upgrade
32,Dividend Per Share,-,-,-,0.018,0.005,0.030,0.005,0.030,0.005,0.030,Upgrade
33,Dividend Growth,-,-,-,-40.00%,0%,0%,0%,0%,0%,0%,Upgrade
34,Operating Margin,-3.16%,4.15%,0.44%,-10.40%,-17.56%,-6.43%,-4.02%,-7.80%,5.59%,-5.14%,Upgrade
35,Profit Margin,8.49%,6.75%,7.51%,11.73%,8.00%,8.43%,17.20%,11.07%,7.12%,19.78%,Upgrade
36,Free Cash Flow Margin,-71.70%,-4.24%,-80.26%,-86.17%,42.80%,-48.56%,-70.30%,225.47%,-13.41%,-144.95%,Upgrade
37,EBITDA,-5.32,16.51,3.69,-20.54,-42.66,-16.12,-9.72,-21.76,69.77,-9.85,Upgrade
38,D&A For EBITDA,2.64,3.7,2.51,3.89,4.11,4.49,5.34,5.04,8.26,5.11,Upgrade
39,EBIT,-7.95,12.81,1.18,-24.43,-46.77,-20.61,-15.05,-26.8,61.51,-14.97,Upgrade
