,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,32,536,668,93,30,36,75,195,174,174,181,Upgrade
1,Market Cap Growth,2393.30%,475.38%,2110.49%,160.00%,-59.81%,-81.67%,-56.67%,12.50%,-4.00%,-40.00%,-68.35%,Upgrade
2,Enterprise Value,107,582,871,241,695,776,774,718,672,465,706,Upgrade
3,Last Close Price,0.28,5.61,7.00,1.17,1.80,2.14,4.94,12.82,11.40,11.40,11.88,Upgrade
4,PE Ratio,30.62,-,-,0.16,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,0.22,10.78,-,1.09,-,0.69,-,0.19,0.14,0.16,0.19,Upgrade
6,PB Ratio,-6.74,-6.74,-7.63,-0.64,-0.04,-0.05,-0.28,1.27,0.53,0.33,0.27,Upgrade
7,P/TBV Ratio,-,-,-,-,-,-,-,1.28,0.52,0.33,0.27,Upgrade
8,P/FCF Ratio,-,-,-,-,-,1.97,-,-,-,-,-0.64,Upgrade
9,P/OCF Ratio,-,-,-,-,-,1.97,-,-,-,-,-0.75,Upgrade
10,EV/Sales Ratio,0.95,11.72,-,2.81,-,14.93,-,0.69,0.53,0.43,0.73,Upgrade
11,EV/FCF Ratio,-,-,-,-,-,42.68,-,-,-,-,-2.51,Upgrade
12,Debt / Equity Ratio,-1.08,-1.08,-0.98,-1.69,-0.20,-0.91,-2.75,4.74,1.88,1.11,0.58,Upgrade
13,Debt / FCF Ratio,-,-,-,-,-,37.16,-,-,-,-,-1.41,Upgrade
14,Earnings Yield,3.27%,-4.54%,-,618.12%,-,-1300.79%,-,-191.67%,-207.67%,-311.45%,-331.49%,Upgrade
15,FCF Yield,-12.65%,-3.13%,-,-19.87%,-,50.78%,-,-106.45%,-150.18%,-73.88%,-155.66%,Upgrade
16,Buyback Yield / Dilution,-310.96%,-136.69%,-,-174.70%,-,-1.31%,-,-0.19%,-,-,-18.66%,Upgrade
17,Total Shareholder Return,-310.96%,-136.69%,-,-174.70%,-,-1.31%,-,-0.19%,-,-,-18.66%,Upgrade
