,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Oct '24 Oct 31, 2024","Apr '24 Apr 30, 2024","Oct '23 Oct 31, 2023","Apr '23 Apr 30, 2023","Oct '22 Oct 31, 2022","Apr '22 Apr 30, 2022","Oct '21 Oct 31, 2021","Apr '21 Apr 30, 2021","Oct '20 Oct 31, 2020","Apr '20 Apr 30, 2020",+2 Quarters
0,Market Capitalization,81,101,140,217,303,270,393,453,520,453,420,Upgrade
1,Market Cap Growth,-53.23%,-53.23%,-53.85%,-19.75%,-22.88%,-40.44%,-24.36%,0%,23.81%,60.00%,10.53%,Upgrade
2,Enterprise Value,239,246,270,362,413,419,555,715,799,912,966,Upgrade
3,Last Close Price,0.12,0.15,0.21,0.33,0.44,0.39,0.56,0.65,0.73,0.64,0.59,Upgrade
4,PE Ratio,-,-,-,13.45,6.12,4.92,9.85,12.54,16.08,20.34,33.99,Upgrade
5,PS Ratio,0.06,0.07,0.10,0.14,0.18,0.14,0.20,0.23,0.25,0.21,0.21,Upgrade
6,PB Ratio,0.18,0.22,0.28,0.42,0.57,0.53,0.79,0.94,1.11,1.04,1.02,Upgrade
7,P/TBV Ratio,0.22,0.22,0.28,0.42,0.57,0.53,0.79,0.94,1.11,1.04,1.02,Upgrade
8,P/FCF Ratio,0.54,0.68,0.94,1.30,1.56,0.97,1.36,1.85,1.52,1.11,1.26,Upgrade
9,P/OCF Ratio,0.64,0.64,0.87,1.19,1.43,0.90,1.28,1.75,1.46,1.08,1.23,Upgrade
10,EV/Sales Ratio,0.17,0.17,0.18,0.23,0.24,0.22,0.28,0.36,0.38,0.43,0.49,Upgrade
11,EV/EBITDA Ratio,1.63,-,-,6.40,5.25,4.65,5.94,11.53,11.90,9.68,13.08,Upgrade
12,EV/EBIT Ratio,-,-,-,11.62,8.22,7.03,8.77,20.51,19.36,14.08,21.61,Upgrade
13,EV/FCF Ratio,1.60,1.64,1.82,2.17,2.12,1.50,1.93,2.92,2.34,2.23,2.89,Upgrade
14,Debt / Equity Ratio,0.55,0.55,0.51,0.48,0.43,0.49,0.46,0.61,0.71,0.89,1.26,Upgrade
15,Debt / FCF Ratio,1.71,1.71,1.70,1.49,1.19,0.90,0.79,1.20,0.97,0.95,1.56,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,4.89%,7.77%,9.41%,10.45%,5.94%,7.38%,12.06%,8.66%,Upgrade
17,Earnings Yield,-72.33%,-58.06%,-21.31%,7.44%,16.35%,20.34%,10.15%,7.98%,6.22%,4.92%,2.94%,Upgrade
18,FCF Yield,183.81%,147.53%,106.30%,77.02%,64.31%,103.56%,73.34%,53.98%,65.84%,90.37%,79.58%,Upgrade
