,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+10 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+10 Quarters
0,Market Capitalization,114,270,789,168,42,90,43,41,64,78,102,128,133,145,141,120,99,89,52,51,71,Upgrade
1,Market Cap Growth,198.08%,198.08%,1737.84%,314.29%,-34.55%,16.42%,-57.95%,-68.18%,-51.86%,-46.26%,-27.81%,6.58%,33.77%,63.25%,173.98%,135.91%,40.48%,22.62%,-42.86%,-47.79%,-32.79%,Upgrade
2,Enterprise Value,121,294,807,188,62,118,71,75,98,124,148,148,152,192,189,149,128,126,89,94,114,Upgrade
3,Last Close Price,0.20,0.47,1.36,0.29,0.07,0.16,0.07,0.07,0.11,0.13,0.18,0.22,0.23,0.25,0.27,0.23,0.19,0.21,0.12,0.12,0.16,Upgrade
4,PE Ratio,-,-50.82,-123.68,-,-,-,-9.20,-,-3.55,-,-,-,-,-11.24,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,0.44,1.03,2.94,0.60,0.16,0.34,0.17,0.18,0.27,0.35,0.47,0.57,0.65,0.76,0.82,0.69,0.51,0.43,0.24,0.23,0.32,Upgrade
6,PB Ratio,43.54,-26.37,-77.12,-15.53,50.67,109.79,-14.98,-14.17,-,11.34,5.17,6.46,-,4.13,-,5.09,-,5.84,1.77,1.74,-,Upgrade
7,P/TBV Ratio,103.27,103.27,302.05,216.99,5.94,12.87,15.91,15.05,-,4.77,4.65,5.81,-,4.09,-,4.78,-,7.08,1.77,1.74,-,Upgrade
8,P/FCF Ratio,4.65,28.13,164.52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,10.42,28.13,164.52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.46,1.13,3.01,0.67,0.24,0.45,0.28,0.34,0.42,0.56,0.68,0.66,0.75,1.01,1.10,0.85,0.66,0.62,0.42,0.43,0.52,Upgrade
11,EV/EBITDA Ratio,4.75,37.71,90.96,11.72,25.98,19.25,10.66,-,-237.61,-21.61,-,-2028.18,-,-16.20,-,-,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-1485.18,-3067.43,38.56,-,-20.46,-11.32,-,-7.62,-,-,-,-,-8.36,-,-,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,4.94,30.67,168.30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,-2.61,-2.61,-2.61,-4.28,44.51,44.51,-15.51,-16.71,-,7.69,3.09,3.09,-,1.47,-,2.75,-,2.73,1.56,1.56,-,Upgrade
15,Debt / EBITDA Ratio,1.05,1.17,1.17,2.45,18.83,3.89,1.31,-,-,4.62,-,28.58,-,3.22,-,-,-,-,-,-,-,Upgrade
16,Debt / FCF Ratio,1.09,2.78,5.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,3.62,3.18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Inventory Turnover,32.83,33.84,33.58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
19,Quick Ratio,0.18,0.18,0.18,0.24,-,0.21,-,0.20,-,0.17,-,0.24,-,0.50,-,0.27,-,0.29,-,0.23,-,Upgrade
20,Current Ratio,0.41,0.41,0.41,0.42,-,0.42,-,0.36,-,0.32,-,0.50,-,0.69,-,0.45,-,0.52,-,0.45,-,Upgrade
21,Return on Equity (ROE),-,-,-,-1677.18%,-,-,-,-,-34.04%,-238.38%,-,-,-,-,-,-,-27.76%,-170.82%,-,-,Upgrade,
22,Return on Assets (ROA),0.28%,0.25%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
23,Return on Capital (ROIC),1.19%,0.75%,16.56%,-18.48%,0.08%,31.40%,-,-,-1.61%,-34.37%,-,-,-,-,-,-,-14.40%,-39.48%,-,-,Upgrade,
24,Return on Capital Employed (ROCE),-,-2.56%,-3.40%,30.47%,-,-28.39%,-,-,-,-,-,-,-,-34.58%,-,-,-,-,-,-,-,Upgrade
25,Earnings Yield,-4.67%,-1.97%,-0.81%,-1.07%,-23.11%,-4.10%,-10.87%,-48.64%,-28.16%,-31.68%,-22.24%,-15.27%,-11.26%,-8.90%,-10.48%,-17.05%,-26.69%,-40.80%,-83.47%,-62.98%,-27.37%,Upgrade
26,FCF Yield,21.50%,3.56%,0.61%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
27,Buyback Yield / Dilution,-0.00%,-1.70%,-1.70%,-0.00%,0.01%,0.02%,0.03%,0.10%,-7.05%,-11.37%,-12.42%,-12.41%,-25.35%,-21.11%,-19.99%,-20.10%,-0.51%,-,-,0.02%,-,Upgrade
28,Total Shareholder Return,-0.00%,-1.70%,-1.70%,-0.00%,0.01%,0.02%,0.03%,0.10%,-7.05%,-11.37%,-12.42%,-12.41%,-25.35%,-21.11%,-19.99%,-20.10%,-0.51%,-,-,0.02%,-,Upgrade
