,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Operating Revenue,60.8,42.47,39.56,40.79,39.43,40.39,37.01,39.73,46.94,44.98,Upgrade
1,Other Revenue,3.35,3.78,5.22,8,7.07,8.59,9.78,12.23,15.14,17.54,Upgrade
2,Revenue,64.15,46.24,44.78,48.8,46.5,48.98,46.79,51.96,62.07,62.52,Upgrade
3,Revenue Growth (YoY),43.26%,-5.23%,-3.70%,-0.38%,-0.63%,-5.73%,-24.62%,-16.89%,46.58%,10.06%,Upgrade
4,Cost of Revenue,1.87,1.02,2.38,1.77,-1.75,4.02,1.04,12.99,9.41,15.14,Upgrade
5,Gross Profit,62.28,45.22,42.39,47.03,48.25,44.96,45.75,38.97,52.67,47.38,Upgrade
6,"Selling, General & Admin",18.45,15.27,9.92,10.47,10.11,11.81,12.38,11.29,19.22,42.26,Upgrade
7,Operating Expenses,18.45,15.27,9.92,10.47,10.11,11.81,12.38,11.29,19.22,42.26,Upgrade
8,Operating Income,43.82,29.96,32.48,36.56,38.14,33.16,33.37,27.68,33.45,5.12,Upgrade
9,Interest Expense,-0.01,-0.33,-4.57,-14.57,-15.67,-16.76,-15.98,-19.74,-20.72,-20.14,Upgrade
10,Currency Exchange Gain (Loss),-6.98,12.95,-24.4,4.03,6.01,4.47,-4.79,13.15,-9.35,-3.42,Upgrade
11,EBT Excluding Unusual Items,36.84,42.58,3.51,26.02,28.48,20.87,12.61,21.09,3.38,-18.44,Upgrade
12,Merger & Restructuring Charges,-3.24,-,-,-30,-21,-157,-,-,-,-,Upgrade
13,Gain (Loss) on Sale of Investments,-,-,-,-,-,-0.25,0.25,-11.25,9.27,1.61,Upgrade
14,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-0.02,-,-,-,Upgrade
15,Other Unusual Items,-,-,-,-,-,-,-,0.09,-,-,Upgrade
16,Pretax Income,33.6,42.58,3.51,-3.98,7.48,-136.38,12.84,9.93,12.65,-16.82,Upgrade
17,Income Tax Expense,8.21,3.35,5.74,4.39,4.75,0.52,3.92,5.4,2.86,-1.98,Upgrade
18,Earnings From Continuing Operations,25.39,39.23,-2.23,-8.37,2.73,-136.9,8.92,4.53,9.79,-14.84,Upgrade
19,Net Income to Company,25.39,39.23,-2.23,-8.37,2.73,-136.9,8.92,4.53,9.79,-14.84,Upgrade
20,Minority Interest in Earnings,-0.11,-,-,-,-,-,-,-,-,-,Upgrade
21,Net Income,25.28,39.23,-2.23,-8.37,2.73,-136.9,8.92,4.53,9.79,-14.84,Upgrade
22,Net Income to Common,25.28,39.23,-2.23,-8.37,2.73,-136.9,8.92,4.53,9.79,-14.84,Upgrade
23,Net Income Growth,-,-,-,-,-69.37%,-,-8.92%,-,-,-,Upgrade
24,Shares Outstanding (Basic),2838,2701,2701,2701,2701,2701,2701,2701,2701,2701,Upgrade
25,Shares Outstanding (Diluted),2838,2701,2701,2701,2701,2701,2701,2701,2701,2701,Upgrade
26,Shares Change (YoY),5.09%,-,-,0.00%,-0.00%,-0.00%,-,-,-,-,Upgrade
27,EPS (Basic),0.01,0.01,-0.00,-0.00,0.00,-0.05,0.00,0.00,0.00,-0.01,Upgrade
28,EPS (Diluted),0.01,0.01,-0.00,-0.00,0.00,-0.05,0.00,0.00,0.00,-0.01,Upgrade
29,EPS Growth,-,-,-,-,-69.36%,-,-8.94%,-,-,-,Upgrade
30,Free Cash Flow,-89.07,37.84,-122.09,-16.87,-4.78,78.22,-130.61,239.08,-160.03,-176.33,Upgrade
31,Free Cash Flow Per Share,-0.03,0.01,-0.05,-0.01,-0.00,0.03,-0.05,0.09,-0.06,-0.07,Upgrade
32,Operating Margin,68.31%,64.78%,72.53%,74.93%,82.02%,67.69%,71.32%,53.27%,53.88%,8.19%,Upgrade
33,Profit Margin,39.40%,84.82%,-4.98%,-17.15%,5.87%,-279.48%,19.05%,8.71%,15.77%,-23.74%,Upgrade
34,Free Cash Flow Margin,-138.85%,81.83%,-272.66%,-34.57%,-10.28%,159.68%,-279.13%,460.13%,-257.81%,-282.03%,Upgrade
35,EBITDA,-,30.03,32.55,36.64,38.21,33.23,33.44,27.82,33.61,2.69,Upgrade
36,D&A For EBITDA,-,0.07,0.07,0.07,0.07,0.07,0.07,0.14,0.16,-2.43,Upgrade
37,EBIT,43.82,29.96,32.48,36.56,38.14,33.16,33.37,27.68,33.45,5.12,Upgrade
