,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+19 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+19 Quarters
0,Cash & Equivalents,230.75,267.57,440.94,526.52,342.06,529.65,297.78,419.41,437.27,609.71,584.06,593.2,1325,1061,1151,1083,1035,939.3,1034,856.58,Upgrade
1,Short-Term Investments,-,2391,-,2404,-,2164,-,1904,-,1340,-,1293,-,-,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,90.26,56.26,56.26,50.26,44.88,22,22,10,-,82.35,121.81,161.59,656.48,25.11,25.11,40.21,15.11,151.42,50.05,221.77,Upgrade
3,Cash & Short-Term Investments,321.01,2714,497.21,2981,386.94,2716,319.78,2333,437.27,2032,705.87,2048,1981,1086,1177,1124,1050,1091,1084,1078,Upgrade
4,Cash Growth,-17.04%,-0.06%,55.48%,27.77%,-11.51%,33.68%,-54.70%,13.93%,-77.93%,87.08%,-40.01%,82.25%,88.70%,-0.43%,8.57%,4.20%,3.78%,7.43%,654.02%,551.46%,Upgrade
5,Accounts Receivable,1205,1203,1246,1360,1317,1086,1068,972.53,918.39,950.94,827.78,725.94,695.65,656.3,646.34,675.78,568.45,377.12,365.85,349.17,Upgrade
6,Other Receivables,13.12,15,14.13,13.24,11.21,8.36,7.7,7.21,6.89,9.71,4.09,3.75,3.62,5.85,8.39,7.58,7.4,5.35,2.39,2.22,Upgrade
7,Receivables,1218,1218,1261,1373,1328,1094,1076,979.73,925.28,960.65,831.87,729.68,699.27,662.16,654.73,683.36,575.85,382.47,368.24,351.39,Upgrade
8,Inventory,1820,1979,2014,1918,1671,1444,1081,858.05,714.11,608.69,675.3,664.72,756.55,821.88,776.21,700.7,687.82,679.55,656.41,718.5,Upgrade
9,Other Current Assets,2451,105.67,2451,61.63,2429,61.8,2058,67.32,1839,69.61,1325,15.91,26.76,59.59,68.13,63.1,28.79,27.46,14.66,15.19,Upgrade
10,Total Current Assets,5811,6018,6223,6333,5816,5317,4534,4238,3916,3671,3538,3458,3464,2630,2676,2571,2342,2180,2123,2163,Upgrade
11,"Property, Plant & Equipment",474.09,465.62,450.78,424.87,380.8,354.85,348.41,355.07,295.86,268.15,218.49,200.44,144.37,98.4,59.82,39.39,20.5,10.69,5.85,5.52,Upgrade
12,Long-Term Investments,6.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Other Intangible Assets,64.22,65.19,65.92,66.87,67.44,47.42,47.88,48.76,47.36,48.06,46.98,47.41,47.7,48.25,48.92,49.58,50.26,50.89,33.49,33.68,Upgrade
14,Long-Term Deferred Tax Assets,16.12,10.58,6.87,8.27,7.77,9.92,24.45,26.68,24.59,25.18,21.68,20.33,19.7,18.22,17.16,16.12,6.8,6.18,5.96,5.25,Upgrade
15,Long-Term Deferred Charges,20.28,23.57,27.21,30.91,30.58,30.32,31.05,33.66,15.51,15.92,2.43,2.46,2.12,2.35,2.05,2.36,0.88,1.17,0.93,1.47,Upgrade
16,Other Long-Term Assets,3.15,3.17,4.15,5.97,5.96,28.23,29.9,4.7,19.51,15.34,24.91,26.07,9.35,4.48,4.04,4.05,0.33,0.04,-,0.53,Upgrade
17,Total Assets,6394,6586,6778,6870,6308,5787,5016,4707,4319,4043,3853,3755,3687,2801,2808,2682,2421,2249,2169,2210,Upgrade
