,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,273.1,325.97,378.92,533.94,985.49,619.04,901.72,1210,101.47,146.79
1,Short-Term Investments,-,-,39.19,38.98,-,-,-,-,-,-
2,Trading Asset Securities,1.71,1.99,2.49,3.08,3.49,5.38,8.88,-,-,-
3,Cash & Short-Term Investments,274.81,327.96,420.59,576.01,988.98,624.42,910.6,1210,101.47,146.79
4,Cash Growth,-34.66%,-43.06%,-57.47%,-7.75%,8.61%,-48.41%,797.36%,724.63%,-,61.49%
5,Accounts Receivable,156.42,224.64,238.63,274.17,244.45,435.12,407.22,320.87,222.6,77.36
6,Other Receivables,7.65,57.43,31.84,31.86,28.29,11.25,-,8.81,-,4.84
7,Receivables,168.51,286.59,288.09,332.33,304.95,464.72,425.24,367.11,224.44,115.73
8,Inventory,-,108.68,183.82,40.25,41.47,-,-,-,-,-
9,Prepaid Expenses,-,5.06,-,-,31.9,-,-,-,-,-
10,Other Current Assets,851.55,979.62,1366,1427,1407,1216,942.22,613.51,209.14,203.9
11,Total Current Assets,1295,1708,2258,2375,2775,2305,2278,2191,535.05,466.42
12,"Property, Plant & Equipment",74.6,95.1,103.97,107.9,105.69,63.33,48.69,38.91,19.35,18.7
13,Long-Term Investments,59.19,56.95,64.33,68.77,83.16,75.91,38.37,37.86,10.91,11.09
14,Other Intangible Assets,1.43,2.22,2.95,3.83,7.24,8.67,7.4,8.72,9.28,8.53
15,Long-Term Accounts Receivable,-,1.4,-,-,-,-,-,-,-,-
16,Long-Term Deferred Tax Assets,-,-,-,-,7.71,4.79,1.3,1.3,0.06,-
17,Other Long-Term Assets,4.18,5.19,13.95,242.59,4.48,2.93,2.82,2.79,1.18,6.57
18,Total Assets,1434,1869,2444,2798,2988,2460,2377,2281,575.83,511.3
19,Accounts Payable,144.85,173.03,164.82,251.23,7.1,67.25,29.54,11.75,14.07,14.91
20,Accrued Expenses,12.25,13.05,12.18,13.94,13.53,13.15,13.17,27.57,16.12,8.92
21,Current Portion of Leases,9.41,14.67,15.61,13.3,12.75,14.4,7.71,6.15,5.06,4.67
22,Current Income Taxes Payable,1.03,1,0.94,0.9,0.94,0.99,1.81,0.99,5.36,1.86
23,Current Unearned Revenue,-,-,22.69,1.21,1.58,-,-,-,-,-
24,Other Current Liabilities,54.83,18.49,22.18,29.16,20.66,42.54,55.67,59.78,19.23,22.96
25,Total Current Liabilities,222.37,220.24,238.43,309.74,56.56,138.32,107.9,106.23,59.84,53.32
26,Long-Term Leases,17.83,26.69,29.71,29.78,31.11,2.78,12.55,14.89,6.21,7.89
27,Long-Term Deferred Tax Liabilities,0.13,0.13,1.46,1.85,1.76,0.95,-,0.57,0.64,0.63
28,Other Long-Term Liabilities,-,45.63,43.08,42.68,16.84,-,-,-,-,-
29,Total Liabilities,240.33,292.69,312.68,384.04,106.27,142.05,120.45,121.69,66.69,61.83
30,Common Stock,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
31,Additional Paid-In Capital,2305,2282,2268,2268,2336,1745,-,1745,-,-
32,Retained Earnings,-919.56,-564.36,24.98,219.81,634.74,559.26,422.04,314.62,234.36,175.94
33,Treasury Stock,-,-,-6.96,-6.96,-145.33,-150,-35.36,-,-,-
34,Comprehensive Income & Other,-135.78,-118.76,-155.22,-66.85,56.48,163.83,1869,99.2,274.76,273.52
35,Total Common Equity,1249,1599,2131,2414,2882,2318,2256,2159,509.14,449.47
36,Minority Interest,-55.53,-23.26,0.23,0.33,-,-,-,-,-,-
37,Shareholders' Equity,1194,1576,2131,2414,2882,2318,2256,2159,509.14,449.47
38,Total Liabilities & Equity,1434,1869,2444,2798,2988,2460,2377,2281,575.83,511.3
39,Total Debt,27.24,41.36,45.32,43.08,43.86,17.18,20.27,21.04,11.27,12.55
40,Net Cash (Debt),247.57,286.61,375.27,532.93,945.12,607.24,890.33,1189,90.2,134.23
41,Net Cash Growth,-34.03%,-46.22%,-60.29%,-12.24%,6.15%,-48.95%,887.01%,786.07%,-,51.34%
42,Net Cash Per Share,0.10,0.12,0.16,0.23,0.43,0.28,0.41,0.62,0.06,0.08
43,Filing Date Shares Outstanding,2372,2372,2369,2369,2320,2143,2174,2185,1631,1631
44,Total Common Shares Outstanding,2372,2372,2369,2369,2320,2143,2174,2185,1631,1631
45,Working Capital,1072,1488,2020,2065,2718,2166,2170,2085,475.21,413.1
46,Book Value Per Share,0.53,0.67,0.90,1.02,1.24,1.08,1.04,0.99,0.31,0.28
47,Tangible Book Value,1248,1597,2128,2410,2875,2310,2249,2150,499.85,440.95
48,Tangible Book Value Per Share,0.53,0.67,0.90,1.02,1.24,1.08,1.03,0.98,0.31,0.27
49,Machinery,-,78.82,-,70.24,-,55.2,-,20.32,-,7.07
50,Leasehold Improvements,-,24.45,-,19.6,-,6.87,-,3.12,-,-
