,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,251,232,543,2158,4987,5807,5638,6927,6818,-,-
1,Market Cap Growth,-89.23%,-89.23%,-89.12%,-62.83%,-11.54%,-16.18%,-17.31%,-,-,-,-
2,Enterprise Value,-52,-77,168,1626,4042,5199,4748,5738,6728,-,-
3,Last Close Price,0.11,0.10,0.23,0.91,2.15,2.46,2.60,3.17,3.12,-,-
4,PE Ratio,-,-,-,-,-,27.30,23.05,38.86,49.16,-,-
5,Forward PE,-,-,-,25.99,87.24,8.08,10.52,16.16,-,-,-
6,PS Ratio,0.08,0.08,0.11,0.48,1.34,2.72,4.04,5.95,7.38,-,-
7,PB Ratio,0.20,0.19,0.34,1.01,2.07,2.01,2.43,3.07,3.16,-,-
8,P/TBV Ratio,0.19,0.19,0.34,1.01,2.07,2.02,2.44,3.08,3.17,-,-
9,PEG Ratio,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.22,-,-,-
10,EV/Sales Ratio,-,-,0.03,0.36,1.09,2.43,3.40,4.93,7.28,-,-
11,EV/EBITDA Ratio,-,-,-,-,-,25.38,17.54,20.91,31.02,-,-
12,EV/EBIT Ratio,-,-,-,-,-,27.25,18.09,21.13,31.34,-,-
13,Debt / Equity Ratio,0.02,0.02,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.02,0.03
14,Debt / FCF Ratio,-,-,-,-,-,-,-,-,-,-,-0.17
15,Return on Capital Employed (ROCE),-,-,-,-,-,6.51%,11.30%,11.97%,9.87%,25.69%,20.66%
16,Earnings Yield,-375.67%,-406.34%,-144.52%,-28.25%,-6.81%,3.66%,4.34%,2.57%,2.03%,-,-
17,FCF Yield,-61.72%,-66.76%,-47.30%,-24.44%,-11.26%,-5.12%,-6.78%,-8.80%,-6.24%,-,-
18,Buyback Yield / Dilution,-0.67%,-0.11%,-1.25%,-8.87%,-9.18%,0.39%,-10.89%,-33.95%,-18.44%,-6.74%,-17.48%
19,Total Shareholder Return,-0.67%,-0.11%,-1.25%,-8.87%,-9.18%,0.39%,-10.89%,-33.95%,-18.44%,-6.74%,-17.48%
