,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,33091,27177,44564,71684,96433,133590,146834,149574,126073,97456,72467,Upgrade
1,Market Cap Growth,-62.09%,-62.09%,-53.79%,-46.34%,-34.33%,-10.69%,16.47%,53.48%,73.97%,97.24%,105.54%,Upgrade
2,Enterprise Value,50430,48298,61356,92614,114588,155499,165753,173517,149472,122251,96051,Upgrade
3,Last Close Price,13.98,11.42,17.48,28.02,36.20,49.90,54.02,57.40,48.62,37.75,27.76,Upgrade
4,PE Ratio,8.66,7.05,8.06,10.62,12.75,14.11,14.36,17.91,19.16,18.86,14.39,Upgrade
5,Forward PE,8.37,4.69,5.82,8.21,8.81,10.88,12.63,16.68,17.01,16.90,13.38,Upgrade
6,PS Ratio,0.17,0.14,0.23,0.38,0.47,0.66,0.68,0.70,0.72,0.71,0.52,Upgrade
7,PB Ratio,0.68,0.55,0.88,1.51,1.94,2.72,2.94,4.05,3.95,3.92,2.92,Upgrade
8,P/TBV Ratio,1.04,1.04,1.68,3.01,3.95,5.85,6.69,8.12,9.10,10.58,8.46,Upgrade
9,P/FCF Ratio,9.05,7.43,11.36,12.63,15.16,27.63,18.79,17.83,17.43,17.39,12.62,Upgrade
10,P/OCF Ratio,4.30,4.30,6.29,7.72,9.71,14.04,11.00,11.32,11.39,11.57,8.31,Upgrade
11,PEG Ratio,0.64,0.64,0.45,0.54,0.58,0.51,0.44,0.67,0.70,0.77,0.57,Upgrade
12,EV/Sales Ratio,0.26,0.25,0.31,0.49,0.56,0.76,0.77,0.81,0.85,0.89,0.69,Upgrade
13,EV/EBITDA Ratio,5.39,5.68,6.02,7.97,8.51,9.49,9.55,11.81,12.35,12.18,9.66,Upgrade
14,EV/EBIT Ratio,7.86,7.53,7.06,9.42,10.33,11.09,10.89,13.52,14.28,14.19,11.24,Upgrade
15,EV/FCF Ratio,13.79,13.21,15.64,16.31,18.02,32.16,21.21,20.68,20.66,21.81,16.73,Upgrade
16,Debt / Equity Ratio,0.82,0.82,0.80,0.78,0.70,0.64,0.71,0.86,1.05,1.31,1.31,Upgrade
17,Debt / FCF Ratio,10.96,10.96,10.32,6.49,5.45,6.52,4.51,3.77,4.64,5.80,5.67,Upgrade
18,Return on Capital Employed (ROCE),9.04%,9.04%,11.31%,14.37%,15.59%,20.33%,21.72%,23.36%,22.02%,20.74%,21.28%,Upgrade
19,Earnings Yield,11.65%,14.19%,12.41%,9.42%,7.84%,7.09%,6.96%,5.58%,5.22%,5.30%,6.95%,Upgrade
20,FCF Yield,11.05%,13.45%,8.81%,7.92%,6.59%,3.62%,5.32%,5.61%,5.74%,5.75%,7.92%,Upgrade
21,Buyback Yield / Dilution,2.86%,3.64%,2.09%,1.79%,-0.94%,-4.83%,-2.65%,1.01%,0.07%,-0.04%,0.01%,Upgrade
22,Total Shareholder Return,8.56%,3.64%,2.09%,1.79%,-0.94%,-4.83%,-2.65%,1.01%,0.07%,-0.04%,0.01%,Upgrade
