,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Feb '25 Feb 25, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,363,358,272,292,440,484,435,528,446,391,583,Upgrade
1,Market Cap Growth,-10.96%,22.64%,-38.25%,-39.77%,1.27%,-8.33%,-2.47%,35.21%,-23.58%,-38.79%,-45.36%,Upgrade
2,Enterprise Value,1555,1467,1359,1282,1536,1292,1841,1907,2199,2158,2290,Upgrade
3,Last Close Price,0.33,0.33,0.25,0.27,0.40,0.44,0.39,0.47,0.40,0.35,0.49,Upgrade
4,PS Ratio,0.20,0.20,0.16,0.34,-,0.38,-,0.43,-,0.37,-,Upgrade
5,PB Ratio,0.32,0.34,0.24,0.23,0.32,0.29,0.24,0.32,0.25,0.25,0.35,Upgrade
6,P/TBV Ratio,0.62,0.62,0.43,0.40,0.53,0.45,0.35,0.50,0.39,0.47,0.62,Upgrade
7,P/FCF Ratio,25.55,-,-4.27,-,-,-,-,21.49,-,3.10,-,Upgrade
8,P/OCF Ratio,5.78,-,-17.03,-,-,-,-,21.49,-,3.10,-,Upgrade
9,EV/Sales Ratio,0.86,0.82,0.78,1.51,-,1.01,-,1.56,-,2.06,-,Upgrade
10,EV/EBITDA Ratio,-,-31.55,-,-,-,-,-,-,-,-,-,Upgrade
11,EV/FCF Ratio,109.42,-,-21.34,-,-,-,-,77.58,-,17.10,-,Upgrade
12,Debt / Equity Ratio,1.44,1.44,1.25,1.09,1.06,0.93,0.62,1.04,1.00,1.32,1.25,Upgrade
13,Debt / FCF Ratio,107.50,-,-21.78,-,-,-,-,69.88,-,16.41,-,Upgrade
14,Earnings Yield,-56.62%,-57.49%,-87.81%,-26.77%,-,-15.50%,-,-21.68%,-,-16.21%,-,Upgrade
15,FCF Yield,3.91%,3.97%,-23.42%,-37.82%,-,-54.32%,-,4.65%,-,32.30%,-,Upgrade
