,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,905.5,892.35,847.99,-,1278,-,1220,-,1045,-,Upgrade
1,Revenue Growth (YoY),6.78%,-,-33.64%,-,4.78%,-,16.66%,-,-18.88%,-,Upgrade
2,Cost of Revenue,675.95,613.99,636.77,-,962.08,-,913.99,-,755.62,-,Upgrade
3,Gross Profit,229.55,278.36,211.21,-,315.73,-,305.56,-,289.81,-,Upgrade
4,"Selling, General & Admin",253.58,378.91,300.94,-,402.83,-,392.84,-,365.22,-,Upgrade
5,Operating Expenses,253.58,378.91,300.94,-,402.83,-,392.84,-,365.22,-,Upgrade
6,Operating Income,-24.02,-100.55,-89.72,-,-87.1,-,-87.28,-,-75.41,-,Upgrade
7,Interest Expense,-36.1,-36.06,-32.62,-,-21.48,-,-24.52,-,-25.15,-,Upgrade
8,Interest & Investment Income,0.53,0.67,0.61,-,0.27,-,0.78,-,0.57,-,Upgrade
9,Earnings From Equity Investments,0,7.34,1.69,-,-3.43,-,-1.2,-,-0.25,-,Upgrade
10,Currency Exchange Gain (Loss),1.53,-1.34,6.79,-,29.54,-,-3.7,-,-7.61,-,Upgrade
11,Other Non Operating Income (Expenses),15.93,26.81,34.61,-,9.21,-,10.76,-,57.47,-,Upgrade
12,EBT Excluding Unusual Items,-42.14,-103.14,-78.64,-,-73,-,-105.15,-,-50.39,-,Upgrade
13,Impairment of Goodwill,-,-68.72,-,-,-,-,-,-,-,-,Upgrade
14,Gain (Loss) on Sale of Assets,0.97,0.48,1.41,-,0.15,-,5.23,-,-0.98,-,Upgrade
15,Other Unusual Items,-,0.13,-,-,-,-,-,-,-,-,Upgrade
16,Pretax Income,-41.17,-171.25,-77.23,-,-72.86,-,-99.93,-,-51.37,-,Upgrade
17,Income Tax Expense,3.88,-11.69,2,-,2.16,-,11.01,-,11.91,-,Upgrade
18,Earnings From Continuing Operations,-45.05,-159.57,-79.23,-,-75.02,-,-110.94,-,-63.28,-,Upgrade
19,Earnings From Discontinued Operations,-,-1.17,1.17,-,-,-,-3.58,-,-0.16,-,Upgrade
20,Net Income to Company,-45.05,-160.73,-78.06,-,-75.02,-,-114.51,-,-63.44,-,Upgrade
21,Minority Interest in Earnings,0.06,0.17,-,-,-0.03,-,-,-,0.11,-,Upgrade
22,Net Income,-44.99,-160.56,-78.06,-,-75.05,-,-114.51,-,-63.33,-,Upgrade
23,Net Income to Common,-44.99,-160.56,-78.06,-,-75.05,-,-114.51,-,-63.33,-,Upgrade
24,Shares Outstanding (Basic),1100,1100,1100,-,1100,-,1100,-,1100,-,Upgrade
25,Shares Outstanding (Diluted),1100,1100,1100,-,1100,-,1100,-,1100,-,Upgrade
26,EPS (Basic),-0.04,-0.15,-0.07,-,-0.07,-,-0.10,-,-0.06,-,Upgrade
27,EPS (Diluted),-0.04,-0.15,-0.07,-,-0.07,-,-0.10,-,-0.06,-,Upgrade
28,Free Cash Flow,-32.4,46.61,-110.27,-,-262.95,-,24.58,-,126.17,-,Upgrade
29,Free Cash Flow Per Share,-0.03,0.04,-0.10,-,-0.24,-,0.02,-,0.11,-,Upgrade
30,Operating Margin,-2.65%,-11.27%,-10.58%,-,-6.82%,-,-7.16%,-,-7.21%,-,Upgrade
31,Profit Margin,-4.97%,-17.99%,-9.21%,-,-5.87%,-,-9.39%,-,-6.06%,-,Upgrade
32,Free Cash Flow Margin,-3.58%,5.22%,-13.00%,-,-20.58%,-,2.02%,-,12.07%,-,Upgrade
33,EBITDA,13.12,-59.62,-37.58,-,-24.67,-,-40,-,-45.85,-,Upgrade
34,D&A For EBITDA,37.14,40.93,52.14,64.83,62.43,70.56,47.28,44.2,29.56,25.97,Upgrade
35,EBIT,-24.02,-100.55,-89.72,-,-87.1,-,-87.28,-,-75.41,-,Upgrade
