,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,1248,1294,1812,1752,1771,1877,1664,1909,1931,2168,Upgrade
1,Short-Term Investments,-,17.2,-,19.42,-,15.96,-,22,-,20.57,Upgrade
2,Trading Asset Securities,7.31,6.92,7.02,7.41,4.49,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,1256,1318,1819,1779,1776,1893,1664,1931,1931,2189,Upgrade
4,Cash Growth,-30.99%,-25.89%,2.45%,-6.04%,6.72%,-1.95%,-13.82%,-11.78%,11.49%,10.94%,Upgrade
5,Accounts Receivable,16.43,7.48,11.88,10.88,13.6,14.32,14.24,19.12,20.25,20.78,Upgrade
6,Other Receivables,71.28,288.19,17.36,228.63,0.22,204.57,0.24,134.4,0.32,127.22,Upgrade
7,Receivables,87.71,295.67,29.24,239.51,13.82,218.89,14.48,153.52,20.57,147.99,Upgrade
8,Inventory,1386,1157,1248,1422,1764,1958,1999,2083,2053,2061,Upgrade
9,Prepaid Expenses,235.37,81.03,305.49,64.33,244.82,35.12,253.22,26.34,193.05,52.61,Upgrade
10,Other Current Assets,11.73,8.13,13.09,9.36,10.42,17.45,16.41,16.92,12.93,30.79,Upgrade
11,Total Current Assets,2976,2860,3416,3514,3809,4123,3947,4211,4211,4481,Upgrade
12,"Property, Plant & Equipment",264.65,260.38,257.44,255.86,260.33,305.25,313.45,295.25,282.79,275.96,Upgrade
13,Long-Term Investments,1316,1268,1286,1251,824.32,801.78,859.18,830.1,773.66,775.56,Upgrade
14,Other Long-Term Assets,15405,15013,14989,15148,14346,15309,15165,15057,14630,14328,Upgrade
15,Total Assets,19962,19401,19947,20169,19240,20539,20285,20393,19897,19861,Upgrade
16,Accounts Payable,7.98,8.85,9.61,7.49,7.39,8.3,8.05,9.53,10.58,12.25,Upgrade
17,Short-Term Debt,-,-,-,22,33,44,55,66,73,80,Upgrade
18,Current Portion of Long-Term Debt,1535,1714,647.48,1542,2179,3063,2081,1307,2264,1774,Upgrade
19,Current Portion of Leases,23.54,28.39,29.94,13.86,14.46,20,17.64,11.99,13.74,17.02,Upgrade
20,Current Income Taxes Payable,20.52,25.79,401.27,320.14,309.05,308.77,275.56,298.28,218.23,163.22,Upgrade
21,Current Unearned Revenue,290.4,204.03,233.01,354.25,277.68,507.59,485.53,456.73,375.46,706.31,Upgrade
22,Other Current Liabilities,50.66,21.37,228.1,124.86,144.63,201.16,248.39,249.15,368.14,223.87,Upgrade
23,Total Current Liabilities,1928,2002,1549,2384,2965,4153,3171,2399,3323,2977,Upgrade
24,Long-Term Debt,4975,4793,5649,4562,3402,2419,3276,4328,3425,4001,Upgrade
25,Long-Term Leases,22.54,18.19,8.77,13.55,14.56,23.71,33.49,13.64,14.06,8.05,Upgrade
26,Long-Term Deferred Tax Liabilities,1254,1255,1290,1333,1283,1429,1440,1442,1411,1372,Upgrade
27,Total Liabilities,8179,8068,8497,8293,7664,8025,7920,8183,8174,8358,Upgrade
28,Common Stock,1519,1519,1519,1519,1519,1519,1519,1519,1519,1519,Upgrade
29,Retained Earnings,10149,10233,10317,10318,10279,10255,10285,10253,10224,10222,Upgrade
30,Comprehensive Income & Other,-204.79,-692.21,-583.62,-174.46,-420.79,489.97,319.38,203.84,-227.38,-429.74,Upgrade
31,Total Common Equity,11463,11060,11253,11663,11377,12264,12124,11976,11515,11311,Upgrade
32,Minority Interest,319.68,272.97,196.93,213.39,197.83,248.92,240.66,233.38,207.71,191.98,Upgrade
33,Shareholders' Equity,11783,11333,11450,11877,11575,12513,12365,12210,11723,11503,Upgrade
34,Total Liabilities & Equity,19962,19401,19947,20169,19240,20539,20285,20393,19897,19861,Upgrade
35,Total Debt,6556,6553,6335,6153,5643,5570,5463,5727,5790,5880,Upgrade
36,Net Cash (Debt),-5301,-5235,-4516,-4374,-3867,-3677,-3799,-3796,-3859,-3692,Upgrade
37,Net Cash Per Share,-7.36,-7.27,-6.27,-6.07,-5.37,-5.10,-5.27,-5.27,-5.36,-5.12,Upgrade
38,Filing Date Shares Outstanding,720.43,720.43,720.43,720.43,720.43,720.43,720.43,720.43,720.43,720.43,Upgrade
39,Total Common Shares Outstanding,720.43,720.43,720.43,720.43,720.43,720.43,720.43,720.43,720.43,720.43,Upgrade
40,Working Capital,1048,857.5,1866,1130,844.17,-30.67,776.48,1812,887.57,1505,Upgrade
41,Book Value Per Share,15.91,15.35,15.62,16.19,15.79,17.02,16.83,16.62,15.98,15.70,Upgrade
42,Tangible Book Value,11463,11060,11253,11663,11377,12264,12124,11976,11515,11311,Upgrade
43,Tangible Book Value Per Share,15.91,15.35,15.62,16.19,15.79,17.02,16.83,16.62,15.98,15.70,Upgrade
44,Buildings,-,72.26,-,72.26,-,80.52,-,84.91,-,79.8,Upgrade
45,Machinery,-,34.08,-,30.57,-,31.71,-,29.65,-,25.26,Upgrade
46,Leasehold Improvements,-,7.58,-,5.64,-,5.64,-,5.25,-,5.44,Upgrade
