,Fiscal Quarter,Q3 2025,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,3934,4179,3911,3560,3466,3737,4355,4250,5019,5567,3788,3930,3756,3647,3176,3068,4040,3699,3496,3551,Upgrade
1,Short-Term Investments,189.16,114.47,113.6,60.42,100.79,118.03,249.91,197.96,226.24,221.61,220.13,131.63,245.21,259.39,257.31,29.94,65.25,66.6,63.54,30.43,Upgrade
2,Cash & Short-Term Investments,4124,4293,4025,3620,3567,3855,4605,4448,5245,5789,4008,4062,4002,3907,3433,3098,4105,3765,3559,3581,Upgrade
3,Cash Growth,15.61%,11.37%,-12.60%,-18.61%,-32.00%,-33.41%,14.88%,9.51%,31.07%,48.18%,16.75%,31.10%,-2.53%,3.76%,-3.54%,-13.49%,13.99%,11.06%,26.98%,33.68%,Upgrade
4,Accounts Receivable,9972,9476,8655,8148,8945,7810,7474,7940,9289,9787,11647,11290,12447,9569,8989,8477,9327,7252,7056,6275,Upgrade
5,Other Receivables,3837,3956,2730,2789,3115,3785,2652,2296,2565,2560,3150,3955,4351,4130,4040,4042,4210,3955,3202,2576,Upgrade
6,Receivables,13809,13432,11385,10937,12059,11595,10126,10236,11854,12347,14797,15245,16798,13698,13030,12519,13537,11207,10258,8851,Upgrade
7,Inventory,9148,9119,7778,6703,6219,6170,5907,6372,7502,8418,8868,8301,8442,8728,7826,6381,5786,5242,5127,4947,Upgrade
8,Prepaid Expenses,1308,1332,1276,1300,1367,1682,1538,1787,1505,1211,1206,1217,1147,1099,1147,1173,999.21,1040,1054,1165,Upgrade
9,Other Current Assets,185.6,29.89,94.37,127.55,15.38,107.18,98.94,97.76,25.68,353.36,225.61,172.07,94.36,140.24,75.2,164.47,23.02,50.53,49.91,189.36,Upgrade
10,Total Current Assets,28575,28206,24557,22687,23228,23409,22275,22941,26132,28118,29105,28997,30483,27572,25510,23335,24451,21305,20048,18733,Upgrade
11,"Property, Plant & Equipment",2754,2893,2831,2919,2999,3158,3124,3304,3174,2789,2847,2986,2834,2712,2657,2675,2566,2555,2472,2515,Upgrade
12,Long-Term Investments,1757,1843,1773,1768,1719,1720,1637,1738,1674,1555,1544,1509,1294,1193,1120,955.26,939.2,844.17,701.7,611.25,Upgrade
13,Goodwill,-,4969,4839,4904,-,4886,4919,4997,4963,4868,4656,4868,4858,4863,4930,4847,4958,4818,4729,4715,Upgrade
14,Other Intangible Assets,8026,3289,3360,3441,8519,3289,3272,3270,3222,3181,3194,3199,3280,3376,3518,3558,3194,3162,3263,3269,Upgrade
15,Long-Term Deferred Tax Assets,3193,2797,2705,2633,2631,2510,2488,2467,2368,2488,2486,2528,2426,2462,2414,2345,2279,2167,2079,2060,Upgrade
16,Other Long-Term Assets,417.48,467.3,420.09,397.49,408.05,284.67,210.17,202.53,216.47,295.42,417.18,424.24,471.8,396.9,311.55,275.36,258.59,232.54,202.27,224.4,Upgrade
17,Total Assets,44722,44464,40485,38751,39504,39257,37924,38920,41749,43293,44248,44510,45646,42575,40461,37991,38645,35084,33495,32128,Upgrade
18,Accounts Payable,13884,14229,11925,10505,10258,10872,9284,9773,10837,12349,13610,13185,13579,12727,12222,11106,11216,9634,9323,8968,Upgrade
19,Accrued Expenses,4243,3886,3370,3327,3188,3148,3125,3564,3690,3736,3889,4441,4290,3720,3476,3386,3110,2463,2129,2341,Upgrade
20,Short-Term Debt,91.63,63,48.84,50.43,46.39,76.06,64.37,57.03,74.6,73.7,83.37,57.43,52.45,55.02,54.9,58.19,639.09,1688,1677,2125,Upgrade
21,Current Portion of Long-Term Debt,964.94,964.89,964.85,-,10.71,217.58,216.07,214.58,533.51,532.36,730.92,730.5,381.16,427.12,638.8,640.08,-,615.68,611.38,1170,Upgrade
22,Current Portion of Leases,90.56,92.19,86.84,101.58,119.02,120.65,118.31,123.72,128.43,147.02,149.03,145.1,142.03,139.3,136.64,133.66,100.37,96.8,89.46,91.98,Upgrade
23,Current Income Taxes Payable,784.43,481.65,349.84,275.38,402.39,344.53,335.24,450.53,585.2,704.09,540.56,493.31,538.58,716.19,490.72,395.44,423.92,349.06,246.14,357.38,Upgrade
24,Current Unearned Revenue,1605,1556,1428,1513,1583,1557,1568,1582,1600,1528,1531,1440,1347,1237,1146,1047,1058,929.87,859.98,819.2,Upgrade
25,Other Current Liabilities,11240,11409,10666,10286,11092,10719,10667,10329,11468,11705,12436,12266,13371,12323,11054,10605,10575,8800,8438,7385,Upgrade
26,Total Current Liabilities,32904,32682,28839,26059,26701,27056,25378,26093,28917,30775,32970,32759,33700,31345,29219,27372,27121,24575,23375,23258,Upgrade
27,Long-Term Debt,2621,2616,2610,3569,3564,3639,3689,3683,3891,3937,2638,2633,3314,3309,3304,3300,3928,2544,2538,1565,Upgrade
28,Long-Term Leases,212.75,215.04,223.06,240.45,263.09,268.61,284.12,280.84,289.54,248.09,252.18,262.9,305.35,317.88,317.63,333.26,317.98,329.44,329.84,346.81,Upgrade
