,Fiscal Quarter,Current,Q3 2025,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,143894,125039,131489,136699,112510,135310,97874,99087,103089,77741,66220,88266,102595,107894,100789,107532,133181,88145,61396,51543,49982,Upgrade
1,Market Cap Growth,-7.59%,-7.59%,34.35%,37.96%,9.14%,74.05%,47.80%,12.26%,0.48%,-27.95%,-34.30%,-17.92%,-22.97%,22.40%,64.16%,108.62%,166.46%,40.28%,-2.29%,-29.09%,-41.08%,Upgrade
2,Enterprise Value,151428,131402,138977,147557,124196,146784,103845,106294,108534,78834,72479,93895,112478,117576,115429,124514,146137,113012,87393,77471,75525,Upgrade
3,Last Close Price,11.60,10.08,10.50,10.59,8.72,10.49,7.69,7.51,7.82,5.89,4.96,6.40,7.43,7.82,7.23,7.48,9.26,6.13,4.23,3.39,3.29,Upgrade
4,PE Ratio,12.42,10.44,14.26,16.25,14.23,19.76,12.80,9.97,8.17,5.23,4.00,5.41,6.45,7.54,8.14,9.97,15.08,11.83,9.62,9.29,9.70,Upgrade
5,Forward PE,14.00,11.61,12.75,13.27,12.21,14.62,10.20,8.48,8.93,5.96,4.63,5.66,7.83,9.21,8.60,9.98,14.41,14.26,10.74,9.86,10.07,Upgrade
6,PS Ratio,0.28,0.24,0.27,0.29,0.25,0.31,0.23,0.22,0.21,0.15,0.12,0.16,0.18,0.20,0.19,0.22,0.28,0.20,0.15,0.13,0.13,Upgrade
7,PB Ratio,3.68,2.62,2.78,2.89,2.36,2.83,2.24,2.16,2.17,1.72,1.50,2.01,2.43,2.89,3.13,3.33,4.74,2.91,1.78,1.57,1.59,Upgrade
8,P/FCF Ratio,9.36,8.13,8.40,12.13,11.22,19.08,26.77,6.36,-,-,2.46,3.74,4.25,5.96,3.44,4.61,5.80,4.00,5.60,3.31,4.17,Upgrade
9,P/OCF Ratio,6.04,6.04,6.30,8.13,7.15,10.12,8.79,4.14,4.69,2.48,1.85,2.79,3.21,4.30,2.83,3.66,4.69,3.26,3.85,2.49,2.92,Upgrade
10,PEG Ratio,1.95,1.76,1.94,2.04,-,-,8.82,1.18,24.42,0.73,0.30,0.34,0.27,0.38,0.37,0.68,0.52,0.91,0.89,0.86,0.70,Upgrade
11,EV/Sales Ratio,0.30,0.26,0.28,0.32,0.28,0.34,0.24,0.23,0.22,0.15,0.13,0.17,0.20,0.21,0.22,0.25,0.31,0.26,0.21,0.19,0.19,Upgrade
12,EV/EBITDA Ratio,5.62,5.13,5.62,6.20,5.40,7.66,4.91,4.50,4.07,2.58,2.37,3.12,3.80,3.86,3.93,4.56,5.85,5.58,4.72,4.46,4.61,Upgrade
13,EV/EBIT Ratio,8.56,7.33,8.01,9.02,7.97,11.95,7.76,6.63,5.68,3.54,3.04,3.98,4.83,4.67,4.94,5.83,7.70,7.97,6.98,6.69,6.96,Upgrade
14,EV/FCF Ratio,9.85,8.54,8.88,13.09,12.39,20.70,28.40,6.83,-,-,2.70,3.98,4.66,6.50,3.94,5.33,6.36,5.13,7.97,4.98,6.30,Upgrade
15,Debt / Equity Ratio,0.65,0.65,0.65,0.65,0.65,0.65,0.77,0.75,0.72,0.85,0.88,0.69,0.71,0.88,1.03,1.07,1.24,1.27,1.18,1.24,1.31,Upgrade
16,Debt / EBITDA Ratio,1.14,0.99,1.04,1.26,1.45,1.11,1.32,1.60,5.22,1.07,1.09,0.91,1.30,0.95,0.98,1.11,1.32,1.30,1.60,1.92,5.46,Upgrade
17,Debt / FCF Ratio,2.01,2.01,1.96,2.73,3.09,4.41,9.26,2.20,-,-,1.44,1.28,1.24,1.81,1.13,1.48,1.51,1.75,3.73,2.61,3.43,Upgrade
18,Asset Turnover,1.69,1.68,1.56,1.41,1.60,1.49,1.34,1.25,1.44,1.56,1.53,1.48,1.83,1.72,1.73,1.63,1.87,1.69,1.63,1.26,Upgrade,
19,Inventory Turnover,7.18,6.94,7.13,7.12,7.06,8.47,7.87,6.94,6.05,6.36,6.58,6.56,6.61,7.81,7.18,7.94,8.51,10.49,9.46,8.98,7.80,Upgrade
20,Quick Ratio,0.55,0.55,0.54,0.53,0.56,0.59,0.57,0.58,0.56,0.59,0.59,0.57,0.59,0.62,0.56,0.56,0.57,0.65,0.61,0.59,0.53,Upgrade
21,Current Ratio,0.87,0.87,0.86,0.85,0.87,0.87,0.87,0.88,0.88,0.90,0.91,0.88,0.89,0.90,0.88,0.87,0.85,0.90,0.87,0.86,0.81,Upgrade
22,Return on Equity (ROE),45.83%,25.22%,16.70%,16.60%,25.78%,20.22%,12.33%,7.13%,33.73%,39.52%,39.31%,33.09%,61.07%,53.70%,49.95%,30.33%,41.25%,32.19%,23.82%,6.07%,Upgrade,
23,Return on Assets (ROA),3.86%,3.83%,3.12%,3.03%,3.89%,3.33%,2.54%,0.34%,4.41%,4.86%,4.38%,2.66%,5.28%,4.92%,4.73%,4.83%,4.76%,4.12%,3.32%,0.95%,Upgrade,
24,Return on Capital (ROIC),17.05%,16.23%,12.34%,11.75%,15.31%,12.77%,9.45%,1.31%,17.62%,21.27%,20.82%,13.17%,26.83%,24.02%,22.25%,21.81%,18.82%,14.70%,11.57%,3.38%,Upgrade,
25,Return on Capital Employed (ROCE),19.53%,19.52%,18.94%,17.99%,15.69%,12.28%,14.01%,16.31%,18.97%,22.27%,24.29%,26.65%,25.28%,27.05%,26.72%,24.45%,22.99%,15.87%,15.38%,14.76%,15.79%,Upgrade
26,Earnings Yield,8.33%,9.58%,7.01%,6.15%,7.03%,5.06%,7.81%,10.03%,12.24%,19.12%,25.00%,18.49%,15.50%,13.57%,12.66%,10.48%,7.07%,8.85%,11.08%,11.57%,11.15%,Upgrade
27,FCF Yield,10.69%,12.30%,11.91%,8.24%,8.91%,5.24%,3.74%,15.71%,12.83%,28.50%,40.58%,26.73%,23.50%,16.78%,29.08%,21.71%,17.26%,24.99%,17.86%,30.21%,23.97%,Upgrade
28,Dividend Yield,3.32%,3.80%,3.65%,-,4.36%,4.37%,5.97%,-,5.88%,-,7.67%,-,5.11%,-,4.43%,-,3.30%,-,6.66%,-,8.45%,Upgrade
29,Payout Ratio,39.44%,19.35%,132.30%,-,-,36.94%,184.07%,-,-,28.23%,84.14%,-,-,18.73%,70.13%,-,-,25.46%,102.70%,-,-,Upgrade
30,Buyback Yield / Dilution,-1.50%,-0.32%,-0.75%,-0.50%,-3.75%,0.08%,0.33%,0.38%,4.79%,0.71%,0.23%,2.78%,3.93%,-0.60%,-2.23%,-7.10%,-9.09%,-1.82%,0.94%,2.84%,0.05%,Upgrade
31,Total Shareholder Return,1.82%,3.47%,2.89%,-0.50%,0.61%,4.44%,6.29%,0.38%,10.68%,0.71%,7.90%,2.78%,9.05%,-0.60%,2.20%,-7.10%,-5.78%,-1.82%,7.60%,2.84%,8.50%,Upgrade
