,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,9549,5135,3496,4454,4655,4769,4703,5330,3549,2835,3715,4538,4740,3995,3958,4001,4798,5081,-,-,-,Upgrade
1,Market Cap Growth,7.68%,7.68%,-25.66%,-16.44%,31.14%,68.20%,26.60%,17.45%,-25.11%,-29.03%,-6.14%,13.43%,-1.22%,-21.38%,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,9462,5033,3392,4333,4534,4641,4597,5206,3426,2655,3567,4308,4509,3754,3660,3612,4409,4933,-,-,-,Upgrade
3,Last Close Price,67.82,36.47,24.83,31.63,33.06,33.87,33.40,37.85,25.21,20.14,26.38,32.18,33.61,28.33,28.06,28.31,33.95,35.95,-,-,-,Upgrade
4,PE Ratio,-,-,-,-,-,-,-59.98,-,-,118.29,106.73,93.10,97.55,64.46,68.51,71.27,86.40,89.25,-,-,-,Upgrade
5,PS Ratio,40.67,21.87,14.67,16.95,16.75,17.40,16.06,13.72,8.04,6.67,8.41,12.63,15.82,11.62,12.25,12.35,15.50,16.11,-,-,-,Upgrade
6,PB Ratio,10.56,5.50,3.64,4.51,4.64,4.26,4.17,4.73,3.15,2.34,3.08,3.77,3.98,3.38,3.39,3.46,4.17,4.50,-,-,-,Upgrade
7,P/TBV Ratio,7.68,7.68,5.07,6.25,6.42,5.63,5.53,6.31,4.21,3.05,4.01,4.89,5.19,4.40,4.44,4.56,5.53,6.00,-,-,-,Upgrade
8,P/FCF Ratio,-,-,-113.39,-,1021.09,-,-80.09,-,-,-,-66.20,-,-,-,-,-,-1158.12,-,-,-,-,Upgrade
9,P/OCF Ratio,393.70,-,136.71,-,114.23,114.79,-337.03,-,-139.05,-,144.38,-,-,1834.62,-91.84,-,64.11,-,-,-,-,Upgrade
10,EV/Sales Ratio,40.30,21.44,14.23,16.49,16.31,16.93,15.70,13.40,7.76,6.25,8.07,11.99,15.05,10.92,11.33,11.14,14.24,15.64,-,-,-,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-68.44,-74.87,-100.73,-,48.92,53.68,54.53,61.23,46.30,49.58,48.06,58.30,63.54,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,113.94,96.49,111.03,76.01,79.06,73.39,81.86,82.15,-,-,-,Upgrade
13,EV/FCF Ratio,-233.66,-,-110.00,-,994.60,-,-78.29,-,-,-,-63.57,-,-,-,-,-,-1064.20,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-,-,-,-,-,Upgrade
15,Debt / EBITDA Ratio,-,-,-,-,-,1.90,0.33,0.36,-,0.32,0.17,0.15,0.17,0.17,0.10,0.24,-,-,-,-,-,Upgrade
16,Debt / FCF Ratio,-,-,-0.47,-,3.33,-,-0.15,-,-,-,-0.19,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,0.20,0.25,0.18,0.22,0.18,0.29,0.21,0.18,0.21,0.50,0.31,0.12,0.25,0.30,0.17,0.28,-,-,-,-,Upgrade,
18,Inventory Turnover,2.55,4.05,4.65,3.54,2.71,1.62,2.42,1.67,2.36,1.04,3.09,1.79,0.43,1.45,1.54,1.26,4.37,-,-,-,-,Upgrade
19,Quick Ratio,2.35,2.35,2.55,2.67,3.09,3.98,3.77,2.92,2.62,1.77,1.86,1.24,1.18,1.54,1.53,2.01,2.26,6.64,-,-,2.24,Upgrade
20,Current Ratio,3.19,3.19,3.32,3.49,3.92,5.32,4.97,4.24,3.83,3.50,3.23,2.42,2.36,2.76,2.76,3.43,3.26,7.83,-,-,3.17,Upgrade
21,Return on Equity (ROE),-11.15%,-10.72%,-7.16%,-44.58%,-2.94%,0.25%,-1.47%,-28.60%,0.73%,1.59%,2.71%,1.47%,4.61%,6.80%,2.88%,6.54%,-,-,4.11%,-,Upgrade,
22,Return on Assets (ROA),-6.39%,-6.27%,-4.18%,-5.34%,-1.83%,-1.49%,-0.72%,-16.99%,-0.22%,0.87%,1.50%,0.76%,2.10%,3.27%,0.95%,2.59%,-,-,-,-,Upgrade,
23,Return on Capital (ROIC),-7.01%,-6.85%,-4.55%,-5.80%,-2.00%,-1.64%,-0.81%,-19.36%,-0.25%,1.06%,1.92%,0.95%,2.58%,3.94%,1.13%,2.93%,-,-,2.99%,-,Upgrade,
24,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-,2.58%,3.68%,3.38%,4.13%,3.92%,4.21%,4.69%,5.31%,-,-,5.28%,Upgrade
25,Earnings Yield,-1.88%,-3.50%,-4.63%,-3.01%,-2.57%,-1.84%,-1.67%,-1.41%,-1.84%,0.85%,0.94%,1.07%,1.03%,1.55%,1.46%,1.40%,1.16%,1.12%,-,-,-,Upgrade
26,FCF Yield,-0.42%,-0.79%,-0.88%,-0.26%,0.10%,-0.12%,-1.25%,-0.78%,-2.54%,-3.78%,-1.51%,-3.20%,-3.83%,-3.35%,-4.12%,-2.17%,-0.09%,-0.65%,-,-,-,Upgrade
27,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,-,-,-,0.12%,-,-,-,0.16%,-,-,-,-,Upgrade
28,Payout Ratio,0.00%,-,-,-,-,-,-,-,-,-,94.95%,-,38.57%,-,38.39%,-,-,-,-,-,-,Upgrade
29,Buyback Yield / Dilution,5.39%,13.17%,-16.14%,-1.28%,5.80%,-28.98%,2.04%,1.26%,7.99%,-0.52%,-12.86%,-0.05%,-35.34%,-12.92%,-3.73%,-33.39%,-30.95%,-56.02%,-169.89%,-169.57%,-171.75%,Upgrade
30,Total Shareholder Return,5.39%,13.17%,-16.14%,-1.28%,5.80%,-28.98%,2.04%,1.26%,7.99%,-0.52%,-12.86%,-0.05%,-35.22%,-12.92%,-3.73%,-33.39%,-30.78%,-56.02%,-169.89%,-169.57%,-171.75%,Upgrade
