,Fiscal Quarter,Q2 2020,Q1 2020,Q4 2019,Q2 2019,Q1 2019,Q4 2018,Q1 2018,Q4 2017,Q3 2017,Q2 2017,Q1 2017,Q4 2016,Q3 2016,Q2 2016,Q1 2016,Q4 2015,Q3 2015,Q2 2015,Q1 2015,Q4 2014,+20 Quarters
,Period Ending,"Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Jun '19 Jun 30, 2019","Mar '19 Mar 31, 2019","Dec '18 Dec 31, 2018","Mar '18 Mar 31, 2018","Dec '17 Dec 31, 2017","Sep '17 Sep 30, 2017","Jun '17 Jun 30, 2017","Mar '17 Mar 31, 2017","Dec '16 Dec 31, 2016","Sep '16 Sep 30, 2016","Jun '16 Jun 30, 2016","Mar '16 Mar 31, 2016","Dec '15 Dec 31, 2015","Sep '15 Sep 30, 2015","Jun '15 Jun 30, 2015","Mar '15 Mar 31, 2015","Dec '14 Dec 31, 2014",+20 Quarters
0,Revenue,103190,58157,194040,71953,40234,122482,45210,105621,43567,53653,51229,43612,27504,71364,75004,115682,32461,48537,57094,83095,Upgrade
1,Revenue Growth (YoY),156.47%,-52.52%,329.20%,-31.88%,-7.65%,128.28%,-11.75%,142.19%,58.40%,-24.82%,-31.70%,-62.30%,-15.27%,47.03%,31.37%,39.22%,-50.98%,-28.46%,28.93%,-24.88%,Upgrade
2,Cost of Revenue,80953,39079,170483,65030,34734,112073,40400,98263,37731,48071,46740,37972,23392,67024,69790,102089,27864,43310,51923,75054,Upgrade
3,Gross Profit,22237,19078,23557,6922,5500,10409,4810,7358,5836,5583,4489,5639,4112,4340,5213,13594,4597,5227,5172,8041,Upgrade
4,"Selling, General & Admin",8805,7737,5474,3572,1571,3278,2448,3011,2404,2143,2629,3574,1751,1955,1352,6946,2927,4324,4005,5090,Upgrade
5,Operating Expenses,8805,7737,5474,3572,1571,3278,2448,3011,2404,2143,2629,3574,1751,1955,1352,6946,2927,4324,4005,5090,Upgrade
6,Operating Income,13432,11341,18083,3350,3929,7131,2362,4347,3431,3439,1860,2066,2361,2385,3861,6648,1670,903.1,1167,2951,Upgrade
7,Interest Expense,-1202,-1219,-1353,-675.29,-296.99,-1049,-934.71,-1287,-1183,-419.29,-555.07,-980.17,-846.81,-940.28,-961.74,-1492,-837.8,-794.13,-794.13,-697.73,Upgrade
8,Interest & Investment Income,336.9,10.16,523.97,464.48,185.55,370.1,13.69,58.67,1.77,474.62,162.5,3.7,6.06,671.14,395.59,8.65,4.13,2.72,21.79,4.71,Upgrade
9,Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-,-,-,-,-,-,-2.83,-,-,-,-,-,-,Upgrade
