,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,342.99,330.12,469.69,403.77,2484,2495,2578,2714,2997,2989
1,Short-Term Investments,1745,1948,2046,2070,3.06,2.59,1.94,2.21,1.78,4.79
2,Trading Asset Securities,4.99,24.83,3.5,11.2,5.2,5.2,35.2,-,-,-
3,Cash & Short-Term Investments,2093,2303,2520,2485,2492,2503,2615,2716,2999,2994
4,Cash Growth,-16.94%,-7.30%,1.11%,-0.74%,-4.70%,-7.84%,-12.80%,-9.28%,-1.55%,-5.70%
5,Accounts Receivable,-,5.43,5.64,23.87,57.29,53.61,47.06,26.62,63.76,69.53
6,Other Receivables,12.64,14.28,7.66,5.4,1.82,13.79,13.06,21.61,23.82,32.12
7,Receivables,12.64,19.71,13.29,29.27,59.11,67.39,60.11,48.23,87.58,101.65
8,Inventory,6.48,6.07,27.42,20.52,63.01,56.23,37.17,58.89,81.73,86.04
9,Prepaid Expenses,0.61,1.03,0.63,2.13,2.92,2.3,3.36,1.85,1.5,1.89
10,Other Current Assets,3.03,2.7,5.16,8.13,17.99,2.34,5.33,4.8,7.29,9.05
11,Total Current Assets,2115,2333,2566,2545,2635,2632,2721,2830,3177,3193
12,"Property, Plant & Equipment",65.24,68.28,64.99,71.83,72.41,77.51,81.63,84.58,91.04,98.73
13,Long-Term Investments,70.76,63.02,11.69,22.02,32.81,41.86,51.97,60.92,50.43,58.11
14,Other Intangible Assets,24.42,26.32,15.51,16.56,78.56,78.21,83.64,90.7,69.1,75.61
15,Long-Term Deferred Charges,0.27,0.38,0.57,0.7,0.31,0.42,0.7,0.89,1.15,1.36
16,Other Long-Term Assets,-,0.26,1.04,1.22,2.93,0.41,-,-,-,-
17,Total Assets,2276,2491,2660,2657,2822,2830,2939,3067,3389,3426
18,Accounts Payable,0.46,0.65,6.95,3.14,5.96,1.05,1.36,0.93,5.02,6.64
19,Accrued Expenses,49.65,91.87,25.69,56.15,47.96,52.29,29.47,31.74,24.63,39.35
20,Current Portion of Leases,4.59,5.71,1.87,2.42,1.15,1.57,2.12,1.14,1.67,2.23
21,Current Unearned Revenue,1.59,1.59,6.24,1.97,1.59,1.59,1.72,1.72,1.72,1.72
22,Other Current Liabilities,30.48,40.86,42.52,44.52,43.7,34.47,31.84,38.23,35.52,37.71
23,Total Current Liabilities,86.76,140.68,83.27,108.19,100.36,90.97,66.52,73.77,68.56,87.65
24,Long-Term Leases,4.27,2.71,1.17,1.82,0.6,1.18,1.75,0.44,1.02,1.59
25,Long-Term Unearned Revenue,4.76,5.56,6.35,7.15,7.94,8.73,10.35,11.21,12.07,12.93
26,Total Liabilities,95.79,148.94,90.79,117.16,108.9,100.89,78.61,85.42,81.65,102.17
27,Common Stock,0.69,0.73,0.74,0.74,0.74,0.75,0.75,0.75,0.75,0.75
28,Additional Paid-In Capital,-,2843,2867,2867,2867,2884,2894,2898,2913,2913
29,Retained Earnings,-,-1174,-1046,-1030,-802.84,-714.85,-626.66,-515.83,-358.05,-306.59
30,Treasury Stock,-,-51.95,-10.04,-,-,-18.71,-,-4.52,-,-
31,Comprehensive Income & Other,2180,724.56,757.74,702,648.46,578.32,592.61,603.19,751.03,716.92
32,Total Common Equity,2180,2342,2569,2540,2713,2729,2860,2982,3307,3324
33,Shareholders' Equity,2180,2342,2569,2540,2713,2729,2860,2982,3307,3324
34,Total Liabilities & Equity,2276,2491,2660,2657,2822,2830,2939,3067,3389,3426
35,Total Debt,8.85,8.42,3.04,4.24,1.75,2.75,3.87,1.59,2.69,3.81
36,Net Cash (Debt),2084,2295,2516,2480,2490,2501,2611,2715,2996,2990
37,Net Cash Growth,-17.19%,-7.48%,1.05%,-0.80%,-4.63%,-7.89%,-12.85%,-9.21%,-1.46%,-5.82%
38,Net Cash Per Share,2.05,2.16,2.32,2.28,2.29,2.28,2.38,2.61,2.88,2.84
39,Filing Date Shares Outstanding,1016,1061,1087,1087,1087,1096,1099,1101,1041,1106
40,Total Common Shares Outstanding,1016,1061,1087,1087,1087,1096,1099,1101,1041,1106
41,Working Capital,2029,2192,2483,2437,2535,2541,2654,2756,3108,3105
42,Book Value Per Share,2.15,2.21,2.36,2.34,2.50,2.49,2.60,2.71,3.18,3.00
43,Tangible Book Value,2156,2316,2554,2523,2635,2651,2777,2891,3238,3249
44,Tangible Book Value Per Share,2.12,2.18,2.35,2.32,2.42,2.42,2.53,2.63,3.11,2.94
45,Machinery,-,126.13,-,121.54,-,115.33,-,110.82,-,109.06
46,Construction In Progress,-,-,-,-,-,0.03,-,-,-,1.41
47,Leasehold Improvements,-,2.87,-,2.87,-,2.87,-,2.87,-,2.87
