,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,295,359,237,456,1276,2164,2786,5994,10588,10032,12436,Upgrade
1,Market Cap Growth,-21.33%,-21.33%,-81.43%,-78.93%,-54.19%,-63.90%,-73.68%,-40.26%,-14.86%,6.45%,58.09%,Upgrade
2,Enterprise Value,8631798,26300,28066,30528,26954,24942,24022,19160,22542,18752,19512,Upgrade
3,Last Close Price,0.10,0.12,0.08,0.15,0.42,0.73,0.91,1.80,2.83,2.74,3.20,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,2.76,4.95,4.39,5.52,Upgrade
5,Forward PE,-,0.46,0.36,0.89,-,1.46,1.10,2.17,3.23,3.53,5.39,Upgrade
6,PS Ratio,0.01,0.02,0.01,0.02,0.05,0.06,0.05,0.10,0.21,0.26,0.36,Upgrade
7,PB Ratio,-0.08,-0.08,-0.32,0.34,0.34,0.30,0.18,0.39,0.61,0.70,0.88,Upgrade
8,P/TBV Ratio,-,-,-,-,-,0.83,0.28,0.58,0.86,1.07,1.14,Upgrade
9,P/FCF Ratio,-,-0.14,-,0.16,-0.75,-,6.16,-,-,2.63,-,Upgrade
10,P/OCF Ratio,-,-0.14,-,0.16,-0.83,-,2.91,-,1.87,2.16,-,Upgrade
11,PEG Ratio,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,Upgrade
12,EV/Sales Ratio,1.33,1.33,1.32,1.14,0.99,0.74,0.47,0.31,0.44,0.49,0.57,Upgrade
13,EV/EBITDA Ratio,-,-,-,-,-,-,7.68,3.06,4.32,3.79,3.95,Upgrade
14,EV/EBIT Ratio,-,-,-,-,-,-,8.49,3.21,4.58,4.03,4.20,Upgrade
15,EV/FCF Ratio,-3264.42,-9.95,-,11.02,-15.82,-,53.11,-,-,4.91,-,Upgrade
16,Debt / Equity Ratio,-5.41,-5.41,-36.45,22.82,7.43,4.26,1.77,2.30,2.22,2.86,2.58,Upgrade
17,Debt / FCF Ratio,-,-9.71,-,11.02,-16.40,-,61.37,-,-,10.74,-,Upgrade
18,Return on Capital Employed (ROCE),-,-,-,-,-,-,7.69%,14.24%,12.46%,13.05%,12.33%,Upgrade
19,Earnings Yield,-1706.45%,-1402.76%,-1517.07%,-746.18%,-669.66%,-310.15%,26.65%,36.19%,20.21%,22.79%,18.13%,Upgrade
20,FCF Yield,-896.96%,-737.34%,-547.49%,607.87%,-133.50%,68.71%,16.23%,-71.65%,48.33%,38.09%,-7.92%,Upgrade
21,Dividend Yield,0.00%,-,-,-,-,-,19.26%,22.78%,13.38%,15.09%,14.55%,Upgrade
22,Buyback Yield / Dilution,-0.64%,-0.65%,-0.64%,-2.01%,-3.20%,-0.65%,0.09%,-1.82%,-2.58%,-0.79%,-0.07%,Upgrade
23,Total Shareholder Return,-0.64%,-0.65%,-0.64%,-2.01%,-3.20%,-0.65%,19.35%,20.95%,10.80%,14.30%,14.48%,Upgrade
