,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,460.93,388.17,1773,1890,3622,5902,10872,22619,25555,22708,Upgrade
1,Short-Term Investments,-8008802,2052,2918,1916,3201,1505,3810,1786,4352,3480,Upgrade
2,Trading Asset Securities,3.08,2.42,3.32,4.5,45.32,53.65,58.44,62.06,95.32,70.6,Upgrade
3,Cash & Short-Term Investments,-8008338,2443,4695,3810,6869,7460,14740,24467,30002,26258,Upgrade
4,Cash Growth,-,-35.90%,-31.65%,-48.92%,-53.40%,-69.51%,-50.87%,-6.82%,33.47%,36.77%,Upgrade
5,Accounts Receivable,206.56,194.82,148.25,142.54,145.78,124.91,139.55,459.31,382.06,291.12,Upgrade
6,Other Receivables,8747,9578,9263,9876,9184,9190,10348,7744,8882,7061,Upgrade
7,Receivables,8953,9773,9411,10018,9330,9315,10488,8204,9264,7352,Upgrade
8,Inventory,72252,75431,84785,92261,94710,87470,93797,89202,88517,69815,Upgrade
9,Other Current Assets,8019887,10031,10525,12602,12915,16966,19416,22812,18508,20057,Upgrade
10,Total Current Assets,92755,97678,109416,118691,123824,121211,138441,144684,146291,123483,Upgrade
11,"Property, Plant & Equipment",8481,8787,9152,8979,8471,7802,8946,7232,7467,5343,Upgrade
12,Long-Term Investments,5552,5439,5983,6168,8643,10385,7918,6264,5416,11270,Upgrade
13,Goodwill,-,845.66,-,1046,-,1046,1046,1046,1046,-,Upgrade
14,Other Intangible Assets,262.15,31.45,1082,40.88,1091,64.56,74.66,-,-,-,Upgrade
15,Long-Term Deferred Tax Assets,96.3,95.36,47.06,48.5,33.12,212.88,311.46,376.49,579.12,412.88,Upgrade
16,Other Long-Term Assets,4316,4410,4251,3984,3720,5085,4591,4298,3367,3458,Upgrade
17,Total Assets,111462,117286,129932,138957,145783,145807,161328,163901,164166,143967,Upgrade
18,Accounts Payable,30067,29420,33249,37164,32991,32832,33498,29187,23423,21296,Upgrade
19,Accrued Expenses,4454,3567,4446,2044,4332,4662,3062,4499,746.66,2587,Upgrade
20,Short-Term Debt,-,774.96,4515,696.15,1.39,180.04,122.47,80.24,518.33,524.46,Upgrade
21,Current Portion of Long-Term Debt,19637,20079,23350,12885,11116,6761,8617,15336,19422,12528,Upgrade
22,Current Portion of Leases,43.96,20.21,31.43,36.36,30.07,96.36,125.68,130.1,46.01,54.27,Upgrade
23,Current Income Taxes Payable,1765,1589,1123,1326,1343,1881,1484,1223,1289,1154,Upgrade
24,Current Unearned Revenue,34972,39396,46510,51666,59263,52361,61333,63299,68521,52955,Upgrade
25,Other Current Liabilities,19694,18411,13707,17435,14298,17066,18196,16885,17685,19199,Upgrade
26,Total Current Liabilities,110633,113258,126931,123253,123376,115840,126438,130639,131650,110297,Upgrade
27,Long-Term Debt,3984,3432,90.96,10776,14674,15179,19767,16045,16899,18972,Upgrade
28,Long-Term Leases,222.17,212.43,273.15,326.08,182.53,399.37,707.53,756.88,523.49,481.51,Upgrade
29,Long-Term Deferred Tax Liabilities,1035,1057,1398,1274,1440,1645,1663,1878,2005,1614,Upgrade
30,Total Liabilities,115873,117959,128694,135629,139673,133063,148576,149319,151078,131365,Upgrade
31,Common Stock,266.53,266.53,266.53,266.53,260.12,260.12,260.36,258.2,244.31,240.66,Upgrade
32,Additional Paid-In Capital,3030,3030,3030,3030,2987,2987,2990,2731,2590,2509,Upgrade
33,Retained Earnings,-6940,-4305,-2244,-1047,908.84,6582,7072,8322,7527,7579,Upgrade
34,Comprehensive Income & Other,-1610,-1137,-2003,-1464,-831.38,-486.44,-627.82,65.12,-761.65,-611.28,Upgrade
35,Total Common Equity,-5254,-2145,-949.7,785.56,3325,9342,9695,11377,9599,9718,Upgrade
36,Minority Interest,842.13,1472,2188,2542,2785,3401,3057,3205,3489,2884,Upgrade
37,Shareholders' Equity,-4412,-672.68,1238,3328,6110,12743,12752,14582,13088,12602,Upgrade
38,Total Liabilities & Equity,111462,117286,129932,138957,145783,145807,161328,163901,164166,143967,Upgrade
39,Total Debt,23887,24518,28261,24720,26004,22616,29340,32348,37409,32560,Upgrade
40,Net Cash (Debt),-8032224,-22075,-23566,-20909,-19135,-15155,-14600,-7881,-7407,-6302,Upgrade
41,Net Cash Per Share,-2722.73,-7.44,-8.04,-7.09,-6.66,-5.30,-5.11,-2.75,-2.64,-2.26,Upgrade
42,Filing Date Shares Outstanding,3039,3039,3039,3039,2964,2964,2967,2941,2779,2739,Upgrade
43,Total Common Shares Outstanding,3039,3039,3039,3039,2964,2964,2967,2941,2779,2739,Upgrade
44,Working Capital,-17878,-15580,-17515,-4561,448.28,5371,12003,14046,14640,13185,Upgrade
45,Book Value Per Share,-1.73,-0.71,-0.31,0.26,1.12,3.15,3.27,3.87,3.45,3.55,Upgrade
46,Tangible Book Value,-5516,-3022,-2032,-300.98,2233,8232,8575,10331,8554,9718,Upgrade
47,Tangible Book Value Per Share,-1.82,-0.99,-0.67,-0.10,0.75,2.78,2.89,3.51,3.08,3.55,Upgrade
48,Buildings,-,6105,-,6198,-,4161,-,3854,-,3618,Upgrade
49,Machinery,-,846.01,-,561.63,-,1234,-,1036,-,544.77,Upgrade
50,Construction In Progress,-,3405,-,3429,-,3584,-,3264,-,1722,Upgrade
