,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,7243,11187,8074,16782,7301,21602,20357,30286,13019,21699,Upgrade
1,Revenue Growth (YoY),-10.29%,-33.34%,10.60%,-22.31%,-64.14%,-28.67%,56.36%,39.57%,43.57%,116.71%,Upgrade
2,Cost of Revenue,7457,11103,7812,16067,8483,19156,16970,25080,10219,16222,Upgrade
3,Gross Profit,-213.78,83.72,262.27,714.9,-1182,2445,3386,5205,2799,5477,Upgrade
4,"Selling, General & Admin",542.5,801.06,753.63,1062,1324,1766,1562,1887,1730,2100,Upgrade
5,Other Operating Expenses,-3.14,-3.75,-175.31,-23.54,-35.06,-9.76,-17.73,-21.65,-8.81,8.67,Upgrade
6,Operating Expenses,849.84,930.99,646.86,1323,1616,1948,1579,2043,1817,2217,Upgrade
7,Operating Income,-1064,-847.27,-384.59,-608.54,-2798,497.68,1807,3162,982.56,3260,Upgrade
8,Interest Expense,-515.38,-459.34,-507.55,-577.33,-458.34,-139.27,-334.72,-149.55,-454.81,-155.75,Upgrade
9,Interest & Investment Income,2.24,2.54,8.6,32.3,30.56,71.08,113.07,204.25,161.32,146.76,Upgrade
10,Earnings From Equity Investments,-104.72,147.6,39.63,-106.48,-61.95,90.82,69.69,405.96,-43.82,-16.77,Upgrade
11,Currency Exchange Gain (Loss),-,-,-,-27.66,-91.19,-128.63,56.31,-295.23,-23.77,121.44,Upgrade
12,Other Non Operating Income (Expenses),-161.45,-39.63,-69.84,-0.65,-297.34,89.98,-166.24,-175.02,2.76,-189.93,Upgrade
13,EBT Excluding Unusual Items,-1843,-1196,-913.76,-1288,-3676,481.67,1545,3153,624.24,3165,Upgrade
14,Impairment of Goodwill,-610.24,-200,-,-,-,-,-,-,-,-,Upgrade
15,Gain (Loss) on Sale of Investments,-1.89,18.1,39.85,49.06,-7.18,-2.89,41.7,46.25,898.65,192.66,Upgrade
16,Gain (Loss) on Sale of Assets,-3.95,-45.6,4.05,-172.08,-500.02,591.02,380.12,107.89,19.21,111.64,Upgrade
17,Asset Writedown,-44.71,17.69,140.68,65.98,-1514,212.99,96.89,171.09,-84.79,83.75,Upgrade
18,Pretax Income,-2504,-1406,-729.19,-1345,-5697,1283,2064,3478,1457,3554,Upgrade
19,Income Tax Expense,322.59,528.28,439.44,532.03,244.16,1055,1039,2163,671.15,1906,Upgrade
20,Earnings From Continuing Operations,-2826,-1934,-1169,-1877,-5941,227.77,1025,1315,786.16,1647,Upgrade
21,Minority Interest in Earnings,216.93,-138.19,-23.34,-78.67,336.16,-351.98,-296.09,-240.88,-59.18,-289.89,Upgrade
22,Net Income,-2609,-2072,-1192,-1956,-5605,-124.21,729.12,1075,726.98,1357,Upgrade
23,Net Income to Common,-2609,-2072,-1192,-1956,-5605,-124.21,729.12,1075,726.98,1357,Upgrade
24,Net Income Growth,-,-,-,-,-,-,0.29%,-20.84%,10.53%,124.63%,Upgrade
25,Shares Outstanding (Basic),2950,2969,2931,2950,2873,2858,2845,2819,2750,2733,Upgrade
26,Shares Outstanding (Diluted),2950,2969,2931,2950,2873,2858,2855,2861,2804,2789,Upgrade
27,Shares Change (YoY),0.65%,0.64%,2.01%,3.20%,0.65%,-0.09%,1.82%,2.58%,0.79%,0.07%,Upgrade
28,EPS (Basic),-0.88,-0.70,-0.41,-0.66,-1.95,-0.04,0.26,0.38,0.26,0.50,Upgrade
29,EPS (Diluted),-0.88,-0.70,-0.41,-0.66,-1.95,-0.04,0.26,0.38,0.26,0.49,Upgrade
30,EPS Growth,-,-,-,-,-,-,-1.50%,-22.84%,9.69%,124.50%,Upgrade
31,Free Cash Flow,165.06,-2626,1448,1117,-2624,3893,-3525,-46.25,4355,-872.27,Upgrade
32,Free Cash Flow Per Share,0.06,-0.88,0.49,0.38,-0.91,1.36,-1.23,-0.02,1.55,-0.31,Upgrade
33,Dividend Per Share,-,-,-,-,-,0.019,0.123,0.217,0.101,0.277,Upgrade
34,Dividend Growth,-,-,-,-,-,-91.04%,21.49%,-21.43%,-27.86%,118.65%,Upgrade
35,Operating Margin,-14.68%,-7.57%,-4.76%,-3.63%,-38.32%,2.30%,8.88%,10.44%,7.55%,15.02%,Upgrade
36,Profit Margin,-36.03%,-18.53%,-14.76%,-11.66%,-76.77%,-0.57%,3.58%,3.55%,5.58%,6.26%,Upgrade
37,Free Cash Flow Margin,2.28%,-23.47%,17.93%,6.65%,-35.94%,18.02%,-17.31%,-0.15%,33.45%,-4.02%,Upgrade
38,EBITDA,-891.89,-674.88,-275.46,-501.98,-2677,626.05,1921,3283,1109,3401,Upgrade
39,D&A For EBITDA,171.74,172.39,109.13,106.56,121.15,128.37,113.5,120.46,126.6,141.36,Upgrade
40,EBIT,-1064,-847.27,-384.59,-608.54,-2798,497.68,1807,3162,982.56,3260,Upgrade
41,Advertising Expenses,-,-,-,-,-,-,-,-,225,-,Upgrade
