,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Operating Revenue,170.48,157.33,118.36,135.89,159.24,148.48,112.49,86.81,150.66,124.47,94.16,144.11,158.81,140.09,88.52,116.99,121.69,81.36,81.36
1,Other Revenue,-7.83,7.83,-,14.03,-6.79,6.79,-,17.27,-10.21,10.21,-,19.92,-7.58,7.58,-,10.95,-4.65,2.32,2.32
2,Revenue,162.64,165.16,118.36,149.93,152.45,155.27,112.49,104.08,140.45,134.68,94.16,164.03,151.23,147.67,88.52,127.94,117.04,83.68,83.68
3,Revenue Growth (YoY),6.69%,6.37%,5.21%,44.05%,8.54%,15.28%,19.47%,-36.55%,-7.13%,-8.79%,6.37%,28.21%,29.21%,76.47%,5.79%,-,-,-,-
4,Cost of Revenue,98.86,105.88,70.6,93.89,93.03,102.11,71.99,73.2,91.5,92.34,63.6,116.97,101.79,101.81,59.19,86.67,67.7,55.36,55.36
5,Gross Profit,63.78,59.29,47.76,56.04,59.42,53.15,40.5,30.88,48.96,42.34,30.56,47.07,49.44,45.85,29.33,41.27,49.34,28.32,28.32
6,"Selling, General & Admin",24.37,25.62,19.07,31.8,22.27,21.66,18.81,22.56,25.58,26,21.94,39.76,23.02,21.4,14.53,18.77,13.73,12.13,12.13
7,Research & Development,5.08,4.99,3.59,4.84,4.66,4.77,3.47,3.86,4.28,3.68,3.44,5.14,4.74,4.51,2.66,4.07,3.39,2.7,2.7
8,Other Operating Expenses,-1.09,2.73,0.37,2.83,1.52,1.34,0.89,2.61,0.86,0.18,0.24,2.81,0.51,0.1,0.27,1.76,1.06,0.56,0.56
9,Operating Expenses,28.36,33.26,23.93,39.92,28.19,28.11,23,29.95,31.01,29.97,25.74,47.28,29.04,26.09,17.76,24.46,18.54,15.23,15.23
10,Operating Income,35.42,26.03,23.83,16.12,31.22,25.04,17.5,0.93,17.95,12.37,4.83,-0.22,20.4,19.76,11.57,16.82,30.8,13.09,13.09
11,Interest Expense,-1.61,-1.75,-1.25,-1.28,-1.24,-1.19,-1.03,-1.37,-0.23,-0.4,-0.18,-0.37,-0.22,-0.46,-0.4,-0.47,-0.02,-0.17,-0.17
12,Interest & Investment Income,2.98,3.89,3.8,5.82,4.52,1.66,1.54,1.6,1.64,2.98,1.58,2.48,2.79,1.16,0.14,1.36,0.33,0.26,0.26
13,Currency Exchange Gain (Loss),-0.35,0.35,-,0.17,0.02,-0.02,-,-0.18,0.04,-0.04,-,-0.11,0.09,-0.09,-,-0.04,0.06,-0.03,-0.03
14,Other Non Operating Income (Expenses),0.29,-0.15,0.12,-1.07,-0.13,0.24,-0.16,-4.81,-0.44,3.08,0.25,0.07,-0.29,0.02,0.01,-2.56,2.46,0.01,0.01
15,EBT Excluding Unusual Items,36.73,28.36,26.49,19.75,34.39,25.73,17.85,-3.82,18.96,17.99,6.48,1.85,22.78,20.39,11.32,15.11,33.63,13.16,13.16
16,Gain (Loss) on Sale of Investments,-1.07,1.31,2.08,0.78,0.08,2.09,3.92,-0.79,-,-,-,-,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,-,-,-,2.1,-,-,-,-0.04,-,-,-,-,-,0.03,0.1,0.16,-,-,-
18,Asset Writedown,-1.62,1.95,-1.79,2.13,-2.15,1.06,-1.15,3.03,-3.04,2.55,-2.59,0.59,-0.64,1.21,-1.29,4.21,-4.21,-0,-0
19,Other Unusual Items,-1.57,1.75,0.29,3.4,-0.02,0.02,-,6.59,-0.22,0.22,-,2.85,0.26,-0.26,-,6.07,0.07,-0.04,-0.04
20,Pretax Income,32.48,33.37,27.06,28.16,32.31,28.9,20.62,4.98,15.71,20.76,3.89,5.29,22.4,21.37,10.14,25.56,29.49,13.12,13.12
21,Income Tax Expense,4.26,4.35,3.61,3.55,4.11,3.54,2.57,-0.81,1.85,2.5,0.1,0.09,2.38,2.7,1.22,3.38,4.06,1.68,1.68
22,Net Income,28.23,29.02,23.45,24.61,28.2,25.35,18.05,5.79,13.86,18.26,3.79,5.2,20.02,18.67,8.92,22.18,25.43,11.44,11.44
23,Net Income to Common,28.23,29.02,23.45,24.61,28.2,25.35,18.05,5.79,13.86,18.26,3.79,5.2,20.02,18.67,8.92,22.18,25.43,11.44,11.44
24,Net Income Growth,0.10%,14.46%,29.93%,325.28%,103.41%,38.84%,376.38%,11.38%,-30.75%,-2.21%,-57.50%,-76.57%,-21.28%,63.26%,-22.04%,-,-,-,-
25,Shares Outstanding (Basic),67,67,69,68,69,69,67,70,65,75,63,68,57,50,52,52,51,51,51
26,Shares Outstanding (Diluted),67,67,69,68,69,69,67,70,65,75,63,68,57,50,52,52,51,51,51
27,Shares Change (YoY),-2.60%,-2.14%,3.18%,-2.56%,5.31%,-7.87%,5.86%,2.54%,15.84%,50.12%,20.40%,32.19%,11.08%,-2.16%,3.19%,-,-,-,-
28,EPS (Basic),0.42,0.43,0.34,0.36,0.41,0.37,0.27,0.08,0.21,0.24,0.06,0.08,0.35,0.38,0.17,0.43,0.50,0.22,0.23
29,EPS (Diluted),0.42,0.43,0.34,0.36,0.41,0.37,0.27,0.08,0.21,0.24,0.06,0.08,0.35,0.38,0.17,0.43,0.50,0.22,0.23
30,EPS Growth,2.77%,16.96%,25.93%,336.45%,93.16%,50.70%,350.00%,8.62%,-40.22%,-34.86%,-64.71%,-82.28%,-29.13%,66.87%,-24.44%,-,-,-,-
31,Free Cash Flow,15.85,32.9,-21.78,18.33,17.7,43.32,16.6,-22.03,4.31,-20.32,-56.66,-26.17,-10.29,38.26,-49.27,53.79,33.15,-10.44,-10.44
32,Free Cash Flow Per Share,0.24,0.49,-0.32,0.27,0.26,0.63,0.25,-0.31,0.07,-0.27,-0.90,-0.38,-0.18,0.77,-0.94,1.04,0.65,-0.21,-0.21
33,Dividend Per Share,-,-,-,0.880,-,-,-,0.610,-,-,-,0.080,-,-,-,-,-,-,-
34,Dividend Growth,-,-,-,44.26%,-,-,-,662.50%,-,-,-,-,-,-,-,-,-,-,-
35,Gross Margin,39.22%,35.90%,40.35%,37.38%,38.98%,34.23%,36.00%,29.67%,34.86%,31.44%,32.46%,28.69%,32.69%,31.05%,33.13%,32.26%,42.15%,33.85%,33.85%
36,Operating Margin,21.78%,15.76%,20.14%,10.75%,20.48%,16.13%,15.56%,0.90%,12.78%,9.18%,5.13%,-0.13%,13.49%,13.38%,13.07%,13.14%,26.32%,15.64%,15.64%
37,Profit Margin,17.36%,17.57%,19.81%,16.41%,18.50%,16.33%,16.05%,5.56%,9.87%,13.56%,4.02%,3.17%,13.24%,12.64%,10.07%,17.33%,21.73%,13.67%,13.67%
38,Free Cash Flow Margin,9.74%,19.92%,-18.40%,12.23%,11.61%,27.90%,14.76%,-21.16%,3.07%,-15.09%,-60.17%,-15.96%,-6.81%,25.91%,-55.65%,42.04%,28.32%,-12.48%,-12.48%
39,EBITDA,40.87,31.41,29.28,21.57,36.52,31.38,22.8,6.23,23.14,18.27,10.02,4.97,24.19,24.44,15.37,20.61,34.42,16.71,16.71
40,EBITDA Margin,25.13%,19.02%,24.74%,14.38%,23.96%,20.21%,20.27%,5.99%,16.47%,13.56%,10.64%,3.03%,16.00%,16.55%,17.36%,16.11%,29.41%,19.97%,19.97%
41,D&A For EBITDA,5.45,5.38,5.45,5.45,5.3,6.34,5.3,5.3,5.19,5.9,5.19,5.19,3.79,4.68,3.79,3.79,3.62,3.62,3.62
42,EBIT,35.42,26.03,23.83,16.12,31.22,25.04,17.5,0.93,17.95,12.37,4.83,-0.22,20.4,19.76,11.57,16.82,30.8,13.09,13.09
43,EBIT Margin,21.78%,15.76%,20.14%,10.75%,20.48%,16.13%,15.56%,0.90%,12.78%,9.18%,5.13%,-0.13%,13.49%,13.38%,13.07%,13.14%,26.32%,15.64%,15.64%
44,Effective Tax Rate,13.10%,13.04%,13.35%,12.61%,12.72%,12.26%,12.46%,-,11.75%,12.03%,2.64%,1.75%,10.62%,12.62%,12.03%,13.22%,13.77%,12.83%,12.83%
45,Revenue as Reported,162.64,165.16,118.36,149.93,152.45,155.27,112.49,104.08,140.45,134.68,94.16,164.03,151.23,147.67,88.52,127.94,117.04,83.68,83.68
