,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,501.59,345.8,339.38,313.29,395.23,440.35,405.53,315.39,726.19,201.17,Upgrade
1,Short-Term Investments,-,-,-,2.63,11.71,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,501.59,345.8,339.38,315.92,406.94,440.35,405.53,315.39,726.19,201.17,Upgrade
3,Cash Growth,47.80%,9.46%,-16.60%,-28.26%,0.35%,39.62%,-44.16%,56.78%,123.00%,-43.41%,Upgrade
4,Accounts Receivable,251.61,293.41,271.7,397.69,437.92,509.11,457.04,625.72,694.19,728.43,Upgrade
5,Other Receivables,36.75,32.28,103.64,40.71,52.05,61.28,82.09,71.61,49.58,17.27,Upgrade
6,Receivables,288.36,325.69,375.34,438.4,489.97,570.39,539.12,697.33,743.77,745.7,Upgrade
7,Inventory,33.52,72.49,82.7,102.68,114.33,121.65,122.58,112.49,150.86,166.26,Upgrade
8,Other Current Assets,301.29,329.21,118.27,104.51,29,11.49,1.83,14.52,6.5,24.98,Upgrade
9,Total Current Assets,1125,1073,915.7,961.52,1040,1144,1069,1140,1627,1138,Upgrade
10,"Property, Plant & Equipment",769.36,806.28,795.79,1000,1065,990.59,998.18,1007,904.33,893.94,Upgrade
11,Long-Term Investments,-,-,267.58,335.5,463.29,464.43,424.38,458.78,386.54,430.92,Upgrade
12,Goodwill,601.18,615.94,650.27,728.7,785.73,797.5,847.51,885.41,1012,1025,Upgrade
13,Other Intangible Assets,0.44,0.47,1.62,2.23,6.4,32.28,52.29,72.35,92.42,113.42,Upgrade
14,Long-Term Deferred Tax Assets,6.28,6.46,8.88,15.22,9.11,5.9,0.61,1.33,1.49,1.94,Upgrade
15,Other Long-Term Assets,195.92,211.21,229.19,151,143.6,59.67,53.67,24.71,30.68,43.33,Upgrade
16,Total Assets,2698,2714,2869,3195,3513,3494,3446,3589,4055,3647,Upgrade
17,Accounts Payable,118.93,189.42,200.12,243.18,279.53,256.21,164.08,214.04,245.03,226.29,Upgrade
18,Accrued Expenses,-,71.52,-,83.04,-,85.39,-,66.01,-,58.41,Upgrade
19,Short-Term Debt,-,-,-,11.67,-,-,-,-,-,2.73,Upgrade
20,Current Portion of Long-Term Debt,208.34,131.55,129.41,266.63,396,342.43,294.74,411.21,671.59,256.46,Upgrade
21,Current Portion of Leases,0.14,0.14,0.13,-,0.16,0.33,0.32,0.99,2.33,4.35,Upgrade
22,Current Income Taxes Payable,12.02,8.31,8.26,6.06,13.42,10.75,15.65,16.5,15.75,32.92,Upgrade
23,Current Unearned Revenue,44.46,34,-,1.97,-,4.61,1.96,3.83,-,2.86,Upgrade
24,Other Current Liabilities,124.4,60.53,202.8,27.89,145.28,46.02,249.27,34.92,375.71,39.59,Upgrade
25,Total Current Liabilities,508.29,495.46,540.72,640.45,834.38,745.73,726.01,747.49,1310,623.61,Upgrade
26,Long-Term Leases,0.28,0.36,0.21,-,-,-,0.15,0.3,0.26,0.55,Upgrade
27,Long-Term Unearned Revenue,18.31,19.65,20.21,22.06,23.85,25.93,26.45,28.38,25.89,27.3,Upgrade
28,Long-Term Deferred Tax Liabilities,32,41.4,41.09,57.02,49.62,49,43.1,42.88,59.94,69.52,Upgrade
29,Total Liabilities,558.89,556.87,602.23,719.52,907.86,820.66,795.72,819.05,1396,720.98,Upgrade
30,Common Stock,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,Upgrade
31,Additional Paid-In Capital,4937,4937,4937,4937,4937,4937,4937,4937,4937,4937,Upgrade
32,Retained Earnings,358.48,329.67,442.26,556.26,566.71,550.06,557.46,698.22,772.3,989.24,Upgrade
33,Comprehensive Income & Other,-3188,-3143,-3144,-3051,-2932,-2848,-2875,-2897,-3079,-3030,Upgrade
34,Total Common Equity,2116,2132,2243,2450,2579,2647,2627,2746,2638,2904,Upgrade
35,Minority Interest,23.33,25.1,24.18,25.25,26.53,26.69,23.14,23.38,20.72,21.88,Upgrade
36,Shareholders' Equity,2139,2157,2267,2475,2606,2674,2650,2770,2658,2926,Upgrade
37,Total Liabilities & Equity,2698,2714,2869,3195,3513,3494,3446,3589,4055,3647,Upgrade
38,Total Debt,208.76,132.05,129.75,278.3,396.16,342.76,295.21,412.5,674.18,264.1,Upgrade
39,Net Cash (Debt),292.83,213.75,209.63,37.62,10.78,97.59,110.32,-97.11,52.01,-62.93,Upgrade
40,Net Cash Growth,39.69%,468.13%,1844.26%,-61.45%,-90.23%,-,112.10%,-,-,-,Upgrade
41,Net Cash Per Share,0.19,0.14,0.13,-,0.01,0.06,0.07,-0.06,0.03,-0.04,Upgrade
42,Filing Date Shares Outstanding,1568,1568,1568,1568,1568,1568,1568,1568,1568,1568,Upgrade
43,Total Common Shares Outstanding,1568,1568,1568,1568,1568,1568,1568,1568,1568,1568,Upgrade
44,Working Capital,616.46,577.72,374.98,321.07,205.85,398.15,343.04,392.24,316.9,514.5,Upgrade
45,Book Value Per Share,1.35,1.36,1.43,1.56,1.64,1.69,1.68,1.75,1.68,1.85,Upgrade
46,Tangible Book Value,1514,1515,1591,1719,1787,1817,1727,1789,1533,1765,Upgrade
47,Tangible Book Value Per Share,0.97,0.97,1.01,1.10,1.14,1.16,1.10,1.14,0.98,1.13,Upgrade
48,Buildings,-,765.13,-,806.01,-,556.93,-,581.5,-,551.13,Upgrade
49,Machinery,-,778.16,-,837.33,-,923.71,-,906.25,-,895.35,Upgrade
50,Construction In Progress,-,17.69,-,4.43,-,180.27,-,207.37,-,84,Upgrade
51,Leasehold Improvements,-,16.28,-,16.53,-,17.87,-,8.94,-,8.38,Upgrade
