,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,376,205,295,229,315,439,510,627,486,831,956,Upgrade
1,Market Cap Growth,-10.27%,-10.27%,-6.47%,-47.86%,-38.15%,-30.00%,4.84%,-24.53%,-49.18%,-34.57%,-32.22%,Upgrade
2,Enterprise Value,107,17,109,217,331,368,422,748,455,916,1202,Upgrade
3,Last Close Price,0.24,0.12,0.17,0.13,0.14,0.20,0.23,0.29,0.18,0.31,0.27,Upgrade
4,PE Ratio,-,-2.45,-,-,-,47.50,-,-10.80,-,4.55,5.44,Upgrade
5,Forward PE,-,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,Upgrade
6,PS Ratio,0.54,0.29,0.41,0.68,-,0.37,0.44,0.53,0.36,0.56,0.64,Upgrade
7,PB Ratio,0.18,0.10,0.14,0.10,0.13,0.17,0.19,0.24,0.18,0.31,0.33,Upgrade
8,P/TBV Ratio,0.14,0.14,0.19,0.14,0.18,0.25,0.28,0.36,0.27,0.54,0.54,Upgrade
9,P/FCF Ratio,7.31,3.78,-,3.68,-,1.69,2.18,2.49,2.53,3.97,6.77,Upgrade
10,P/OCF Ratio,1.78,2.58,-,2.32,-,1.15,1.35,1.49,1.28,2.28,3.42,Upgrade
11,PEG Ratio,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,Upgrade
12,EV/Sales Ratio,0.15,0.02,0.15,0.65,-,0.31,0.36,0.64,0.34,0.61,0.80,Upgrade
13,EV/EBITDA Ratio,0.81,0.09,0.63,3.26,-,2.83,2.55,3.27,1.59,2.66,3.47,Upgrade
14,EV/EBIT Ratio,5.15,0.30,2.81,12.97,-,-,17.55,10.35,3.39,4.38,5.95,Upgrade
15,EV/FCF Ratio,2.07,0.31,-,3.48,-,1.41,1.81,2.97,2.36,4.38,8.51,Upgrade
16,Debt / Equity Ratio,0.10,0.10,0.06,0.06,0.11,0.15,0.13,0.11,0.15,0.25,0.09,Upgrade
17,Debt / FCF Ratio,4.05,3.84,-,2.09,-,1.52,1.47,1.17,2.14,3.22,1.87,Upgrade
18,Return on Capital Employed (ROCE),2.58%,2.56%,1.76%,0.72%,-,-,0.88%,2.66%,4.73%,7.62%,6.68%,Upgrade
19,Earnings Yield,-22.26%,-40.79%,-55.60%,-22.41%,-,2.11%,1.69%,-9.26%,1.83%,22.00%,18.39%,Upgrade
20,FCF Yield,13.69%,26.48%,-,27.17%,-,59.29%,45.83%,40.14%,39.58%,25.18%,14.76%,Upgrade
21,Dividend Yield,16.67%,17.03%,-,-,-,-,-,-,-,-,-,Upgrade
22,Total Shareholder Return,16.67%,17.03%,-,-,-,-,-,-,-,-,-,Upgrade
