,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,82.42,88.27,57.59,74.4,43.71,59.27,101.4,122.34,96.91,102.2,Upgrade
1,Short-Term Investments,-,-,-,-,-,4,-,-,10,-,Upgrade
2,Cash & Short-Term Investments,82.42,88.27,57.59,74.4,43.71,63.27,101.4,122.34,106.91,102.2,Upgrade
3,Cash Growth,43.11%,18.64%,31.75%,17.60%,-56.89%,-48.29%,-5.15%,19.71%,45.89%,19.55%,Upgrade
4,Accounts Receivable,13.08,17.66,14.08,14.28,20.21,19.97,17.07,22.11,16.63,22.63,Upgrade
5,Other Receivables,2.79,0.77,2.24,2.67,0.59,1.13,1.08,1,1.2,0.88,Upgrade
6,Receivables,15.87,18.42,16.32,16.95,20.8,21.09,18.15,23.11,17.83,23.5,Upgrade
7,Inventory,35.82,34.38,25.48,28.92,35.56,44.53,31.86,27.99,26.19,31.49,Upgrade
8,Other Current Assets,1.71,1.73,1.63,2.14,1.1,2.53,1.9,1.58,2.18,4.26,Upgrade
9,Total Current Assets,135.81,142.81,101.01,122.41,101.18,131.43,153.3,175.01,153.11,161.44,Upgrade
10,"Property, Plant & Equipment",56.89,57.15,61.5,71.82,99.57,114.15,74.26,89.55,112.6,128.73,Upgrade
11,Long-Term Investments,30,30,50,50,50,50,-,-,-,-,Upgrade
12,Long-Term Deferred Tax Assets,0.4,0.38,-,0.3,-,-,-,-,-,-,Upgrade
13,Other Long-Term Assets,2.35,-,-,-,-,-,-,-,-,-,Upgrade
14,Total Assets,225.45,230.33,212.51,244.52,250.74,295.58,227.56,264.57,265.71,290.17,Upgrade
15,Accounts Payable,20.66,19.08,13.49,35.71,20.55,42.72,27.94,35.18,35.3,32.61,Upgrade
16,Accrued Expenses,12.48,15.06,8.83,15.97,15.93,14.03,10.37,13.2,9.62,13.39,Upgrade
17,Short-Term Debt,-,-,-,-,-,-,-,-,-,9.65,Upgrade
18,Current Portion of Leases,10.08,9.21,8.36,8.17,10.38,10.14,5.15,11.16,6.57,7.33,Upgrade
19,Current Unearned Revenue,5.34,5.23,7.18,4.26,7.3,11.23,11.01,15.36,8.72,10.78,Upgrade
20,Other Current Liabilities,24.65,26.36,22.67,28.99,29.37,28.29,33.18,34.62,35.42,33.96,Upgrade
21,Total Current Liabilities,73.21,74.94,60.52,93.1,83.53,106.41,87.63,109.52,95.62,107.71,Upgrade
22,Long-Term Leases,10.8,15.9,20.88,25.1,38.07,43.32,0.32,0.33,17.52,23.8,Upgrade
23,Total Liabilities,84.01,90.83,81.4,118.21,121.59,149.72,87.95,109.84,113.14,131.51,Upgrade
24,Common Stock,277.93,277.93,277.93,277.93,277.93,277.93,277.93,277.93,277.93,277.93,Upgrade
25,Additional Paid-In Capital,-,1402,1402,1402,1402,1402,1402,1402,1402,1402,Upgrade
26,Retained Earnings,-,-1524,-1534,-1538,-1535,-1519,-1524,-1510,-1511,-1506,Upgrade
27,Comprehensive Income & Other,-136.49,-15.85,-14.83,-15.41,-15.52,-15,-15.99,-15.22,-16.12,-15.32,Upgrade
28,Shareholders' Equity,141.44,139.5,131.11,126.32,129.15,145.86,139.61,154.73,152.57,158.66,Upgrade
29,Total Liabilities & Equity,225.45,230.33,212.51,244.52,250.74,295.58,227.56,264.57,265.71,290.17,Upgrade
30,Total Debt,20.88,25.1,29.24,33.28,48.44,53.45,5.46,11.48,24.09,40.78,Upgrade
31,Net Cash (Debt),61.54,63.17,28.36,41.13,-4.73,9.82,95.93,110.86,82.82,61.41,Upgrade
32,Net Cash Growth,117.04%,53.59%,-,318.99%,-,-91.15%,15.84%,80.52%,59.01%,-15.80%,Upgrade
33,Net Cash Per Share,0.02,0.02,0.01,0.01,-0.00,0.00,0.03,0.04,0.03,0.02,Upgrade
34,Filing Date Shares Outstanding,3162,3162,3162,3162,3162,3162,3162,3162,3162,3162,Upgrade
35,Total Common Shares Outstanding,3162,3162,3162,3162,3162,3162,3162,3162,3162,3162,Upgrade
36,Working Capital,62.61,67.87,40.49,29.31,17.65,25.02,65.67,65.5,57.49,53.73,Upgrade
37,Book Value Per Share,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.05,0.05,0.05,Upgrade
38,Tangible Book Value,141.44,139.5,131.11,126.32,129.15,145.86,139.61,154.73,152.57,158.66,Upgrade
39,Tangible Book Value Per Share,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.05,0.05,0.05,Upgrade
40,Land,-,5.49,-,5.49,-,5.49,-,5.49,-,5.49,Upgrade
41,Machinery,-,161.3,-,162.21,-,165.02,-,161.33,-,160.67,Upgrade
42,Construction In Progress,-,-,-,-,-,7.17,-,10.47,-,10.47,Upgrade
43,Leasehold Improvements,-,201.8,-,201.7,-,201.7,-,201.7,-,201.7,Upgrade
