,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,149,158,142,161,164,199,297,335,345,206,316,Upgrade
1,Market Cap Growth,-1.96%,-1.96%,-13.46%,-19.05%,-44.68%,-40.57%,-13.76%,63.08%,9.00%,-52.90%,-42.85%,Upgrade
2,Enterprise Value,83,89,112,115,170,187,182,204,254,137,257,Upgrade
3,Last Close Price,0.05,0.05,0.04,0.05,0.05,0.06,0.09,0.11,0.11,0.07,0.10,Upgrade
4,PE Ratio,13.41,14.26,9.48,107.77,-,-,-26.66,-,-71.88,-,-46.34,Upgrade
5,Forward PE,-,46.92,46.92,46.92,46.92,46.92,46.92,46.92,46.92,46.92,46.92,Upgrade
6,PS Ratio,0.56,0.59,0.54,0.65,0.59,0.62,0.89,1.04,1.05,0.70,1.10,Upgrade
7,PB Ratio,0.98,1.04,0.93,1.14,1.15,1.32,1.66,2.00,1.88,1.23,1.78,Upgrade
8,P/TBV Ratio,1.04,1.04,0.93,1.14,1.15,1.32,1.66,2.00,1.88,1.23,1.78,Upgrade
9,P/FCF Ratio,10.64,-,72.53,-,6.57,-,-3725.81,-,8.31,4.01,12.16,Upgrade
10,P/OCF Ratio,5.00,5.00,31.93,-,6.03,-,151.46,-,7.66,3.65,10.29,Upgrade
11,EV/Sales Ratio,0.31,0.33,0.43,0.46,0.61,0.58,0.54,0.63,0.77,0.46,0.89,Upgrade
12,EV/EBITDA Ratio,2.72,4.24,4.79,5.69,75.56,-,18.41,-,11.93,7.14,31.56,Upgrade
13,EV/EBIT Ratio,7.89,8.47,7.65,-1021.47,-,-,-11.43,-,-48.07,-,-17.13,Upgrade
14,EV/FCF Ratio,5.91,-,56.91,-,6.79,-,-2279.75,-,6.12,2.67,9.89,Upgrade
15,Debt / Equity Ratio,0.15,0.15,0.18,0.22,0.26,0.38,0.37,0.04,0.07,0.16,0.26,Upgrade
16,Debt / FCF Ratio,1.61,-,14.09,-,1.50,-,-822.35,-,0.33,0.52,1.75,Upgrade
17,Return on Capital Employed (ROCE),6.39%,6.39%,8.53%,-0.07%,-,-,-6.86%,-,-2.87%,-,-7.35%,Upgrade
18,Earnings Yield,7.46%,7.01%,10.55%,0.93%,-13.28%,-6.43%,-3.75%,-4.69%,-1.39%,3.83%,-2.16%,Upgrade
19,FCF Yield,9.40%,8.83%,1.38%,14.49%,15.23%,1.29%,-0.03%,0.37%,12.03%,24.95%,8.22%,Upgrade
20,Buyback Yield / Dilution,-,-,-,-,-,-,-,0.00%,-0.01%,-0.02%,Upgrade,
21,Total Shareholder Return,-,-,-,-,-,-,-,0.00%,-0.01%,-0.02%,Upgrade,
