,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Jan '20 Jan 1, 2020",+15 Quarters
0,Operating Revenue,171.15,147.96,131.89,156.05,160.98,138.81,138.64,134.1,162.44,218,166.2,215.83,170.5,64.04,157.83,169.37,159.29,124.61,64.69,143.71,Upgrade
1,Other Revenue,-4.78,4.78,-,7.8,-9,9,-,7.89,-3.03,3.03,-,6.49,-3.67,3.67,-,6.16,-3.04,3.04,-,5.93,Upgrade
2,Revenue,166.37,152.74,131.89,163.86,151.98,147.81,138.64,141.99,159.41,221.03,166.2,222.31,166.83,67.72,157.83,175.53,156.25,127.65,64.69,149.64,Upgrade
3,Revenue Growth (YoY),9.47%,3.33%,-4.87%,15.40%,-4.66%,-33.12%,-16.59%,-36.13%,-4.45%,226.40%,5.31%,26.65%,6.77%,-46.95%,143.97%,17.30%,3.05%,-21.49%,-58.61%,-16.32%,Upgrade
4,Cost of Revenue,92.65,75.07,79.25,125,82.92,83.86,77.95,72.91,82.06,120.6,83.3,128.98,66.99,-5.21,74.11,81.46,49.89,70.67,13.4,46.7,Upgrade
5,Gross Profit,73.72,77.66,52.64,38.86,69.06,63.95,60.69,69.07,77.34,100.43,82.9,93.33,99.84,72.93,83.72,94.07,106.36,56.98,51.29,102.94,Upgrade
6,"Selling, General & Admin",69.13,48.94,77.23,69.59,56.46,61.53,54.41,55.75,60.79,53.21,50.75,72.59,61.22,55.57,53.58,73.92,74.7,52.62,41.64,93.38,Upgrade
7,Research & Development,30.06,31.03,27.94,38.16,39.61,26.94,24.2,35.96,27.78,27.93,29.76,30.24,30.16,23.08,19.69,31.98,19.32,24.21,10.61,20.56,Upgrade
8,Other Operating Expenses,1.66,3.5,-0.12,1.56,-0.77,-2.54,-1.01,7.98,-1.1,0.17,-1.42,6.58,-2.54,0.64,-1.16,5.29,-0.05,-1.75,-0.43,0.06,Upgrade
9,Operating Expenses,99.6,84.96,104.47,107.67,95.47,84.54,76.65,115.57,79.66,84.98,83.23,109.12,96.78,77.91,79.22,98.68,116.19,73.19,55.82,101.14,Upgrade
10,Operating Income,-25.88,-7.29,-51.84,-68.81,-26.41,-20.59,-15.97,-46.5,-2.32,15.45,-0.33,-15.79,3.06,-4.98,4.5,-4.6,-9.83,-16.21,-4.53,1.8,Upgrade
11,Interest Expense,-0.64,-0.22,-1.19,-0.67,-0.63,-0.72,-0.37,-,-0.34,-0.31,-0.52,-0.17,-,-0.38,-,-,-0.39,-0.16,-,-0,Upgrade
12,Interest & Investment Income,5.52,5.76,1.86,14.9,2.52,4.45,3.8,8.22,2.29,9.25,4.18,7.99,4.37,2.87,12.76,10.95,6.17,12.36,10.94,14.79,Upgrade
13,Currency Exchange Gain (Loss),0.04,-0.04,-,-,-0.03,0.03,-,-,0.04,-0.04,-,-,0.03,-0.03,-,-,-,-,-,-,Upgrade
14,Other Non Operating Income (Expenses),-0.07,-0.17,-0.19,-0.13,-5.34,-0.67,-0.41,0.43,-0.3,-3.23,2.61,0.13,-0.01,-0.54,-0.14,-0.41,0.14,-0.21,-0.07,-0.27,Upgrade
15,EBT Excluding Unusual Items,-21.03,-1.96,-51.36,-54.71,-29.88,-17.5,-12.95,-37.84,-0.62,21.12,5.94,-7.84,7.45,-3.05,17.12,5.93,-3.91,-4.22,6.33,16.32,Upgrade
16,Impairment of Goodwill,-,-,-,-38.56,-,-,-,-14.02,-,-,-,-,-,-,-,-11.81,-,-,-,-,Upgrade
17,Gain (Loss) on Sale of Investments,-1.48,0.3,5.81,-9.75,4.84,4.48,2.33,9.27,4.06,-3.25,2.59,1.11,-0.39,-1.93,0.88,-24.55,-2.19,-2.7,-2.4,-25.08,Upgrade
18,Gain (Loss) on Sale of Assets,-0,-,-0.04,1.83,-2.22,-,0.04,-0.39,0.39,-0.09,-,-0.13,-0,-,-0.05,-0.09,0,-0,-,-,Upgrade
19,Asset Writedown,-1.6,-17.77,17.7,-5.72,2.81,-4.88,3.76,8.93,-8.99,-,-,7.61,-7.63,-,-,-2.8,-,-,-,-0.22,Upgrade
20,Other Unusual Items,2.05,18.4,-0.56,4.11,-,-,-,5.07,0.01,-0.01,-,7.31,12,-12,-,5.04,-,-,-,0.02,Upgrade
21,Pretax Income,-22.07,-1.02,-28.45,-102.81,-24.45,-17.9,-6.82,-28.99,-5.15,17.78,8.54,8.06,11.43,-16.99,17.95,-28.27,-6.1,-6.93,3.93,-8.96,Upgrade
22,Income Tax Expense,-4.31,5.92,-10.95,-4.19,-7.66,-6.8,-5.1,3.61,-4.59,2.61,-1.55,-2.89,-1.74,-8.72,3.79,-13.74,0.77,1.4,-0.12,-3.26,Upgrade
23,Earnings From Continuing Operations,-17.76,-6.95,-17.49,-98.63,-16.8,-11.1,-1.72,-32.6,-0.56,15.17,10.09,10.96,13.16,-8.27,14.17,-14.54,-6.87,-8.33,4.05,-5.7,Upgrade
24,Minority Interest in Earnings,0.78,0.73,0.95,4.24,1.49,1.45,0.24,-0.25,0.51,-3.99,-2.4,-1.94,-1.75,0.96,0.36,0.04,0.12,0.3,0.2,0.6,Upgrade
25,Net Income,-16.98,-6.22,-16.55,-94.38,-15.31,-9.66,-1.47,-32.85,-0.05,11.18,7.69,9.02,11.42,-7.31,14.53,-14.5,-6.75,-8.03,4.25,-5.09,Upgrade
26,Net Income to Common,-16.98,-6.22,-16.55,-94.38,-15.31,-9.66,-1.47,-32.85,-0.05,11.18,7.69,9.02,11.42,-7.31,14.53,-14.5,-6.75,-8.03,4.25,-5.09,Upgrade
27,Net Income Growth,-,-,-,-,-,-,-,-,-,-,-47.07%,-,-,-,241.82%,-,-,-,-85.76%,-,Upgrade
28,Shares Outstanding (Basic),130,141,127,142,130,174,74,134,125,123,128,115,104,102,104,101,127,83,106,104,Upgrade
29,Shares Outstanding (Diluted),130,141,127,142,130,174,74,134,125,123,128,115,104,102,104,101,127,83,106,104,Upgrade
30,Shares Change (YoY),-0.63%,-19.07%,72.92%,6.16%,4.50%,40.69%,-42.58%,16.44%,19.56%,20.53%,23.51%,13.37%,-17.68%,23.83%,-2.34%,-2.28%,23.49%,-20.27%,3.22%,-1.96%,Upgrade
31,EPS (Basic),-0.13,-0.04,-0.13,-0.66,-0.12,-0.06,-0.02,-0.25,-0.00,0.09,0.06,0.08,0.11,-0.07,0.14,-0.14,-0.05,-0.10,0.04,-0.05,Upgrade
32,EPS (Diluted),-0.13,-0.04,-0.13,-0.66,-0.12,-0.06,-0.02,-0.25,-0.00,0.09,0.06,0.08,0.11,-0.07,0.14,-0.14,-0.05,-0.10,0.04,-0.05,Upgrade
33,EPS Growth,-,-,-,-,-,-,-,-,-,-,-57.14%,-,-,-,250.00%,-,-,-,-86.21%,-,Upgrade
34,Free Cash Flow,-8.01,14.02,-7.72,-20.7,-53.88,-16.27,-71.29,9.23,-7.6,-25.73,-96.83,-47.61,-73.4,-32,-82.02,-77.06,-22.23,-26.63,-7.4,6.36,Upgrade
35,Free Cash Flow Per Share,-0.06,0.10,-0.06,-0.15,-0.41,-0.09,-0.97,0.07,-0.06,-0.21,-0.76,-0.41,-0.70,-0.31,-0.79,-0.76,-0.18,-0.32,-0.07,0.06,Upgrade
36,Dividend Per Share,0.130,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.160,Upgrade
37,Dividend Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-20.00%,Upgrade
38,Gross Margin,44.31%,50.85%,39.91%,23.72%,45.44%,43.27%,43.78%,48.65%,48.52%,45.44%,49.88%,41.98%,59.85%,107.70%,53.04%,53.59%,68.07%,44.64%,79.28%,68.79%,Upgrade
39,Operating Margin,-15.56%,-4.77%,-39.30%,-41.99%,-17.38%,-13.93%,-11.52%,-32.75%,-1.45%,6.99%,-0.20%,-7.10%,1.84%,-7.35%,2.85%,-2.62%,-6.29%,-12.70%,-7.01%,1.20%,Upgrade
40,Profit Margin,-10.21%,-4.07%,-12.55%,-57.60%,-10.07%,-6.53%,-1.06%,-23.14%,-0.03%,5.06%,4.63%,4.06%,6.84%,-10.80%,9.21%,-8.26%,-4.32%,-6.29%,6.57%,-3.40%,Upgrade
41,Free Cash Flow Margin,-4.82%,9.18%,-5.86%,-12.63%,-35.45%,-11.01%,-51.42%,6.50%,-4.77%,-11.64%,-58.26%,-21.42%,-44.00%,-47.25%,-51.97%,-43.90%,-14.23%,-20.86%,-11.44%,4.25%,Upgrade
42,EBITDA,-8.94,13.61,-34.89,-51.86,-13.61,-2.52,-3.17,-33.7,6.59,27.75,8.58,-6.88,10.31,2.2,11.75,2.64,-4.02,-10.55,1.27,7.6,Upgrade
43,EBITDA Margin,-5.37%,8.91%,-26.45%,-31.65%,-8.96%,-1.71%,-2.29%,-23.73%,4.13%,12.55%,5.16%,-3.10%,6.18%,3.24%,7.45%,1.51%,-2.58%,-8.27%,1.96%,5.08%,Upgrade
44,D&A For EBITDA,16.95,20.9,16.95,16.95,12.8,18.07,12.8,12.8,8.9,12.29,8.9,8.9,7.25,7.17,7.25,7.25,5.8,5.66,5.8,5.8,Upgrade
45,EBIT,-25.88,-7.29,-51.84,-68.81,-26.41,-20.59,-15.97,-46.5,-2.32,15.45,-0.33,-15.79,3.06,-4.98,4.5,-4.6,-9.83,-16.21,-4.53,1.8,Upgrade
46,EBIT Margin,-15.56%,-4.77%,-39.30%,-41.99%,-17.38%,-13.93%,-11.52%,-32.75%,-1.45%,6.99%,-0.20%,-7.10%,1.84%,-7.35%,2.85%,-2.62%,-6.29%,-12.70%,-7.01%,1.20%,Upgrade
47,Effective Tax Rate,-,-,-,-,-,-,-,-,-,14.67%,-,-,-,-,21.10%,-,-,-,-,-,Upgrade
48,Revenue as Reported,166.37,152.74,131.89,163.86,151.98,147.81,138.64,141.99,159.41,221.03,166.2,222.31,166.83,67.72,157.83,175.53,156.25,127.65,64.69,149.64,Upgrade
