,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,759.31,825.94,540.08,167.44,29.04,26.95,17.63,13.35,236.42,880.49,Upgrade
1,Revenue Growth (YoY),40.59%,393.27%,1759.85%,521.25%,64.75%,101.83%,-92.54%,-98.48%,-72.12%,-2.07%,Upgrade
2,Cost of Revenue,579.06,623.02,403.24,121.77,35.83,37.05,36.7,42.1,220.46,725.34,Upgrade
3,Gross Profit,180.25,202.92,136.85,45.67,-6.79,-10.1,-19.08,-28.75,15.95,155.15,Upgrade
4,"Selling, General & Admin",125.92,122.7,106.76,78.53,59.25,65.66,66.99,49.22,92.72,149.61,Upgrade
5,Other Operating Expenses,-,0.1,-,0.46,-,33.56,-,0.77,-,-,Upgrade
6,Operating Expenses,125.92,122.8,106.76,79.1,59.25,99.21,66.99,50.54,92.72,149.61,Upgrade
7,Operating Income,54.33,80.12,30.09,-33.43,-66.04,-109.31,-86.07,-79.29,-76.77,5.54,Upgrade
8,Interest Expense,-7.29,-10.45,-12.73,-12.6,-10.06,-8.52,-6.34,-3.28,-3.71,-3.46,Upgrade
9,Interest & Investment Income,0.54,1.71,1.06,0.24,0.04,0.01,0.01,0.02,0.09,0.1,Upgrade
10,Earnings From Equity Investments,0.79,1.98,0.22,-0.06,-0.18,-0.09,-0.42,-0.7,-0.36,0.76,Upgrade
11,Currency Exchange Gain (Loss),-3.03,1.76,-3.54,0.68,-4.19,-0.5,-2.2,4.9,0.26,0.62,Upgrade
12,Other Non Operating Income (Expenses),1.76,-1.21,9.82,24.49,7.09,2.72,7.9,1.64,3,0.59,Upgrade
13,EBT Excluding Unusual Items,47.1,73.91,24.92,-20.67,-73.35,-115.7,-87.12,-76.71,-77.49,4.16,Upgrade
14,Gain (Loss) on Sale of Assets,-,0.05,-,-0.01,-,0.07,-,0.28,-,-,Upgrade
15,Other Unusual Items,-2.13,-7.13,-0.33,1.7,0.13,3.25,0.16,4.07,0.25,-,Upgrade
16,Pretax Income,44.98,66.83,24.59,-18.98,-73.22,-112.38,-86.95,-72.36,-77.24,4.16,Upgrade
17,Income Tax Expense,10.71,15.84,3.75,-0.58,-16.12,-25.42,-17.49,-29.16,-10.77,-3.26,Upgrade
18,Earnings From Continuing Operations,34.26,51,20.84,-18.4,-57.1,-86.96,-69.47,-43.21,-66.47,7.42,Upgrade
19,Minority Interest in Earnings,-0.14,-0.03,-0.15,0.87,0.33,0.4,0.39,0.62,0.3,-0.32,Upgrade
20,Net Income,34.12,50.97,20.69,-17.53,-56.77,-86.56,-69.08,-42.59,-66.17,7.1,Upgrade
21,Net Income to Common,34.12,50.97,20.69,-17.53,-56.77,-86.56,-69.08,-42.59,-66.17,7.1,Upgrade
22,Net Income Growth,64.91%,-,-,-,-,-,-,-,-,-56.98%,Upgrade
23,Shares Outstanding (Basic),502,502,502,502,502,502,502,502,502,502,Upgrade
24,Shares Outstanding (Diluted),502,502,502,502,502,502,502,502,502,502,Upgrade
25,EPS (Basic),0.07,0.10,0.04,-0.03,-0.11,-0.17,-0.14,-0.08,-0.13,0.01,Upgrade
26,EPS (Diluted),0.07,0.10,0.04,-0.03,-0.11,-0.17,-0.14,-0.08,-0.13,0.01,Upgrade
27,EPS Growth,64.91%,-,-,-,-,-,-,-,-,-56.98%,Upgrade
28,Free Cash Flow,112.98,70.71,150.79,95.84,-19.69,-29.18,-24.21,-110.28,-241.73,-60.95,Upgrade
29,Free Cash Flow Per Share,0.22,0.14,0.30,0.19,-0.04,-0.06,-0.05,-0.22,-0.48,-0.12,Upgrade
30,Operating Margin,7.16%,9.70%,5.57%,-19.96%,-227.42%,-405.59%,-488.32%,-593.75%,-32.47%,0.63%,Upgrade
31,Profit Margin,4.49%,6.17%,3.83%,-10.47%,-195.50%,-321.15%,-391.91%,-318.94%,-27.99%,0.81%,Upgrade
32,Free Cash Flow Margin,14.88%,8.56%,27.92%,57.24%,-67.79%,-108.25%,-137.33%,-825.82%,-102.25%,-6.92%,Upgrade
33,EBITDA,63.57,95.67,46.52,-16.73,-42.28,-83.05,-53.83,-48.95,-52.57,29.98,Upgrade
34,D&A For EBITDA,9.24,15.55,16.43,16.7,23.76,26.26,32.24,30.34,24.19,24.44,Upgrade
35,EBIT,54.33,80.12,30.09,-33.43,-66.04,-109.31,-86.07,-79.29,-76.77,5.54,Upgrade
