,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,301,322,306,357,472,301,201,276,203,151,249,Upgrade
1,Market Cap Growth,-9.86%,-9.86%,-35.11%,18.33%,135.00%,9.09%,-1.23%,83.33%,-18.18%,-57.75%,-16.10%,Upgrade
2,Enterprise Value,516,640,658,865,1049,904,780,906,692,378,385,Upgrade
3,Last Close Price,0.60,0.58,0.56,0.58,0.77,0.49,0.33,0.45,0.33,0.24,0.40,Upgrade
4,PE Ratio,3.54,3.78,4.28,112.82,-,-,-,-,-,-,17.76,Upgrade
5,Forward PE,-,5.52,5.52,5.52,5.52,5.52,5.52,5.52,5.52,5.52,5.52,Upgrade
6,PS Ratio,0.19,0.20,0.22,0.50,2.40,5.38,4.51,8.92,0.81,0.13,0.14,Upgrade
7,PB Ratio,4.91,5.40,6.79,13.10,23.07,8.90,1.64,1.35,0.81,0.53,0.70,Upgrade
8,P/TBV Ratio,5.24,5.24,6.47,12.10,20.45,8.48,1.62,1.34,0.81,0.53,0.71,Upgrade
9,P/FCF Ratio,1.64,1.75,1.38,1.45,6.20,-,-,-,-,-,-,Upgrade
10,P/OCF Ratio,1.67,1.67,1.33,1.42,6.08,-,-,-,-,-,1.95,Upgrade
11,PEG Ratio,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,Upgrade
12,EV/Sales Ratio,0.33,0.40,0.48,1.22,5.34,16.15,17.50,29.25,2.77,0.34,0.22,Upgrade
13,EV/EBITDA Ratio,2.86,4.02,4.63,29.03,-,-,-,-,-,-,6.49,Upgrade
14,EV/EBIT Ratio,3.76,4.76,5.97,-259.12,-,-,-,-,-,-,31.80,Upgrade
15,EV/FCF Ratio,2.81,3.48,2.97,3.51,13.77,-,-,-,-,-,-,Upgrade
16,Debt / Equity Ratio,7.52,7.52,12.05,23.63,35.19,20.87,6.06,3.34,2.93,2.01,1.25,Upgrade
17,Debt / FCF Ratio,2.44,2.44,2.46,2.61,9.46,-,-,-,-,-,-,Upgrade
18,Return on Capital Employed (ROCE),29.81%,29.81%,20.99%,-0.56%,-,-,-,-,-,-,1.70%,Upgrade
19,Earnings Yield,28.22%,26.46%,23.38%,0.89%,-15.73%,-47.54%,-77.44%,-40.41%,-53.45%,-39.19%,5.63%,Upgrade
20,FCF Yield,60.93%,57.12%,72.27%,69.14%,16.12%,-16.21%,-26.56%,-48.67%,-172.98%,-200.80%,-11.15%,Upgrade
21,Dividend Yield,10.00%,-,-,-,-,-,-,-,-,-,-,Upgrade
22,Total Shareholder Return,10.00%,-,-,-,-,-,-,-,-,-,-,Upgrade
