,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 6, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,568,494,504,459,571,555,388,642,472,677,1267,Upgrade
1,Market Cap Growth,7.69%,7.69%,-11.80%,-17.34%,47.11%,-13.50%,-17.69%,-5.21%,-62.78%,-50.74%,-53.89%,Upgrade
2,Enterprise Value,211,651,676,232,431,479,2795,2730,2153,2216,3066,Upgrade
3,Last Close Price,0.18,0.15,0.16,0.14,0.18,0.17,0.12,0.20,0.15,0.21,0.40,Upgrade
4,PE Ratio,-,-,-,-,-,-,6.27,-,-,-,-,Upgrade
5,PS Ratio,1.31,0.80,1.07,1.80,1.55,0.20,0.15,5.44,4.01,13.65,-,Upgrade
6,PB Ratio,0.40,0.30,0.30,0.26,0.32,0.29,0.18,0.31,0.23,0.34,0.60,Upgrade
7,P/TBV Ratio,0.53,0.53,0.57,0.53,0.40,0.37,0.23,0.50,0.38,0.58,1.01,Upgrade
8,P/FCF Ratio,-,-,-306.32,-,5.29,0.23,0.19,-,-,-,-,Upgrade
9,P/OCF Ratio,105.50,-,43.84,-,4.79,0.23,0.19,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.49,1.06,1.44,0.91,1.17,0.17,1.07,23.14,18.32,44.70,-,Upgrade
11,EV/EBITDA Ratio,121.08,121.08,-80.28,-,-,1.14,6.82,-,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,7.10,-,-,-,-,Upgrade
13,EV/FCF Ratio,-,-,-411.11,-,4.00,0.20,1.35,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.06,0.06,0.06,0.07,0.04,0.07,0.10,1.06,0.93,0.75,0.67,Upgrade
15,Debt / FCF Ratio,-,-,-66.02,-,0.68,0.05,0.11,-,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,17.26%,-,-,-,-,Upgrade
17,Earnings Yield,-32.08%,-24.70%,-16.33%,-11.20%,-19.70%,0.06%,15.94%,-9.40%,-19.52%,-6.43%,-,Upgrade
18,FCF Yield,-1.71%,-1.71%,-0.33%,13.27%,18.89%,433.21%,533.26%,-82.89%,-82.81%,-23.71%,-,Upgrade
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,25.29%,-,Upgrade,
20,Total Shareholder Return,-,-,-,-,-,-,-,-,25.29%,-,Upgrade,
