,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,282.67,333.93,135.25,119.37,250.08,2552,50.02,67.98,49.57,-,Upgrade
1,Revenue Growth (YoY),108.99%,179.74%,-45.92%,-95.32%,399.96%,3653.68%,0.90%,-,-56.73%,-,Upgrade
2,Cost of Revenue,213.93,263.02,97.3,87.96,195.33,2025,24.94,40.68,47.39,-,Upgrade
3,Gross Profit,68.74,70.91,37.95,31.41,54.75,526.79,25.08,27.3,2.18,-,Upgrade
4,"Selling, General & Admin",64.85,103.72,56.47,86.36,65.16,133.11,43.76,65.5,57.44,-,Upgrade
5,Other Operating Expenses,-2.84,-11.52,-3.79,-10.23,-9.79,-10.49,-7.8,-9.54,-12.32,-,Upgrade
6,Operating Expenses,77.93,82.56,56.52,75.61,56.34,121.36,36.82,68.08,50.52,-,Upgrade
7,Operating Income,-9.19,-11.65,-18.57,-44.21,-1.59,405.43,-11.74,-40.77,-48.34,-,Upgrade
8,Interest Expense,-2.03,-2.74,-2.81,-3.11,-2.83,-26.58,-3.22,-0.95,-4.9,-,Upgrade
9,Interest & Investment Income,3.31,4.55,0.41,1,0.44,0.41,0.28,0.53,1.59,-,Upgrade
10,Currency Exchange Gain (Loss),-2.08,-4.96,4.72,0.61,0.13,-4.01,-,2.58,-,-,Upgrade
11,Other Non Operating Income (Expenses),-,0.07,-,-0.1,-,-,-,-,-,-,Upgrade
12,EBT Excluding Unusual Items,-10,-14.72,-16.25,-45.81,-3.86,375.25,-14.68,-38.61,-51.66,-,Upgrade
13,Impairment of Goodwill,-,-,-,-,-,-,-,-13.85,-,-,Upgrade
14,Gain (Loss) on Sale of Assets,-39.21,-0.07,0.07,-1.92,1.92,-,-,3.38,0.68,-,Upgrade
15,Asset Writedown,-,-102.21,-,12.22,-103.64,-268.7,-,-19.96,-,-,Upgrade
16,Other Unusual Items,-,-,-,-,-,0.06,-,-2.07,-,-,Upgrade
17,Pretax Income,-49.21,-117,-16.18,-35.51,-105.57,106.61,-14.68,-71.11,-50.98,-,Upgrade
18,Income Tax Expense,3.08,-12.65,2.42,12.81,17.86,34.41,-0.04,-6.09,-1.69,-,Upgrade
19,Earnings From Continuing Operations,-52.29,-104.35,-18.59,-48.31,-123.43,72.21,-14.65,-65.02,-49.29,-,Upgrade
20,Earnings From Discontinued Operations,-7.16,-,-,-,-,-,-,-,-,-,Upgrade
21,Net Income to Company,-59.45,-104.35,-18.59,-48.31,-123.43,72.21,-14.65,-65.02,-49.29,-,Upgrade
22,Minority Interest in Earnings,7.5,34.29,6.4,9.16,50.11,1.45,2.85,16.48,5.8,-,Upgrade
23,Net Income,-51.95,-70.06,-12.2,-39.16,-73.32,73.66,-11.79,-48.54,-43.49,-,Upgrade
24,Net Income to Common,-51.95,-70.06,-12.2,-39.16,-73.32,73.66,-11.79,-48.54,-43.49,-,Upgrade
25,Shares Outstanding (Basic),3208,3208,3208,3208,3208,3208,3208,3208,3208,-,Upgrade
26,Shares Outstanding (Diluted),3208,3208,3208,3208,3208,3208,3208,3208,3208,-,Upgrade
27,Shares Change (YoY),-,-,-,-,-,-,-,-,-25.29%,-,Upgrade
28,EPS (Basic),-0.02,-0.02,-0.00,-0.01,-0.02,0.02,-0.00,-0.02,-0.01,-,Upgrade
29,EPS (Diluted),-0.02,-0.02,-0.00,-0.01,-0.02,0.02,-0.00,-0.02,-0.01,-,Upgrade
30,Free Cash Flow,-21.31,12.86,-14.5,75.39,32.47,2371,-301.8,-229.98,-160.49,-,Upgrade
31,Free Cash Flow Per Share,-0.01,0.00,-0.00,0.02,0.01,0.74,-0.09,-0.07,-0.05,-,Upgrade
32,Operating Margin,-3.25%,-3.49%,-13.73%,-37.03%,-0.64%,15.89%,-23.47%,-59.98%,-97.52%,-,Upgrade
33,Profit Margin,-18.38%,-20.98%,-9.02%,-32.80%,-29.32%,2.89%,-23.58%,-71.40%,-87.73%,-,Upgrade
34,Free Cash Flow Margin,-7.54%,3.85%,-10.72%,63.16%,12.99%,92.94%,-603.35%,-338.30%,-323.76%,-,Upgrade
35,EBITDA,3.88,1.5,-9.92,-37.97,6.23,415.12,-5.32,-30.77,-40.85,-,Upgrade
36,D&A For EBITDA,13.07,13.15,8.65,6.24,7.82,9.69,6.42,10,7.49,14.27,Upgrade
37,EBIT,-9.19,-11.65,-18.57,-44.21,-1.59,405.43,-11.74,-40.77,-48.34,-,Upgrade
