,Fiscal Quarter,Q3 2025,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,37.79,43.46,43.34,33.17,36.36,41.17,36.31,31.37,34.62,36.42,30.25,29.84,33.78,30.08,28.69,29.63,31.46,30.37,24.22,38.46,Upgrade
1,Revenue Growth (YoY),3.91%,5.56%,19.35%,5.74%,5.04%,13.06%,20.04%,5.13%,2.49%,21.08%,5.43%,0.73%,7.36%,-0.97%,18.47%,-22.97%,-44.05%,-58.34%,-66.19%,-29.17%,Upgrade
2,Cost of Revenue,27.33,32.24,32.69,24.24,27.04,31.04,26.81,22.16,21.62,22.25,19.3,18.66,19.58,19.02,18.45,17.59,19.98,20.01,19.71,25.83,Upgrade
3,Gross Profit,10.46,11.22,10.66,8.94,9.32,10.13,9.5,9.21,13,14.16,10.96,11.18,14.2,11.06,10.24,12.03,11.48,10.37,4.51,12.63,Upgrade
4,"Selling, General & Admin",13.25,13.09,12.43,11.14,12.07,13.4,13.21,12.94,12.66,13.72,12.23,12.97,13.3,12.05,13.13,12.16,13.71,13.82,13.5,14.48,Upgrade
5,Other Operating Expenses,-1.04,-1.3,-1.39,0.82,-1.86,-1.38,-1.13,-0.51,-1.32,-1.7,-1.53,0.65,-2.13,-2.84,-1.24,1.06,-3.89,-4.15,-3.32,0.88,Upgrade
6,Operating Expenses,12.32,11.75,11.11,11.96,10.22,12.05,12.09,12.38,11.34,11.97,10.72,12.7,11.75,9.19,12.04,13.32,9.99,9.64,10.3,15.84,Upgrade
7,Operating Income,-1.86,-0.54,-0.46,-3.02,-0.9,-1.92,-2.59,-3.17,1.66,2.19,0.23,-1.52,2.45,1.87,-1.8,-1.28,1.49,0.72,-5.79,-3.21,Upgrade
8,Interest Expense,-0.44,-0.44,-0.42,-0.33,-0.36,-0.33,-0.28,-0.27,-0.27,-0.16,-0.1,-0.09,-0.1,-0.1,-0.12,-0.1,-0.1,-0.13,-0.16,-0.18,Upgrade
9,Interest & Investment Income,-,-,-,2.32,-,-,-,1.72,-,-,-,1.15,-,-,-,1.15,-,-,-,1.7,Upgrade
10,Earnings From Equity Investments,-0.01,-0.01,-0.01,-0,-0.01,-0.01,-0.01,-0.01,-0,-0,-0,0,-0.01,-0,-,-0.01,-0,-,-,-,Upgrade
11,Currency Exchange Gain (Loss),-,-,-,-0.18,-,-,-,-0.13,-,-,-,0,-,-,-,0.28,-,-,-,-0.31,Upgrade
12,Other Non Operating Income (Expenses),-,-,-,-,-,-,-,0.01,-,-,-,-0.04,-,-,-,-,-,-,-,-,Upgrade
13,EBT Excluding Unusual Items,-2.31,-0.98,-0.88,-1.22,-1.26,-2.26,-2.88,-1.85,1.38,2.03,0.13,-0.5,2.35,1.76,-1.92,0.04,1.38,0.59,-5.95,-2,Upgrade
14,Gain (Loss) on Sale of Investments,-,-,-,0.02,-,-,-,-0.18,-,-,-,-0.09,-,-,-,0.42,-,-,-,-0.03,Upgrade
15,Gain (Loss) on Sale of Assets,-,-,-,0.43,-,-,-,-,-,-,-,-0.02,-,-,-,0.01,-,-,-,0.3,Upgrade
16,Asset Writedown,-,-,-,-6.44,-0,-,-,0.19,-0,-,-,0.31,-,-,-,2.14,-,-,-,0.19,Upgrade
17,Other Unusual Items,-,-,-,-,-,-,-,0,-,-,-,0.09,-,-,-,-,-,-,-,-,Upgrade
18,Pretax Income,-2.31,-0.98,-0.88,-7.2,-1.26,-2.26,-2.88,-1.83,1.38,2.03,0.13,-0.2,2.35,1.76,-1.92,2.6,1.38,0.59,-5.95,-1.54,Upgrade
19,Income Tax Expense,0.1,0.32,0.16,-0.14,-0.03,0.18,0.03,0.53,0.71,0.85,0.5,0.89,0.76,0.37,0.14,0.61,0.06,-0.05,-0.07,0.86,Upgrade
20,Earnings From Continuing Operations,-2.41,-1.3,-1.03,-7.06,-1.23,-2.44,-2.9,-2.36,0.67,1.18,-0.38,-1.09,1.59,1.39,-2.05,2,1.33,0.64,-5.88,-2.4,Upgrade
21,Minority Interest in Earnings,0.2,0.22,0.19,0.18,0.12,0.25,0.18,0.23,0.16,0.17,0.07,0.32,0.1,-,0.15,0.21,0.06,0.14,0.2,0.6,Upgrade
22,Net Income,-2.21,-1.08,-0.84,-6.88,-1.11,-2.19,-2.73,-2.12,0.84,1.35,-0.3,-0.77,1.68,1.39,-1.9,2.21,1.39,0.78,-5.68,-1.79,Upgrade
23,Net Income to Common,-2.21,-1.08,-0.84,-6.88,-1.11,-2.19,-2.73,-2.12,0.84,1.35,-0.3,-0.77,1.68,1.39,-1.9,2.21,1.39,0.78,-5.68,-1.79,Upgrade
24,Net Income Growth,-,-,-,-,-,-,-,-,-50.39%,-3.30%,-,-,21.25%,77.91%,-,-,-59.18%,-75.42%,-,-,Upgrade
25,Shares Outstanding (Basic),1651,1659,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,Upgrade
26,Shares Outstanding (Diluted),1651,1659,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,Upgrade
27,Shares Change (YoY),-2.18%,-1.68%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
28,EPS (Basic),-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,Upgrade
